Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Mike Gesicki,4.5,50.1,0.4,0.0,11.7,CIN,12,2021,te
Pat Freiermuth,4.3,44.5,0.5,0.0,11.4,PIT,12,2021,te
Dallas Goedert,4.3,51.2,0.3,0.0,10.9,PHI,12,2021,te
Dawson Knox,3.6,43.8,0.5,0.0,10.6,BUF,12,2021,te
Noah Fant,4.0,41.3,0.2,0.0,9.6,CIN,12,2021,te
Tyler Higbee,4.0,41.5,0.2,0.0,9.4,LAR,12,2021,te
Cole Kmet,3.9,41.2,0.2,0.0,9.1,CHI,12,2021,te
Evan Engram,4.0,38.4,0.2,0.0,9.0,DEN,12,2021,te
Hunter Henry,2.9,32.5,0.4,0.0,8.7,NE,12,2021,te
Tyler Conklin,3.6,37.2,0.2,0.0,8.5,LAC,12,2021,te
Austin Hooper,2.9,32.0,0.2,0.0,7.3,NE,12,2021,te
David Njoku,2.3,29.1,0.1,0.0,6.0,CLE,12,2021,te
John Bates,2.5,25.7,0.1,0.0,5.6,WAS,12,2021,te
Pharaoh Brown,2.2,23.9,0.1,0.0,5.4,MIA,12,2021,te
Albert Okwuegbunam Jr.,2.1,21.4,0.1,0.0,4.9,LV,12,2021,te
Jonnu Smith,1.9,20.4,0.1,0.0,4.8,PIT,12,2021,te
Juwan Johnson,1.8,18.9,0.1,0.0,4.4,NO,12,2021,te
Mo Alie-Cox,1.6,17.2,0.1,0.0,4.2,IND,12,2021,te
Durham Smythe,1.7,17.0,0.1,0.0,4.1,CHI,12,2021,te
Nick Vannett,1.7,17.4,0.1,0.0,4.0,MIN,12,2021,te
Brevin Jordan,1.6,16.7,0.1,0.0,4.0,HOU,12,2021,te
Donald Parham Jr.,1.4,16.5,0.1,0.0,3.9,PIT,12,2021,te
Will Dissly,1.5,15.9,0.1,0.0,3.7,LAC,12,2021,te
Sean McKeon,1.4,13.9,0.1,0.0,3.6,IND,12,2021,te
Tommy Tremble,1.4,14.3,0.1,0.0,3.3,CAR,12,2021,te
Harrison Bryant,1.1,13.6,0.1,0.0,3.0,PHI,12,2021,te
Foster Moreau,1.0,11.2,0.1,0.0,2.8,NO,12,2021,te
Ian Thomas,1.2,11.5,0.1,0.0,2.6,LV,12,2021,te
Dominique Dafney,0.7,7.4,0.1,0.0,2.0,CAR,12,2021,te
Chris Myarick,0.9,8.5,0.0,0.0,1.9,MIA,12,2021,te
Tyree Jackson,0.8,7.9,0.0,0.0,1.8,WAS,12,2021,te
Brock Wright,0.7,7.5,0.0,0.0,1.6,DET,12,2021,te
Drew Sample,0.7,6.8,0.0,0.0,1.6,CIN,12,2021,te
Kylen Granson,0.6,6.5,0.0,0.0,1.4,PHI,12,2021,te
Jack Stoll,0.6,8.0,0.0,0.0,1.4,NO,12,2021,te
Colby Parkinson,0.6,5.6,0.0,0.0,1.3,LAR,12,2021,te
Chris Manhertz,0.5,5.0,0.1,0.0,1.3,NYG,12,2021,te
Hunter Long,0.7,5.8,0.0,0.0,1.3,JAC,12,2021,te
Ross Dwelley,0.4,4.3,0.1,0.0,1.1,SF,12,2021,te
Eric Saubert,0.6,4.6,0.0,0.0,1.0,SEA,12,2021,te
Andrew Beck,0.3,2.9,0.1,0.0,0.9,NYJ,12,2021,te
Charlie Woerner,0.4,4.4,0.0,0.0,0.8,ATL,12,2021,te
Luke Farrell,0.4,4.0,0.0,0.0,0.8,SF,12,2021,te
Reggie Gilliam,0.4,2.9,0.0,0.0,0.7,BUF,12,2021,te
Quintin Morris,0.2,2.0,0.0,0.0,0.4,JAC,12,2021,te
Kenny Yeboah,0.2,2.0,0.0,0.0,0.4,DET,12,2021,te
Josh Oliver,0.2,2.0,0.0,0.0,0.4,MIN,12,2021,te
Giovanni Ricci,0.1,0.5,0.0,0.0,0.2,MIN,12,2021,te
Travis Kelce,6.3,76.2,0.6,0.1,17.2,KC,13,2021,te
George Kittle,5.9,79.2,0.5,0.1,16.8,SF,13,2021,te
Mark Andrews,5.2,64.6,0.5,0.0,14.8,BAL,13,2021,te
Kyle Pitts Sr.,5.0,61.8,0.4,0.0,13.5,ATL,13,2021,te
T.J. Hockenson,4.9,53.4,0.4,0.0,12.8,MIN,13,2021,te
Dallas Goedert,4.4,50.8,0.5,0.0,12.4,PHI,13,2021,te
Mike Gesicki,4.2,46.1,0.4,0.0,11.3,CIN,13,2021,te
Dalton Schultz,4.1,45.4,0.4,0.0,11.2,HOU,13,2021,te
Noah Fant,4.3,44.5,0.4,0.0,10.9,CIN,13,2021,te
Zach Ertz,3.9,41.5,0.5,0.0,10.7,WAS,13,2021,te
Pat Freiermuth,3.9,41.0,0.4,0.0,10.5,PIT,13,2021,te
Dawson Knox,3.5,41.6,0.4,0.0,10.2,BUF,13,2021,te
Foster Moreau,3.2,36.5,0.5,0.0,9.6,NO,13,2021,te
Tyler Higbee,3.8,38.8,0.3,0.0,9.2,LAR,13,2021,te
Cole Kmet,3.9,39.4,0.2,0.0,8.7,CHI,13,2021,te
Evan Engram,4.1,38.1,0.2,0.0,8.7,DEN,13,2021,te
Tyler Conklin,3.6,36.8,0.2,0.0,8.5,LAC,13,2021,te
Austin Hooper,3.1,34.4,0.3,0.0,8.3,NE,13,2021,te
Hunter Henry,3.2,33.4,0.2,0.0,7.5,NE,13,2021,te
Josiah Deguara,2.6,23.8,0.2,0.0,6.2,ARI,13,2021,te
Albert Okwuegbunam Jr.,2.3,23.2,0.1,0.0,5.3,LV,13,2021,te
Jonnu Smith,2.2,22.9,0.1,0.0,5.2,PIT,13,2021,te
Brevin Jordan,2.1,21.4,0.1,0.0,5.0,HOU,13,2021,te
Durham Smythe,2.1,21.1,0.1,0.0,4.6,CHI,13,2021,te
Pharaoh Brown,1.9,19.8,0.1,0.0,4.4,MIA,13,2021,te
Nick Vannett,1.8,17.9,0.1,0.0,4.1,MIN,13,2021,te
Ian Thomas,1.8,16.2,0.1,0.0,4.0,LV,13,2021,te
John Bates,1.7,18.3,0.1,0.0,3.9,WAS,13,2021,te
Donald Parham Jr.,1.4,15.8,0.1,0.0,3.8,PIT,13,2021,te
Mo Alie-Cox,1.4,16.6,0.1,0.0,3.7,IND,13,2021,te
Will Dissly,1.3,14.4,0.1,0.0,3.3,LAC,13,2021,te
Brock Wright,1.3,13.1,0.1,0.0,3.2,DET,13,2021,te
Juwan Johnson,1.3,14.2,0.1,0.0,3.2,NO,13,2021,te
Chris Manhertz,1.0,10.9,0.1,0.0,2.6,NYG,13,2021,te
Luke Farrell,1.1,10.0,0.1,0.0,2.4,SF,13,2021,te
Sean McKeon,0.8,8.5,0.1,0.0,2.0,IND,13,2021,te
Kylen Granson,0.7,8.0,0.1,0.0,1.9,PHI,13,2021,te
Noah Gray,0.6,5.9,0.1,0.0,1.5,KC,13,2021,te
Chris Myarick,0.8,7.0,0.0,0.0,1.5,MIA,13,2021,te
Drew Sample,0.8,6.0,0.0,0.0,1.5,CIN,13,2021,te
Hunter Long,0.6,6.5,0.0,0.0,1.4,JAC,13,2021,te
Eric Saubert,0.6,5.3,0.1,0.0,1.4,SEA,13,2021,te
Ross Dwelley,0.4,5.3,0.1,0.0,1.2,SF,13,2021,te
Jack Stoll,0.6,6.0,0.0,0.0,1.2,NO,13,2021,te
Colby Parkinson,0.5,5.0,0.0,0.0,1.2,LAR,13,2021,te
Charlie Woerner,0.5,5.8,0.0,0.0,1.1,ATL,13,2021,te
Tyree Jackson,0.5,5.0,0.0,0.0,1.0,WAS,13,2021,te
Andrew Beck,0.3,3.5,0.1,0.0,0.9,NYJ,13,2021,te
Josh Oliver,0.5,4.6,0.0,0.0,0.9,MIN,13,2021,te
Reggie Gilliam,0.4,2.7,0.0,0.0,0.7,BUF,13,2021,te
Kenny Yeboah,0.1,1.0,0.0,0.0,0.2,DET,13,2021,te
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.2,MIA,13,2021,te
Giovanni Ricci,0.1,0.4,0.0,0.0,0.1,MIN,13,2021,te
Travis Kelce,6.3,76.7,0.6,0.1,17.4,KC,14,2021,te
George Kittle,5.6,72.4,0.5,0.1,15.9,SF,14,2021,te
Mark Andrews,5.3,64.8,0.5,0.0,14.8,BAL,14,2021,te
Kyle Pitts Sr.,4.6,56.9,0.2,0.0,11.5,ATL,14,2021,te
Dalton Schultz,4.2,45.5,0.4,0.0,11.2,HOU,14,2021,te
Dawson Knox,3.9,44.5,0.5,0.0,11.2,BUF,14,2021,te
Pat Freiermuth,3.9,41.3,0.4,0.0,10.5,PIT,14,2021,te
Tyler Conklin,3.9,41.1,0.4,0.0,10.4,LAC,14,2021,te
Foster Moreau,3.2,37.3,0.4,0.0,9.5,NO,14,2021,te
Zach Ertz,3.8,40.4,0.3,0.0,9.5,WAS,14,2021,te
Noah Fant,3.9,42.1,0.2,0.0,9.4,CIN,14,2021,te
Evan Engram,3.5,35.3,0.2,0.0,7.9,DEN,14,2021,te
Cole Kmet,3.4,35.0,0.1,0.0,7.7,CHI,14,2021,te
Brock Wright,2.4,25.1,0.1,0.0,5.6,DET,14,2021,te
Albert Okwuegbunam Jr.,2.2,22.5,0.1,0.0,5.2,LV,14,2021,te
Brevin Jordan,2.2,21.6,0.1,0.0,5.0,HOU,14,2021,te
Donald Parham Jr.,1.9,19.1,0.2,0.0,4.7,PIT,14,2021,te
Josiah Deguara,1.8,18.2,0.2,0.0,4.6,ARI,14,2021,te
Nick Vannett,1.7,19.7,0.1,0.0,4.4,MIN,14,2021,te
Tommy Tremble,1.6,16.3,0.1,0.0,3.9,CAR,14,2021,te
Juwan Johnson,1.4,16.3,0.1,0.0,3.5,NO,14,2021,te
Will Dissly,1.4,14.9,0.1,0.0,3.5,LAC,14,2021,te
John Bates,1.5,15.0,0.1,0.0,3.4,WAS,14,2021,te
Ian Thomas,1.4,13.4,0.1,0.0,3.3,LV,14,2021,te
Chris Manhertz,0.9,9.8,0.0,0.0,2.1,NYG,14,2021,te
Luke Farrell,0.8,7.7,0.0,0.0,1.9,SF,14,2021,te
Kenny Yeboah,0.7,7.0,0.0,0.0,1.6,DET,14,2021,te
Dominique Dafney,0.6,6.2,0.1,0.0,1.5,CAR,14,2021,te
Noah Gray,0.5,4.7,0.1,0.0,1.3,KC,14,2021,te
Josh Oliver,0.6,5.9,0.0,0.0,1.3,MIN,14,2021,te
Drew Sample,0.6,5.1,0.0,0.0,1.2,CIN,14,2021,te
Eric Saubert,0.5,4.3,0.1,0.0,1.2,SEA,14,2021,te
Ross Dwelley,0.4,4.3,0.1,0.0,1.1,SF,14,2021,te
Andrew Beck,0.3,3.5,0.1,0.0,0.9,NYJ,14,2021,te
Charlie Woerner,0.4,4.3,0.0,0.0,0.8,ATL,14,2021,te
Colby Parkinson,0.4,3.5,0.0,0.0,0.7,LAR,14,2021,te
Reggie Gilliam,0.4,2.7,0.0,0.0,0.7,BUF,14,2021,te
Giovanni Ricci,0.1,0.4,0.0,0.0,0.1,MIN,14,2021,te
George Kittle,5.8,74.4,0.6,0.1,16.7,SF,15,2021,te
Travis Kelce,5.8,70.0,0.6,0.0,16.1,KC,15,2021,te
Mark Andrews,5.4,61.1,0.5,0.0,14.4,BAL,15,2021,te
Mike Gesicki,4.5,50.5,0.5,0.0,12.3,CIN,15,2021,te
Dallas Goedert,4.1,49.6,0.5,0.0,12.1,PHI,15,2021,te
Zach Ertz,4.0,45.6,0.5,0.0,11.8,WAS,15,2021,te
Dawson Knox,3.8,43.8,0.5,0.0,11.4,BUF,15,2021,te
Kyle Pitts Sr.,4.5,55.7,0.2,0.0,11.2,ATL,15,2021,te
Pat Freiermuth,4.0,40.5,0.5,0.0,10.9,PIT,15,2021,te
Noah Fant,3.9,40.4,0.2,0.0,9.1,CIN,15,2021,te
Tyler Conklin,3.7,39.8,0.2,0.0,9.0,LAC,15,2021,te
Dalton Schultz,3.5,38.9,0.2,0.0,8.6,HOU,15,2021,te
David Njoku,3.1,38.1,0.2,0.0,8.3,CLE,15,2021,te
Cole Kmet,3.4,36.3,0.2,0.0,8.1,CHI,15,2021,te
Evan Engram,3.3,34.2,0.1,0.0,7.4,DEN,15,2021,te
Foster Moreau,2.7,30.4,0.2,0.0,7.1,NO,15,2021,te
Hunter Henry,2.5,27.5,0.2,0.0,6.5,NE,15,2021,te
Albert Okwuegbunam Jr.,2.5,25.6,0.2,0.0,6.0,LV,15,2021,te
Jonnu Smith,2.4,26.2,0.1,0.0,5.9,PIT,15,2021,te
Brevin Jordan,2.5,25.1,0.1,0.0,5.9,HOU,15,2021,te
Josiah Deguara,2.2,22.8,0.2,0.0,5.5,ARI,15,2021,te
Shane Zylstra,2.5,23.2,0.1,0.1,5.4,DET,15,2021,te
Austin Hooper,2.3,19.2,0.2,0.0,5.4,NE,15,2021,te
Chris Manhertz,1.7,19.6,0.2,0.0,4.9,NYG,15,2021,te
Nick Vannett,1.9,20.6,0.1,0.0,4.5,MIN,15,2021,te
Will Dissly,1.8,19.6,0.1,0.0,4.4,LAC,15,2021,te
Durham Smythe,1.9,19.5,0.1,0.0,4.3,CHI,15,2021,te
Donald Parham Jr.,1.6,17.1,0.2,0.0,4.3,PIT,15,2021,te
Harrison Bryant,1.7,18.5,0.1,0.0,4.2,PHI,15,2021,te
Brock Wright,1.7,19.0,0.1,0.0,4.2,DET,15,2021,te
John Bates,1.8,18.1,0.1,0.0,4.1,WAS,15,2021,te
Pharaoh Brown,1.8,18.1,0.1,0.0,4.0,MIA,15,2021,te
Tommy Tremble,1.7,16.6,0.1,0.0,3.8,CAR,15,2021,te
Mo Alie-Cox,1.4,16.4,0.1,0.0,3.6,IND,15,2021,te
Ian Thomas,1.6,15.1,0.1,0.0,3.6,LV,15,2021,te
Juwan Johnson,1.5,15.8,0.0,0.0,3.2,NO,15,2021,te
Kylen Granson,1.0,9.8,0.1,0.0,2.3,PHI,15,2021,te
Ross Dwelley,0.7,7.6,0.1,0.0,2.1,SF,15,2021,te
Hunter Long,0.8,7.7,0.1,0.0,2.1,JAC,15,2021,te
Sean McKeon,0.8,7.9,0.1,0.0,1.9,IND,15,2021,te
Eric Saubert,0.7,5.5,0.1,0.0,1.9,SEA,15,2021,te
Drew Sample,0.8,7.6,0.0,0.0,1.7,CIN,15,2021,te
Josh Oliver,0.8,7.1,0.0,0.0,1.7,MIN,15,2021,te
Andrew Beck,0.5,4.9,0.1,0.0,1.6,NYJ,15,2021,te
Charlie Woerner,0.7,6.9,0.0,0.0,1.4,ATL,15,2021,te
Noah Gray,0.4,3.2,0.1,0.0,1.3,KC,15,2021,te
Colby Parkinson,0.6,5.1,0.0,0.0,1.1,LAR,15,2021,te
Reggie Gilliam,0.4,2.5,0.0,0.0,0.7,BUF,15,2021,te
Giovanni Ricci,0.1,0.3,0.0,0.0,0.1,MIN,15,2021,te
George Kittle,6.0,78.5,0.5,0.1,17.0,SF,16,2021,te
Mark Andrews,5.9,71.0,0.5,0.1,15.9,BAL,16,2021,te
Dallas Goedert,4.6,57.3,0.5,0.0,13.2,PHI,16,2021,te
Kyle Pitts Sr.,4.7,64.0,0.2,0.0,12.5,ATL,16,2021,te
Zach Ertz,4.5,47.5,0.5,0.0,12.0,WAS,16,2021,te
Dawson Knox,4.0,46.4,0.3,0.0,10.3,BUF,16,2021,te
Dalton Schultz,3.8,41.1,0.3,0.0,9.5,HOU,16,2021,te
Cole Kmet,4.2,41.5,0.2,0.0,9.3,CHI,16,2021,te
Mike Gesicki,3.9,41.8,0.2,0.0,9.2,CIN,16,2021,te
Hunter Henry,3.0,33.4,0.4,0.0,9.0,NE,16,2021,te
Foster Moreau,3.3,37.2,0.3,0.0,8.5,NO,16,2021,te
Noah Fant,3.6,37.7,0.2,0.0,8.4,CIN,16,2021,te
Tyler Conklin,3.5,34.8,0.2,0.0,8.1,LAC,16,2021,te
Tyler Higbee,3.2,34.4,0.2,0.0,7.8,LAR,16,2021,te
Evan Engram,3.3,32.8,0.1,0.0,7.4,DEN,16,2021,te
Austin Hooper,3.0,30.1,0.2,0.0,7.1,NE,16,2021,te
David Njoku,2.3,29.0,0.1,0.0,6.0,CLE,16,2021,te
Shane Zylstra,2.5,25.8,0.1,0.0,5.8,DET,16,2021,te
Brevin Jordan,2.4,22.8,0.2,0.0,5.7,HOU,16,2021,te
Albert Okwuegbunam Jr.,2.4,25.0,0.1,0.0,5.7,LV,16,2021,te
Nick Vannett,2.3,25.5,0.1,0.0,5.6,MIN,16,2021,te
Josiah Deguara,2.2,22.7,0.2,0.0,5.5,ARI,16,2021,te
Noah Gray,2.1,23.1,0.1,0.0,5.3,KC,16,2021,te
Jonnu Smith,2.1,22.2,0.1,0.0,5.1,PIT,16,2021,te
Brock Wright,2.0,20.5,0.1,0.0,4.8,DET,16,2021,te
Pharaoh Brown,1.9,19.5,0.1,0.0,4.4,MIA,16,2021,te
Mo Alie-Cox,1.6,18.0,0.1,0.0,4.1,IND,16,2021,te
Luke Farrell,1.8,16.6,0.1,0.0,4.1,SF,16,2021,te
John Bates,1.6,17.7,0.1,0.0,3.8,WAS,16,2021,te
Tommy Tremble,1.6,16.7,0.1,0.0,3.7,CAR,16,2021,te
Durham Smythe,1.6,14.9,0.1,0.0,3.5,CHI,16,2021,te
Adam Trautman,1.5,15.5,0.1,0.0,3.4,DEN,16,2021,te
Will Dissly,1.3,14.6,0.1,0.0,3.3,LAC,16,2021,te
Ian Thomas,1.4,13.2,0.1,0.0,3.1,LV,16,2021,te
Harrison Bryant,1.2,12.8,0.1,0.0,2.8,PHI,16,2021,te
Chris Manhertz,1.0,11.2,0.1,0.0,2.8,NYG,16,2021,te
Tyree Jackson,0.7,9.0,0.1,0.0,2.2,WAS,16,2021,te
Kylen Granson,0.7,7.3,0.0,0.0,1.7,PHI,16,2021,te
Colby Parkinson,0.6,6.2,0.0,0.0,1.5,LAR,16,2021,te
Dominique Dafney,0.5,5.6,0.1,0.0,1.4,CAR,16,2021,te
Drew Sample,0.6,5.9,0.0,0.0,1.4,CIN,16,2021,te
Jack Stoll,0.5,7.0,0.0,0.0,1.2,NO,16,2021,te
Ross Dwelley,0.4,4.2,0.1,0.0,1.1,SF,16,2021,te
Hunter Long,0.5,5.0,0.0,0.0,1.0,JAC,16,2021,te
Eric Saubert,0.4,3.0,0.1,0.0,1.0,SEA,16,2021,te
Charlie Woerner,0.4,4.3,0.0,0.0,0.8,ATL,16,2021,te
Josh Oliver,0.4,3.7,0.0,0.0,0.8,MIN,16,2021,te
Sean McKeon,0.3,4.0,0.0,0.0,0.7,IND,16,2021,te
Reggie Gilliam,0.4,2.8,0.0,0.0,0.7,BUF,16,2021,te
Chris Myarick,0.3,3.0,0.0,0.0,0.6,MIA,16,2021,te
Tyler Mabry,0.2,2.0,0.0,0.0,0.4,CAR,16,2021,te
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.2,MIA,16,2021,te
Giovanni Ricci,0.1,0.3,0.0,0.0,0.1,MIN,16,2021,te
Travis Kelce,6.4,80.2,0.6,0.0,17.9,KC,17,2021,te
Mark Andrews,6.3,72.8,0.5,0.1,16.7,BAL,17,2021,te
George Kittle,4.9,62.7,0.6,0.0,14.6,SF,17,2021,te
Dallas Goedert,4.6,57.6,0.5,0.0,13.4,PHI,17,2021,te
Kyle Pitts Sr.,5.4,67.7,0.2,0.0,13.3,ATL,17,2021,te
Zach Ertz,5.2,54.2,0.5,0.0,13.3,WAS,17,2021,te
Dawson Knox,3.6,43.7,0.5,0.0,11.1,BUF,17,2021,te
Dalton Schultz,4.2,43.7,0.3,0.0,10.3,HOU,17,2021,te
Hunter Henry,3.2,35.2,0.5,0.0,9.5,NE,17,2021,te
Mike Gesicki,4.1,43.2,0.2,0.0,9.4,CIN,17,2021,te
Noah Fant,3.9,41.7,0.2,0.0,9.2,CIN,17,2021,te
Foster Moreau,3.4,39.9,0.2,0.0,8.5,NO,17,2021,te
Cole Kmet,3.7,37.6,0.2,0.0,8.4,CHI,17,2021,te
Tyler Higbee,3.4,37.1,0.2,0.0,8.4,LAR,17,2021,te
Pat Freiermuth,3.3,35.6,0.2,0.0,8.1,PIT,17,2021,te
Tyler Conklin,3.4,32.8,0.1,0.0,7.4,LAC,17,2021,te
Evan Engram,3.2,31.6,0.1,0.0,7.1,DEN,17,2021,te
Austin Hooper,2.8,29.4,0.2,0.0,6.7,NE,17,2021,te
Albert Okwuegbunam Jr.,2.5,26.3,0.1,0.0,5.9,LV,17,2021,te
Adam Trautman,2.3,27.8,0.1,0.0,5.7,DEN,17,2021,te
Brevin Jordan,2.4,24.8,0.1,0.0,5.6,HOU,17,2021,te
Josiah Deguara,2.1,20.5,0.2,0.0,5.1,ARI,17,2021,te
David Njoku,1.9,24.1,0.1,0.0,5.0,CLE,17,2021,te
John Bates,2.0,20.7,0.1,0.0,4.6,WAS,17,2021,te
Mo Alie-Cox,1.7,20.4,0.1,0.0,4.5,IND,17,2021,te
Tommy Tremble,1.8,21.0,0.0,0.0,4.1,CAR,17,2021,te
Pharaoh Brown,1.7,16.1,0.1,0.0,3.8,MIA,17,2021,te
Kenny Yeboah,1.6,15.7,0.1,0.0,3.7,DET,17,2021,te
Durham Smythe,1.6,14.6,0.1,0.0,3.5,CHI,17,2021,te
Juwan Johnson,1.3,13.8,0.1,0.0,3.2,NO,17,2021,te
Luke Farrell,1.4,15.3,0.0,0.0,3.0,SF,17,2021,te
Ian Thomas,1.4,13.1,0.0,0.0,3.0,LV,17,2021,te
Brock Wright,1.3,14.1,0.0,0.0,2.9,DET,17,2021,te
Will Dissly,1.1,12.1,0.1,0.0,2.8,LAC,17,2021,te
Noah Gray,1.0,12.0,0.1,0.0,2.8,KC,17,2021,te
Chris Manhertz,1.2,12.4,0.0,0.0,2.6,NYG,17,2021,te
Harrison Bryant,0.9,10.2,0.0,0.0,2.2,PHI,17,2021,te
Drew Sample,0.8,7.7,0.1,0.0,1.9,CIN,17,2021,te
Chris Myarick,0.6,6.2,0.0,0.0,1.4,MIA,17,2021,te
Tyree Jackson,0.6,8.0,0.0,0.0,1.4,WAS,17,2021,te
Jack Stoll,0.5,6.0,0.0,0.0,1.1,NO,17,2021,te
Sean McKeon,0.3,4.0,0.0,0.0,0.7,IND,17,2021,te
Dominique Dafney,0.3,3.0,0.0,0.0,0.6,CAR,17,2021,te
Eric Saubert,0.2,2.0,0.0,0.0,0.4,SEA,17,2021,te
Colby Parkinson,0.2,2.0,0.0,0.0,0.4,LAR,17,2021,te
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.2,MIA,17,2021,te
Charlie Woerner,0.1,1.0,0.0,0.0,0.2,ATL,17,2021,te
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,17,2021,te
Travis Kelce,6.2,75.4,0.6,0.1,17.3,KC,18,2021,te
Mark Andrews,6.3,73.2,0.5,0.1,16.8,BAL,18,2021,te
George Kittle,5.4,69.7,0.5,0.1,15.3,SF,18,2021,te
Darren Waller,5.1,63.9,0.5,0.1,14.4,MIA,18,2021,te
Zach Ertz,5.5,57.3,0.3,0.0,13.0,WAS,18,2021,te
Kyle Pitts Sr.,4.8,59.7,0.2,0.0,11.7,ATL,18,2021,te
Dawson Knox,3.6,41.2,0.5,0.0,10.7,BUF,18,2021,te
Dalton Schultz,3.9,40.6,0.2,0.0,9.3,HOU,18,2021,te
Noah Fant,4.0,42.4,0.2,0.0,9.3,CIN,18,2021,te
Mike Gesicki,3.9,40.6,0.2,0.0,8.9,CIN,18,2021,te
Hunter Henry,3.0,32.9,0.4,0.0,8.7,NE,18,2021,te
Tyler Higbee,3.6,36.4,0.2,0.0,8.5,LAR,18,2021,te
Tyler Conklin,3.5,36.3,0.2,0.0,8.4,LAC,18,2021,te
Pat Freiermuth,3.5,34.1,0.2,0.0,8.0,PIT,18,2021,te
Cole Kmet,3.4,34.6,0.1,0.0,7.7,CHI,18,2021,te
Evan Engram,2.9,29.7,0.1,0.0,6.6,DEN,18,2021,te
Austin Hooper,2.8,27.6,0.2,0.0,6.6,NE,18,2021,te
John Bates,2.6,27.8,0.1,0.0,6.2,WAS,18,2021,te
Adam Trautman,2.3,25.1,0.1,0.0,5.5,DEN,18,2021,te
Brevin Jordan,2.4,23.1,0.1,0.0,5.4,HOU,18,2021,te
Tyree Jackson,2.2,22.8,0.1,0.0,5.2,WAS,18,2021,te
David Njoku,2.0,23.4,0.1,0.0,5.2,CLE,18,2021,te
Albert Okwuegbunam Jr.,2.1,23.5,0.1,0.0,5.1,LV,18,2021,te
Mo Alie-Cox,2.0,22.2,0.1,0.0,5.1,IND,18,2021,te
Josiah Deguara,2.1,19.9,0.1,0.0,4.9,ARI,18,2021,te
Tommy Tremble,2.1,21.8,0.1,0.0,4.6,CAR,18,2021,te
Brock Wright,1.7,18.3,0.1,0.0,4.2,DET,18,2021,te
Foster Moreau,1.6,17.4,0.1,0.0,4.0,NO,18,2021,te
Jonnu Smith,1.5,17.0,0.1,0.0,3.8,PIT,18,2021,te
Juwan Johnson,1.6,18.5,0.1,0.0,3.8,NO,18,2021,te
Pharaoh Brown,1.7,15.9,0.1,0.0,3.7,MIA,18,2021,te
Durham Smythe,1.5,14.5,0.1,0.0,3.3,CHI,18,2021,te
Luke Farrell,1.4,15.5,0.0,0.0,3.2,SF,18,2021,te
Kenny Yeboah,1.2,13.0,0.1,0.0,2.9,DET,18,2021,te
Ian Thomas,1.2,11.2,0.1,0.0,2.6,LV,18,2021,te
Sean McKeon,1.0,10.5,0.1,0.0,2.5,IND,18,2021,te
Will Dissly,1.0,10.6,0.1,0.0,2.4,LAC,18,2021,te
Nick Vannett,1.0,9.9,0.1,0.0,2.3,MIN,18,2021,te
Chris Manhertz,1.0,9.8,0.0,0.0,2.2,NYG,18,2021,te
Harrison Bryant,0.8,8.6,0.0,0.0,2.0,PHI,18,2021,te
Mitchell Wilcox,0.8,7.6,0.0,0.0,1.8,MIA,18,2021,te
Noah Gray,0.8,7.2,0.0,0.0,1.7,KC,18,2021,te
Drew Sample,0.7,5.6,0.0,0.0,1.4,CIN,18,2021,te
Dominique Dafney,0.5,5.3,0.0,0.0,1.2,CAR,18,2021,te
Kylen Granson,0.5,5.0,0.0,0.0,1.2,PHI,18,2021,te
Josh Oliver,0.4,4.0,0.0,0.0,0.8,MIN,18,2021,te
Eric Saubert,0.2,2.0,0.0,0.0,0.4,SEA,18,2021,te
Colby Parkinson,0.1,1.0,0.0,0.0,0.2,LAR,18,2021,te
Charlie Woerner,0.1,1.0,0.0,0.0,0.2,ATL,18,2021,te
Tyler Mabry,0.1,1.0,0.0,0.0,0.2,CAR,18,2021,te
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,18,2021,te
Mark Andrews,6.0,78.2,0.6,0.1,17.4,BAL,1,2022,te
Travis Kelce,6.3,73.2,0.6,0.1,17.1,KC,1,2022,te
Darren Waller,4.7,57.1,0.3,0.0,12.1,MIA,1,2022,te
Dalton Schultz,4.8,48.4,0.4,0.0,11.9,HOU,1,2022,te
Dallas Goedert,4.0,52.3,0.3,0.0,11.2,PHI,1,2022,te
Kyle Pitts Sr.,4.3,56.8,0.2,0.0,11.2,ATL,1,2022,te
T.J. Hockenson,4.4,43.1,0.3,0.0,10.6,MIN,1,2022,te
Zach Ertz,4.0,40.7,0.2,0.0,9.5,WAS,1,2022,te
Dawson Knox,3.3,38.0,0.3,0.0,9.1,BUF,1,2022,te
Tyler Higbee,3.7,36.8,0.3,0.0,9.0,LAR,1,2022,te
Pat Freiermuth,3.9,35.6,0.2,0.0,8.9,PIT,1,2022,te
Robert Tonyan,3.2,37.3,0.3,0.0,8.9,KC,1,2022,te
Noah Fant,3.6,37.7,0.2,0.0,8.5,CIN,1,2022,te
Albert Okwuegbunam Jr.,3.2,34.6,0.3,0.0,8.4,LV,1,2022,te
