Player,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Myles Gaskin,8.4,31.7,0.1,2.9,21.3,0.1,0.1,9.4,BAL,5,2021,rb
Devin Singletary,9.8,45.6,0.2,1.8,13.3,0.1,0.1,9.3,NYG,5,2021,rb
James Conner,12.3,46.9,0.5,1.0,8.0,0.0,0.1,9.2,ARI,5,2021,rb
Nyheim Miller-Hines,4.9,18.5,0.1,3.4,27.1,0.1,0.1,9.1,LAC,5,2021,rb
Kenneth Gainwell,4.9,21.1,0.1,2.6,22.7,0.1,0.0,8.3,PIT,5,2021,rb
Trey Sermon,8.3,35.8,0.2,1.0,8.9,0.0,0.0,6.8,PIT,5,2021,rb
A.J. Dillon,7.3,31.7,0.1,0.9,7.6,0.0,0.1,5.6,PHI,5,2021,rb
Jeremy McNichols,2.8,11.2,0.0,2.1,18.2,0.1,0.0,5.6,WAS,5,2021,rb
Ty Johnson,4.8,19.7,0.1,1.5,11.9,0.1,0.1,5.6,BUF,5,2021,rb
Samaje Perine,7.4,27.9,0.2,0.9,7.2,0.0,0.0,5.5,CIN,5,2021,rb
Ameer Abdullah,4.7,18.8,0.1,1.1,9.2,0.1,0.1,5.1,SF,5,2021,rb
Kyle Juszczyk,0.8,3.0,0.0,2.0,19.0,0.1,0.0,4.8,SF,5,2021,rb
Travis Homer,4.0,15.2,0.0,1.4,11.5,0.1,0.0,4.7,CHI,5,2021,rb
Khalil Herbert,4.4,16.6,0.1,0.9,7.2,0.0,0.0,4.0,IND,5,2021,rb
Salvon Ahmed,2.9,11.7,0.1,1.1,8.0,0.0,0.0,3.6,IND,5,2021,rb
Demetric Felton Jr.,1.2,4.6,0.0,1.1,10.4,0.1,0.0,3.2,WAS,5,2021,rb
Rhamondre Stevenson,2.6,11.9,0.1,0.7,5.5,0.0,0.0,3.1,NE,5,2021,rb
J.J. Taylor,1.9,9.0,0.1,0.8,7.0,0.1,0.0,3.0,HOU,5,2021,rb
Mike Boone,4.0,18.9,0.1,0.1,0.7,0.0,0.0,2.7,MIA,5,2021,rb
Patrick Ricard,0.2,0.4,0.0,1.1,9.2,0.1,0.0,2.5,BAL,5,2021,rb
C.J. Ham,1.3,4.7,0.0,0.7,6.9,0.1,0.0,2.4,MIN,5,2021,rb
DeeJay Dallas,2.2,8.7,0.1,0.5,3.8,0.0,0.0,2.3,ARI,5,2021,rb
Gary Brightwell,1.6,5.7,0.0,0.5,4.3,0.0,0.0,2.0,CIN,5,2021,rb
Dare Ogunbowale,1.5,6.0,0.1,0.5,4.2,0.0,0.0,1.9,HOU,5,2021,rb
Alec Ingold,0.4,1.2,0.0,0.6,5.3,0.0,0.0,1.5,MIA,5,2021,rb
Jaret Patterson,1.2,4.7,0.0,0.3,2.8,0.0,0.0,1.3,LAC,5,2021,rb
Jonathan Ward,0.9,2.5,0.0,0.2,2.7,0.0,0.0,1.0,NYG,5,2021,rb
Jakob Johnson,0.1,0.1,0.0,0.3,2.1,0.0,0.0,0.7,HOU,5,2021,rb
Michael Burton,0.1,0.5,0.0,0.3,2.2,0.0,0.0,0.7,DEN,5,2021,rb
D'Ernest Johnson,0.7,1.5,0.0,0.2,2.2,0.0,0.0,0.7,BAL,5,2021,rb
Nick Bellore,0.5,1.1,0.0,0.2,2.4,0.0,0.0,0.6,WAS,5,2021,rb
Giovanni Ricci,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.6,MIN,5,2021,rb
Reggie Gilliam,0.1,0.0,0.0,0.2,2.0,0.0,0.0,0.4,BUF,5,2021,rb
Najee Harris,19.7,77.1,0.7,4.8,39.7,0.2,0.1,21.4,LAC,6,2021,rb
Kareem Hunt,18.0,83.6,0.8,3.7,32.9,0.2,0.1,21.3,KC,6,2021,rb
Austin Ekeler,14.5,63.1,0.6,5.0,44.3,0.3,0.1,20.7,WAS,6,2021,rb
Jonathan Taylor,17.3,82.6,0.9,2.8,24.7,0.1,0.1,19.2,IND,6,2021,rb
Derrick Henry,23.0,103.4,0.8,2.1,18.1,0.1,0.2,18.9,BAL,6,2021,rb
D'Andre Swift,10.6,44.4,0.4,5.4,45.2,0.3,0.1,17.9,CHI,6,2021,rb
Aaron Jones Sr.,14.9,68.8,0.6,3.4,29.3,0.2,0.1,17.5,MIN,6,2021,rb
Joe Mixon,18.1,74.7,0.7,2.4,17.6,0.1,0.1,16.3,HOU,6,2021,rb
Chuba Hubbard,16.5,69.9,0.6,3.0,23.2,0.1,0.1,15.9,CAR,6,2021,rb
Antonio Gibson,16.0,70.2,0.7,2.1,18.9,0.1,0.1,15.6,NE,6,2021,rb
Myles Gaskin,11.4,49.3,0.3,4.1,32.0,0.2,0.1,15.1,BAL,6,2021,rb
Khalil Herbert,16.4,66.7,0.6,2.0,15.5,0.1,0.1,13.7,IND,6,2021,rb
Josh Jacobs,15.2,58.9,0.5,2.3,16.5,0.0,0.1,13.1,GB,6,2021,rb
Miles Sanders,10.6,44.9,0.2,2.7,21.8,0.1,0.1,11.3,DAL,6,2021,rb
Javonte Williams,10.7,47.9,0.3,2.2,17.1,0.1,0.1,10.7,DAL,6,2021,rb
Tony Pollard,8.6,42.3,0.2,1.9,16.2,0.1,0.1,9.1,TEN,6,2021,rb
Kenneth Gainwell,4.3,17.7,0.1,3.1,26.3,0.1,0.0,8.9,PIT,6,2021,rb
Nyheim Miller-Hines,4.3,18.3,0.1,3.0,24.9,0.1,0.1,8.7,LAC,6,2021,rb
Devin Singletary,8.6,37.4,0.2,1.8,12.9,0.1,0.1,8.2,NYG,6,2021,rb
James Conner,10.3,39.0,0.4,1.0,7.8,0.0,0.1,7.8,ARI,6,2021,rb
A.J. Dillon,8.4,35.5,0.2,1.4,12.0,0.0,0.1,7.3,PHI,6,2021,rb
Samaje Perine,8.2,31.0,0.2,0.9,8.0,0.1,0.1,6.4,CIN,6,2021,rb
Alexander Mattison,6.9,29.6,0.1,1.3,10.6,0.1,0.1,6.1,MIA,6,2021,rb
Salvon Ahmed,4.2,16.1,0.1,1.3,10.4,0.0,0.0,4.8,IND,6,2021,rb
Jeremy McNichols,2.1,8.7,0.0,1.9,15.1,0.1,0.0,4.7,WAS,6,2021,rb
Demetric Felton Jr.,3.4,13.7,0.1,1.2,10.5,0.0,0.1,4.4,WAS,6,2021,rb
Rhamondre Stevenson,6.0,22.6,0.2,0.6,5.0,0.0,0.1,4.2,NE,6,2021,rb
Trayveon Williams,0.0,19.9,0.2,0.6,4.4,0.0,0.1,4.0,CLE,6,2021,rb
D'Ernest Johnson,5.3,20.2,0.1,0.5,4.5,0.0,0.0,3.8,BAL,6,2021,rb
DeeJay Dallas,3.9,13.5,0.1,1.1,9.1,0.0,0.0,3.7,ARI,6,2021,rb
Travis Homer,2.3,8.3,0.0,1.0,8.7,0.0,0.0,2.9,CHI,6,2021,rb
Mike Boone,3.4,14.3,0.1,0.2,1.4,0.0,0.0,2.6,MIA,6,2021,rb
Gary Brightwell,2.2,8.7,0.0,0.7,5.4,0.0,0.0,2.4,CIN,6,2021,rb
Patrick Ricard,0.3,1.0,0.0,1.0,7.2,0.1,0.0,2.2,BAL,6,2021,rb
Darrynton Evans,1.4,5.2,0.0,0.6,5.0,0.0,0.0,2.0,BUF,6,2021,rb
Jaret Patterson,1.7,7.2,0.1,0.4,3.1,0.0,0.0,1.8,LAC,6,2021,rb
Dare Ogunbowale,0.8,3.8,0.0,0.5,4.1,0.0,0.0,1.4,HOU,6,2021,rb
C.J. Ham,0.6,1.6,0.0,0.6,4.6,0.0,0.0,1.3,MIN,6,2021,rb
Jermar Jefferson,1.1,4.9,0.1,0.2,2.4,0.0,0.0,1.2,TEN,6,2021,rb
Michael Burton,0.7,2.2,0.0,0.4,3.0,0.0,0.0,1.1,DEN,6,2021,rb
Giovanni Ricci,0.0,0.0,0.0,0.5,5.0,0.0,0.0,1.0,MIN,6,2021,rb
Alec Ingold,0.3,0.2,0.0,0.4,2.8,0.0,0.0,0.9,MIA,6,2021,rb
Jakob Johnson,0.1,0.1,0.0,0.3,1.8,0.0,0.0,0.7,HOU,6,2021,rb
Jonathan Ward,0.7,2.1,0.0,0.2,2.2,0.0,0.0,0.7,NYG,6,2021,rb
Reggie Gilliam,0.1,0.0,0.0,0.3,3.0,0.0,0.0,0.6,BUF,6,2021,rb
Nick Bellore,0.5,1.0,0.0,0.1,1.1,0.0,0.0,0.4,WAS,6,2021,rb
Alvin Kamara,20.1,88.2,0.7,4.8,43.7,0.3,0.1,23.6,NO,7,2021,rb
Derrick Henry,24.4,119.8,1.1,2.1,18.3,0.1,0.2,22.4,BAL,7,2021,rb
D'Andre Swift,10.7,43.8,0.3,5.3,43.4,0.2,0.1,16.7,CHI,7,2021,rb
Chuba Hubbard,17.4,70.7,0.6,2.9,24.0,0.1,0.1,16.6,CAR,7,2021,rb
Josh Jacobs,17.2,67.7,0.7,2.6,19.9,0.1,0.1,15.6,GB,7,2021,rb
Jonathan Taylor,15.4,71.4,0.6,2.4,21.2,0.1,0.1,15.6,IND,7,2021,rb
Joe Mixon,16.9,67.9,0.6,2.5,20.7,0.1,0.1,15.2,HOU,7,2021,rb
Antonio Gibson,13.8,59.0,0.5,1.9,15.2,0.1,0.1,12.8,NE,7,2021,rb
Elijah Mitchell,14.7,61.4,0.5,1.6,14.2,0.1,0.1,12.6,KC,7,2021,rb
James Conner,14.2,62.0,0.7,1.0,8.0,0.0,0.1,12.6,ARI,7,2021,rb
Myles Gaskin,9.1,38.7,0.2,3.7,27.9,0.1,0.1,12.1,BAL,7,2021,rb
D'Ernest Johnson,14.9,62.3,0.5,1.4,10.8,0.0,0.1,12.1,BAL,7,2021,rb
Michael Carter,12.6,49.4,0.3,1.9,15.3,0.0,0.1,10.3,ARI,7,2021,rb
Khalil Herbert,14.0,48.4,0.2,1.7,12.9,0.1,0.0,9.4,IND,7,2021,rb
A.J. Dillon,9.4,39.7,0.2,1.2,10.8,0.1,0.1,7.9,PHI,7,2021,rb
Demetric Felton Jr.,6.4,22.8,0.2,2.3,19.1,0.1,0.1,7.8,WAS,7,2021,rb
Kyle Juszczyk,1.1,3.2,0.0,2.3,21.6,0.1,0.0,5.6,SF,7,2021,rb
JaMycal Hasty,5.3,21.4,0.2,1.0,8.1,0.0,0.1,5.1,NE,7,2021,rb
Salvon Ahmed,4.7,17.6,0.1,1.3,10.1,0.0,0.0,5.0,IND,7,2021,rb
DeeJay Dallas,3.4,11.6,0.1,1.7,13.4,0.0,0.0,4.6,ARI,7,2021,rb
Samaje Perine,4.1,17.1,0.1,1.1,8.8,0.1,0.0,4.5,CIN,7,2021,rb
Jeremy McNichols,1.6,6.5,0.0,1.7,13.7,0.1,0.0,4.3,WAS,7,2021,rb
J.J. Taylor,2.3,10.8,0.1,0.7,5.4,0.0,0.0,2.9,HOU,7,2021,rb
Travis Homer,1.3,5.3,0.0,0.9,7.6,0.0,0.0,2.4,CHI,7,2021,rb
Patrick Ricard,0.2,0.3,0.0,1.0,7.7,0.1,0.0,2.2,BAL,7,2021,rb
Alec Ingold,0.3,0.6,0.0,0.7,5.9,0.0,0.0,1.6,MIA,7,2021,rb
Trayveon Williams,1.0,3.8,0.0,0.5,4.1,0.0,0.0,1.5,CLE,7,2021,rb
Gary Brightwell,0.7,4.5,0.0,0.4,3.3,0.0,0.0,1.3,CIN,7,2021,rb
Ameer Abdullah,0.9,4.2,0.0,0.4,2.8,0.0,0.0,1.2,SF,7,2021,rb
Jonathan Ward,1.1,3.9,0.0,0.3,3.2,0.0,0.0,1.2,NYG,7,2021,rb
Jermar Jefferson,0.7,3.0,0.0,0.2,3.0,0.0,0.0,0.8,TEN,7,2021,rb
Jakob Johnson,0.1,0.1,0.0,0.3,2.0,0.0,0.0,0.8,HOU,7,2021,rb
Ke'Shawn Vaughn,0.9,4.0,0.0,0.1,1.0,0.0,0.0,0.6,SF,7,2021,rb
Nick Bellore,0.5,1.0,0.0,0.1,1.3,0.0,0.0,0.4,WAS,7,2021,rb
D'Andre Swift,14.6,62.2,0.4,5.9,46.9,0.4,0.1,21.7,CHI,8,2021,rb
Alvin Kamara,15.7,67.7,0.6,5.3,43.0,0.3,0.1,21.4,NO,8,2021,rb
Austin Ekeler,14.2,59.1,0.5,5.1,44.9,0.3,0.1,20.2,WAS,8,2021,rb
Najee Harris,19.5,72.7,0.7,4.5,34.7,0.2,0.1,20.1,LAC,8,2021,rb
Jonathan Taylor,17.6,83.7,0.8,2.5,23.2,0.1,0.1,18.6,IND,8,2021,rb
Aaron Jones Sr.,12.6,61.3,0.5,4.5,34.2,0.2,0.1,17.9,MIN,8,2021,rb
Joe Mixon,17.7,73.7,0.7,2.4,19.5,0.1,0.1,16.3,HOU,8,2021,rb
Nick Chubb,18.2,91.1,0.7,1.5,12.2,0.0,0.1,15.8,HOU,8,2021,rb
Khalil Herbert,16.0,55.7,0.3,2.1,17.4,0.1,0.0,11.6,IND,8,2021,rb
Elijah Mitchell,17.0,77.3,0.6,1.2,10.4,0.0,0.1,13.7,KC,8,2021,rb
Michael Carter,12.3,47.5,0.3,3.6,28.7,0.1,0.1,13.5,ARI,8,2021,rb
Chuba Hubbard,13.5,54.3,0.5,2.5,19.8,0.1,0.1,12.9,CAR,8,2021,rb
Josh Jacobs,13.0,51.0,0.5,2.2,19.4,0.1,0.2,12.2,GB,8,2021,rb
Kenneth Gainwell,6.3,29.1,0.2,3.4,32.3,0.2,0.1,11.7,PIT,8,2021,rb
Antonio Gibson,14.7,61.8,0.3,1.7,13.4,0.0,0.1,11.1,NE,8,2021,rb
Javonte Williams,9.7,42.7,0.2,2.3,18.3,0.1,0.1,10.2,DAL,8,2021,rb
Tony Pollard,7.7,38.9,0.2,1.7,14.2,0.1,0.1,8.4,TEN,8,2021,rb
Devin Singletary,9.0,38.1,0.2,1.9,13.3,0.1,0.1,8.4,NYG,8,2021,rb
James Conner,11.0,44.6,0.3,0.8,5.7,0.0,0.1,7.9,ARI,8,2021,rb
Ty Johnson,5.4,19.9,0.1,2.5,19.3,0.1,0.0,7.2,BUF,8,2021,rb
Nyheim Miller-Hines,4.1,15.9,0.1,2.4,18.7,0.1,0.0,7.2,LAC,8,2021,rb
A.J. Dillon,8.2,36.4,0.1,1.2,10.0,0.0,0.1,6.7,PHI,8,2021,rb
Jeremy McNichols,5.3,19.1,0.1,2.0,16.1,0.1,0.1,6.3,WAS,8,2021,rb
Salvon Ahmed,6.7,25.5,0.1,1.5,12.9,0.0,0.1,6.3,IND,8,2021,rb
Samaje Perine,6.5,26.9,0.2,1.0,7.7,0.1,0.0,6.0,CIN,8,2021,rb
JaMycal Hasty,4.1,17.6,0.1,1.8,13.6,0.0,0.0,5.6,NE,8,2021,rb
Rhamondre Stevenson,4.1,18.2,0.2,1.3,10.4,0.1,0.0,5.4,NE,8,2021,rb
Jermar Jefferson,7.4,26.0,0.1,0.9,7.8,0.0,0.0,5.1,TEN,8,2021,rb
Alexander Mattison,5.3,22.5,0.1,1.0,8.4,0.1,0.0,4.9,MIA,8,2021,rb
DeeJay Dallas,0.0,14.7,0.1,1.2,11.3,0.0,0.0,4.6,ARI,8,2021,rb
Kyle Juszczyk,0.9,3.1,0.0,1.6,16.0,0.1,0.0,4.2,SF,8,2021,rb
Demetric Felton Jr.,1.0,3.9,0.0,1.6,14.8,0.1,0.0,3.9,WAS,8,2021,rb
Travis Homer,1.9,7.2,0.0,0.9,7.7,0.1,0.0,2.9,CHI,8,2021,rb
Trey Sermon,2.2,12.7,0.1,0.2,1.4,0.0,0.0,2.2,PIT,8,2021,rb
Ameer Abdullah,1.7,6.2,0.0,0.7,5.1,0.0,0.0,2.1,SF,8,2021,rb
Jaret Patterson,0.0,9.6,0.1,0.4,2.1,0.0,0.0,2.0,LAC,8,2021,rb
Trayveon Williams,1.7,8.0,0.1,0.2,2.0,0.0,0.0,1.8,CLE,8,2021,rb
C.J. Ham,0.6,2.2,0.0,0.7,5.7,0.0,0.0,1.7,MIN,8,2021,rb
Dare Ogunbowale,1.0,4.2,0.0,0.6,4.4,0.0,0.0,1.6,HOU,8,2021,rb
Mike Boone,1.5,8.5,0.1,0.2,1.5,0.0,0.0,1.6,MIA,8,2021,rb
Alec Ingold,0.4,1.5,0.0,0.6,6.0,0.0,0.0,1.5,MIA,8,2021,rb
Reggie Gilliam,0.3,1.2,0.0,0.5,5.6,0.0,0.0,1.4,BUF,8,2021,rb
Deon Jackson,0.2,2.5,0.0,0.4,3.5,0.0,0.0,1.2,DET,8,2021,rb
Kene Nwangwu,0.5,4.4,0.0,0.3,2.2,0.0,0.0,1.1,NYJ,8,2021,rb
Gary Brightwell,0.4,2.8,0.0,0.3,2.1,0.0,0.0,0.8,CIN,8,2021,rb
Jonathan Ward,0.3,1.7,0.0,0.3,2.6,0.0,0.0,0.8,NYG,8,2021,rb
Michael Burton,0.5,1.5,0.0,0.3,2.1,0.0,0.0,0.8,DEN,8,2021,rb
Jakob Johnson,0.1,0.1,0.0,0.4,3.2,0.0,0.0,0.8,HOU,8,2021,rb
Nick Bellore,0.0,0.1,0.0,0.2,1.8,0.0,0.0,0.5,WAS,8,2021,rb
Giovanni Ricci,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.4,MIN,8,2021,rb
Alvin Kamara,17.4,74.6,0.7,4.8,39.0,0.3,0.1,21.3,NO,9,2021,rb
Najee Harris,20.5,80.1,0.6,4.3,34.6,0.2,0.1,20.4,LAC,9,2021,rb
Jonathan Taylor,17.0,78.6,0.8,2.7,24.6,0.1,0.1,18.0,IND,9,2021,rb
Aaron Jones Sr.,13.9,65.3,0.5,3.9,30.0,0.2,0.1,17.4,MIN,9,2021,rb
Christian McCaffrey,13.2,59.5,0.5,4.1,34.7,0.1,0.1,17.2,SF,9,2021,rb
Nick Chubb,18.0,89.4,0.7,1.8,13.0,0.0,0.1,16.1,HOU,9,2021,rb
Joe Mixon,15.9,65.5,0.6,2.4,18.3,0.1,0.1,14.9,HOU,9,2021,rb
Michael Carter,11.5,45.3,0.3,4.3,35.6,0.1,0.1,14.4,ARI,9,2021,rb
Josh Jacobs,14.4,57.1,0.6,2.6,20.3,0.1,0.1,14.1,GB,9,2021,rb
Myles Gaskin,12.1,52.6,0.3,3.4,26.5,0.2,0.1,13.8,BAL,9,2021,rb
Khalil Herbert,16.0,62.2,0.4,1.8,14.7,0.0,0.0,12.1,IND,9,2021,rb
Elijah Mitchell,13.0,62.5,0.5,0.5,4.6,0.0,0.1,10.3,KC,9,2021,rb
Javonte Williams,8.9,41.1,0.2,2.4,18.1,0.1,0.1,9.7,DAL,9,2021,rb
James Conner,11.1,46.8,0.6,0.8,5.3,0.0,0.1,9.2,ARI,9,2021,rb
Kenneth Gainwell,4.0,18.6,0.1,2.8,24.4,0.1,0.0,8.5,PIT,9,2021,rb
Tony Pollard,7.8,37.6,0.2,1.7,14.1,0.1,0.1,8.4,TEN,9,2021,rb
Ty Johnson,5.5,20.1,0.1,2.8,23.0,0.1,0.1,8.1,BUF,9,2021,rb
Devin Singletary,8.7,35.4,0.2,1.7,12.8,0.1,0.1,7.7,NYG,9,2021,rb
Salvon Ahmed,8.1,32.1,0.2,1.6,14.3,0.0,0.1,7.7,IND,9,2021,rb
Nyheim Miller-Hines,4.7,18.1,0.1,2.5,19.2,0.1,0.1,7.3,LAC,9,2021,rb
A.J. Dillon,9.8,41.2,0.2,1.1,8.4,0.0,0.1,7.2,PHI,9,2021,rb
Chuba Hubbard,7.7,29.8,0.1,1.6,12.2,0.0,0.1,6.6,CAR,9,2021,rb
D'Ernest Johnson,2.0,9.7,0.0,0.0,0.0,0.0,0.0,1.0,BAL,9,2021,rb
Rhamondre Stevenson,5.4,21.2,0.1,1.4,12.1,0.1,0.0,5.9,NE,9,2021,rb
Jeff Wilson Jr.,4.4,22.9,0.2,0.8,7.1,0.1,0.1,5.4,SF,9,2021,rb
Samaje Perine,5.3,21.5,0.1,1.0,8.9,0.1,0.0,5.1,CIN,9,2021,rb
JaMycal Hasty,2.6,11.5,0.1,1.7,14.3,0.0,0.0,4.9,NE,9,2021,rb
Alexander Mattison,5.0,20.1,0.1,1.0,8.2,0.0,0.0,4.5,MIA,9,2021,rb
Kyle Juszczyk,0.8,2.5,0.0,1.4,13.4,0.1,0.0,3.6,SF,9,2021,rb
Dare Ogunbowale,3.4,11.4,0.1,0.9,6.8,0.0,0.0,3.3,HOU,9,2021,rb
Patrick Taylor Jr.,0.0,8.4,0.1,0.6,3.0,0.0,0.0,2.2,SF,9,2021,rb
Patrick Ricard,0.4,1.2,0.0,0.9,7.0,0.1,0.0,2.2,BAL,9,2021,rb
Ameer Abdullah,1.0,4.8,0.0,0.6,4.8,0.0,0.0,1.8,SF,9,2021,rb
C.J. Ham,0.7,2.7,0.0,0.7,5.5,0.0,0.0,1.7,MIN,9,2021,rb
Alec Ingold,0.4,1.2,0.0,0.6,5.1,0.0,0.0,1.4,MIA,9,2021,rb
Mike Boone,1.1,6.5,0.1,0.2,1.2,0.0,0.0,1.3,MIA,9,2021,rb
Reggie Gilliam,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.9,BUF,9,2021,rb
Jakob Johnson,0.2,0.4,0.0,0.5,3.5,0.0,0.0,0.9,HOU,9,2021,rb
Kene Nwangwu,0.5,3.0,0.0,0.3,1.8,0.0,0.0,0.8,NYJ,9,2021,rb
Gary Brightwell,0.8,3.0,0.0,0.2,1.9,0.0,0.0,0.8,CIN,9,2021,rb
Michael Burton,0.7,2.3,0.0,0.3,2.0,0.0,0.0,0.8,DEN,9,2021,rb
Giovanni Ricci,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.3,MIN,9,2021,rb
Najee Harris,21.1,80.4,0.7,4.1,34.2,0.2,0.1,20.4,LAC,10,2021,rb
Austin Ekeler,13.8,63.6,0.6,4.7,41.9,0.3,0.1,20.0,WAS,10,2021,rb
Jonathan Taylor,18.9,90.0,0.9,2.5,23.2,0.1,0.1,19.4,IND,10,2021,rb
Christian McCaffrey,16.0,70.1,0.5,4.7,40.0,0.1,0.1,19.2,SF,10,2021,rb
Aaron Jones Sr.,13.2,61.8,0.6,3.6,27.4,0.2,0.1,16.9,MIN,10,2021,rb
D'Ernest Johnson,1.5,7.2,0.0,0.0,0.0,0.0,0.0,0.7,BAL,10,2021,rb
James Conner,17.0,71.4,0.7,2.1,16.2,0.1,0.1,15.4,ARI,10,2021,rb
Josh Jacobs,14.5,59.4,0.6,2.4,19.4,0.1,0.1,14.1,GB,10,2021,rb
Michael Carter,11.2,46.9,0.2,3.6,28.5,0.2,0.1,13.8,ARI,10,2021,rb
Myles Gaskin,11.2,46.4,0.2,3.6,26.1,0.1,0.1,12.9,BAL,10,2021,rb
Elijah Mitchell,15.0,66.0,0.5,1.4,10.8,0.1,0.1,12.5,KC,10,2021,rb
Rhamondre Stevenson,11.7,51.1,0.3,2.3,20.0,0.1,0.1,11.7,NE,10,2021,rb
Javonte Williams,10.2,47.5,0.4,2.1,16.6,0.1,0.1,11.0,DAL,10,2021,rb
Antonio Gibson,11.3,46.2,0.3,2.0,14.6,0.1,0.1,10.0,NE,10,2021,rb
A.J. Dillon,9.6,41.2,0.4,1.4,12.4,0.1,0.1,9.1,PHI,10,2021,rb
Tony Pollard,8.3,39.9,0.2,1.6,13.6,0.1,0.1,8.5,TEN,10,2021,rb
Jeremy McNichols,6.3,21.9,0.1,2.7,21.9,0.1,0.0,8.3,WAS,10,2021,rb
Nyheim Miller-Hines,5.0,20.2,0.2,2.5,19.9,0.1,0.0,8.0,LAC,10,2021,rb
Ty Johnson,4.6,18.3,0.1,2.4,20.3,0.1,0.0,7.1,BUF,10,2021,rb
Kenneth Gainwell,3.1,13.9,0.1,1.9,18.0,0.1,0.0,6.1,PIT,10,2021,rb
Salvon Ahmed,6.8,25.3,0.1,1.3,11.2,0.0,0.1,5.8,IND,10,2021,rb
Chuba Hubbard,4.8,19.9,0.1,1.4,11.2,0.0,0.0,5.2,CAR,10,2021,rb
Alexander Mattison,5.6,24.2,0.1,1.0,7.7,0.0,0.0,5.0,MIA,10,2021,rb
Jeff Wilson Jr.,2.3,14.1,0.1,1.1,9.8,0.1,0.1,4.6,SF,10,2021,rb
Jermar Jefferson,4.1,15.1,0.1,1.1,8.8,0.0,0.0,4.1,TEN,10,2021,rb
Kyle Juszczyk,0.7,2.2,0.0,1.4,13.4,0.1,0.0,3.6,SF,10,2021,rb
DeeJay Dallas,1.7,6.2,0.0,1.2,9.2,0.0,0.0,3.1,ARI,10,2021,rb
Jaret Patterson,3.7,13.4,0.1,0.4,2.9,0.0,0.0,2.7,LAC,10,2021,rb
Trey Sermon,3.0,12.5,0.1,0.4,2.8,0.0,0.0,2.6,PIT,10,2021,rb
Patrick Ricard,0.4,1.3,0.0,1.0,8.1,0.1,0.0,2.5,BAL,10,2021,rb
Ameer Abdullah,1.0,5.1,0.0,0.8,6.4,0.0,0.0,2.1,SF,10,2021,rb
Alec Ingold,0.5,1.5,0.0,0.7,6.4,0.1,0.0,1.8,MIA,10,2021,rb
C.J. Ham,0.7,2.6,0.0,0.7,6.0,0.0,0.0,1.8,MIN,10,2021,rb
Deon Jackson,0.5,3.4,0.0,0.4,3.6,0.0,0.0,1.3,DET,10,2021,rb
Patrick Taylor Jr.,0.5,5.1,0.0,0.3,2.6,0.0,0.0,1.3,SF,10,2021,rb
Kene Nwangwu,0.6,5.1,0.0,0.3,2.0,0.0,0.0,1.1,NYJ,10,2021,rb
Nick Bellore,0.3,1.0,0.0,0.3,2.8,0.0,0.0,0.8,WAS,10,2021,rb
Mike Boone,0.3,2.0,0.0,0.2,1.0,0.0,0.0,0.5,MIA,10,2021,rb
Michael Burton,0.6,1.5,0.0,0.2,1.2,0.0,0.0,0.5,DEN,10,2021,rb
Reggie Gilliam,0.5,2.0,0.0,0.1,1.0,0.0,0.0,0.4,BUF,10,2021,rb
Giovanni Ricci,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.4,MIN,10,2021,rb
Ke'Shawn Vaughn,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.4,SF,10,2021,rb
Christian McCaffrey,16.6,69.8,0.6,5.3,47.2,0.2,0.1,21.6,SF,11,2021,rb
Austin Ekeler,14.5,64.2,0.5,4.7,40.8,0.3,0.1,19.9,WAS,11,2021,rb
Najee Harris,20.5,81.2,0.6,4.1,32.0,0.2,0.1,19.6,LAC,11,2021,rb
Nick Chubb,18.7,95.3,0.8,1.8,14.7,0.1,0.1,17.9,HOU,11,2021,rb
Jonathan Taylor,17.0,82.0,0.7,2.9,22.9,0.1,0.1,17.7,IND,11,2021,rb
D'Andre Swift,14.0,56.2,0.5,4.5,38.2,0.2,0.1,17.4,CHI,11,2021,rb
A.J. Dillon,18.0,79.8,0.6,2.6,23.4,0.1,0.1,16.6,PHI,11,2021,rb
Joe Mixon,16.0,68.1,0.6,2.6,20.4,0.1,0.1,15.8,HOU,11,2021,rb
Myles Gaskin,13.8,54.6,0.5,3.6,25.5,0.2,0.1,15.2,BAL,11,2021,rb
James Conner,16.3,65.4,0.7,2.4,19.4,0.1,0.1,15.2,ARI,11,2021,rb
Saquon Barkley,13.4,54.3,0.4,3.5,26.2,0.1,0.1,14.7,PHI,11,2021,rb
David Montgomery,17.0,63.3,0.3,2.6,21.5,0.1,0.0,13.4,DET,11,2021,rb
Michael Carter,13.1,52.4,0.5,3.3,27.2,0.1,0.1,14.6,ARI,11,2021,rb
Jeff Wilson Jr.,15.3,67.4,0.6,1.7,15.8,0.1,0.1,14.2,SF,11,2021,rb
Josh Jacobs,13.1,53.2,0.6,2.8,21.1,0.1,0.1,13.8,GB,11,2021,rb
