Player,FG_proj,FGA_proj,XPT_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Rank,FG_actual,FGA_actual,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT_actual,XPA,G,FPTS_actual,FPTS/G,ROST,Team_actual,Position_actual
Graham Gano,0.0,0.0,0.0,0.0,NYG,5,2024,K,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,NYG,K
Nick Folk,0.0,0.0,0.0,0.0,NYJ,5,2024,K,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9%,NYJ,K
Brandon McManus,0.0,0.0,0.0,0.0,GB,5,2024,K,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2%,GB,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,5,2024,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,CAR,K
Jake Elliott,2.1,2.3,2.5,8.9,PHI,6,2024,K,13.0,2.0,3.0,66.7,49.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,10.0,60.5%,PHI,K
Chris Boswell,2.1,2.1,2.2,8.5,PIT,6,2024,K,2.0,4.0,4.0,100.0,52.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,17.0,17.0,81.1%,PIT,K
Younghoe Koo,1.9,2.1,2.8,8.4,ATL,6,2024,K,6.0,3.0,3.0,100.0,35.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,12.0,12.0,22.8%,ATL,K
Brandon Aubrey,1.9,2.1,2.7,8.4,DAL,6,2024,K,9.0,3.0,3.0,100.0,50.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,12.0,97.8%,DAL,K
Jake Bates,1.7,1.9,2.9,8.0,DET,6,2024,K,1.0,4.0,4.0,100.0,48.0,0.0,0.0,2.0,2.0,0.0,5.0,5.0,1.0,19.0,19.0,96.6%,DET,K
Evan McPherson,1.8,2.0,2.6,8.0,CIN,6,2024,K,21.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,43.8%,CIN,K
Ka'imi Fairbairn,1.9,2.1,2.4,7.9,HOU,6,2024,K,8.0,2.0,3.0,66.7,46.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,12.0,12.0,62.1%,HOU,K
Nick Folk,1.8,2.1,2.0,7.5,NYJ,6,2024,K,20.0,1.0,1.0,100.0,44.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,0.9%,NYJ,K
Matthew Wright,1.7,1.9,2.3,7.4,CAR,6,2024,K,4.0,3.0,3.0,100.0,41.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,13.0,13.0,0.7%,CAR,K
Cam Little,1.7,2.0,2.1,7.2,JAC,6,2024,K,25.0,1.0,1.0,100.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,24.5%,JAC,K
Cameron Dicker,1.8,2.2,1.8,7.2,LAC,6,2024,K,10.0,3.0,3.0,100.0,46.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,94.9%,LAC,K
Jason Myers,1.7,2.1,2.1,7.2,SEA,6,2024,K,19.0,1.0,1.0,100.0,20.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,3.6%,SEA,K
Chase McLaughlin,1.6,2.1,2.4,7.2,TB,6,2024,K,15.0,1.0,1.0,100.0,26.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,9.0,9.0,81.7%,TB,K
Cairo Santos,1.6,2.1,2.4,7.1,CHI,6,2024,K,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,12.2%,CHI,K
Tyler Bass,1.4,2.0,2.4,6.7,BUF,6,2024,K,23.0,1.0,2.0,50.0,22.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,5.0,57.5%,BUF,K
Blake Grupe,1.5,2.1,2.2,6.7,NO,6,2024,K,12.0,2.0,2.0,100.0,42.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,1.0%,NO,K
Matt Gay,1.4,2.0,2.3,6.7,WAS,6,2024,K,18.0,2.0,2.0,100.0,26.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,15.8%,WAS,K
Joey Slye,1.7,2.1,1.5,6.6,TEN,6,2024,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,0.8%,TEN,K
Chad Ryland,1.6,1.8,1.9,6.6,ARI,6,2024,K,17.0,2.0,2.0,100.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,1.5%,ARI,K
Dustin Hopkins,1.5,2.0,1.9,6.4,CLE,6,2024,K,7.0,3.0,4.0,75.0,49.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,12.0,12.0,0.8%,CLE,K
Wil Lutz,1.4,2.0,1.9,6.2,DEN,6,2024,K,24.0,1.0,1.0,100.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,35.6%,DEN,K
Daniel Carlson,1.5,2.0,1.6,6.1,LV,6,2024,K,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.8%,LV,K
Spencer Shrader,0.0,0.0,0.0,0.0,IND,6,2024,K,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,IND,K
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,6,2024,K,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,NYG,K
Jake Moody,0.0,0.0,0.0,0.0,SF,6,2024,K,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5%,SF,K
Brandon McManus,0.0,0.0,0.0,0.0,GB,6,2024,K,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2%,GB,K
Graham Gano,0.0,0.0,0.0,0.0,NYG,6,2024,K,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,NYG,K
Younghoe Koo,1.9,2.1,2.7,8.4,ATL,7,2024,K,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,22.8%,ATL,K
Tyler Bass,1.8,2.1,2.6,8.0,BUF,7,2024,K,11.0,2.0,2.0,100.0,30.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,57.5%,BUF,K
Jason Myers,1.8,2.2,2.6,7.9,SEA,7,2024,K,10.0,2.0,2.0,100.0,59.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,3.6%,SEA,K
Chase McLaughlin,1.8,2.0,2.4,7.8,TB,7,2024,K,18.0,1.0,2.0,50.0,23.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,81.7%,TB,K
Harrison Butker,1.8,2.0,2.4,7.8,KC,7,2024,K,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,72.1%,KC,K
Evan McPherson,1.8,1.9,2.5,7.8,CIN,7,2024,K,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,43.8%,CIN,K
Will Reichard,1.8,2.2,2.2,7.7,MIN,7,2024,K,5.0,3.0,3.0,100.0,57.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,15.0,15.0,7.2%,MIN,K
Chris Boswell,1.8,2.1,2.0,7.4,PIT,7,2024,K,6.0,3.0,3.0,100.0,46.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,1.0,14.0,14.0,81.1%,PIT,K
Jake Elliott,1.6,2.3,2.6,7.4,PHI,7,2024,K,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,60.5%,PHI,K
Jake Bates,1.5,2.1,2.7,7.2,DET,7,2024,K,13.0,1.0,1.0,100.0,44.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,96.6%,DET,K
Cameron Dicker,1.5,1.9,2.6,7.2,LAC,7,2024,K,1.0,5.0,5.0,100.0,59.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,21.0,21.0,94.9%,LAC,K
Ka'imi Fairbairn,1.6,2.0,2.4,7.1,HOU,7,2024,K,9.0,3.0,3.0,100.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,62.1%,HOU,K
Brandon McManus,1.5,2.0,2.7,7.1,GB,7,2024,K,14.0,1.0,1.0,100.0,45.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,5.2%,GB,K
Joshua Karty,1.5,2.0,2.6,7.0,LAR,7,2024,K,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,6.5%,LAR,K
Joey Slye,1.7,1.9,1.9,7.0,TEN,7,2024,K,16.0,1.0,1.0,100.0,41.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,0.8%,TEN,K
Nick Folk,1.7,1.9,1.8,7.0,NYJ,7,2024,K,20.0,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,0.9%,NYJ,K
Chad Ryland,1.6,2.0,2.1,6.9,ARI,7,2024,K,17.0,1.0,1.0,100.0,32.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,1.5%,ARI,K
Matt Gay,1.5,2.0,2.5,6.9,WAS,7,2024,K,8.0,3.0,3.0,100.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,15.8%,WAS,K
Wil Lutz,1.5,2.1,2.3,6.8,DEN,7,2024,K,2.0,4.0,4.0,100.0,52.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,18.0,18.0,35.6%,DEN,K
Daniel Carlson,1.6,2.0,1.9,6.8,LV,7,2024,K,4.0,5.0,5.0,100.0,47.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,16.0,16.0,12.8%,LV,K
Cam Little,1.5,2.0,2.4,6.7,JAC,7,2024,K,15.0,1.0,1.0,100.0,21.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,24.5%,JAC,K
Jason Sanders,1.6,1.9,2.0,6.7,MIA,7,2024,K,21.0,1.0,2.0,50.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,42.0%,MIA,K
Blake Grupe,1.5,2.1,1.9,6.4,NO,7,2024,K,22.0,1.0,1.0,100.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0%,NO,K
Dustin Hopkins,1.4,1.8,1.9,6.3,CLE,7,2024,K,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8%,CLE,K
Spencer Shrader,0.0,0.0,0.0,0.0,IND,7,2024,K,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,IND,K
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,7,2024,K,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,NYG,K
Graham Gano,0.0,0.0,0.0,0.0,NYG,7,2024,K,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,NYG,K
Jake Moody,0.0,0.0,0.0,0.0,SF,7,2024,K,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5%,SF,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,7,2024,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,CAR,K
Wil Lutz,2.1,2.2,2.4,8.6,DEN,8,2024,K,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,35.6%,DEN,K
Chris Boswell,2.1,2.2,2.3,8.6,PIT,8,2024,K,4.0,4.0,4.0,100.0,31.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,14.0,14.0,81.1%,PIT,K
Jake Bates,1.8,2.1,3.1,8.5,DET,8,2024,K,6.0,1.0,1.0,100.0,51.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,12.0,12.0,96.6%,DET,K
Ka'imi Fairbairn,1.9,2.1,2.7,8.2,HOU,8,2024,K,10.0,3.0,3.0,100.0,35.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,11.0,62.1%,HOU,K
Harrison Butker,1.8,1.9,2.9,8.2,KC,8,2024,K,11.0,2.0,2.0,100.0,42.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,72.1%,KC,K
Evan McPherson,1.8,2.0,2.6,8.0,CIN,8,2024,K,24.0,1.0,2.0,50.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,43.8%,CIN,K
Younghoe Koo,1.8,2.0,2.5,7.9,ATL,8,2024,K,21.0,1.0,2.0,50.0,39.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,22.8%,ATL,K
Cameron Dicker,1.9,2.2,2.3,7.9,LAC,8,2024,K,16.0,2.0,2.0,100.0,46.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,9.0,9.0,94.9%,LAC,K
Brandon McManus,1.7,1.9,2.8,7.9,GB,8,2024,K,8.0,3.0,3.0,100.0,38.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,12.0,12.0,5.2%,GB,K
Chase McLaughlin,1.8,2.0,2.4,7.8,TB,8,2024,K,19.0,1.0,1.0,100.0,52.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,8.0,81.7%,TB,K
Brandon Aubrey,1.8,2.0,2.2,7.7,DAL,8,2024,K,23.0,1.0,1.0,100.0,29.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,97.8%,DAL,K
Cairo Santos,1.7,2.0,2.4,7.6,CHI,8,2024,K,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.2%,CHI,K
Tyler Bass,1.6,1.7,2.6,7.5,BUF,8,2024,K,20.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,57.5%,BUF,K
Jake Elliott,1.6,1.8,2.5,7.4,PHI,8,2024,K,2.0,3.0,3.0,100.0,49.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,15.0,15.0,60.5%,PHI,K
Jason Myers,1.7,1.9,2.2,7.3,SEA,8,2024,K,27.0,1.0,1.0,100.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.6%,SEA,K
Cam Little,1.7,2.0,2.2,7.2,JAC,8,2024,K,12.0,2.0,2.0,100.0,47.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,24.5%,JAC,K
Will Reichard,1.5,2.1,2.7,7.2,MIN,8,2024,K,18.0,2.0,2.0,100.0,35.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,7.2%,MIN,K
Matt Gay,1.7,2.0,2.0,7.1,WAS,8,2024,K,15.0,2.0,2.0,100.0,46.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,15.8%,WAS,K
Joey Slye,1.8,2.0,1.8,7.1,TEN,8,2024,K,25.0,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,0.8%,TEN,K
Joshua Karty,1.7,1.9,1.9,7.1,LAR,8,2024,K,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,6.5%,LAR,K
Jason Sanders,1.4,2.0,2.7,7.0,MIA,8,2024,K,9.0,2.0,2.0,100.0,53.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,11.0,11.0,42.0%,MIA,K
Chad Ryland,1.6,1.9,2.0,6.9,ARI,8,2024,K,13.0,2.0,2.0,100.0,57.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,1.5%,ARI,K
Blake Grupe,1.5,2.2,1.7,6.4,NO,8,2024,K,17.0,2.0,3.0,66.7,43.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,8.0,1.0%,NO,K
Nick Folk,1.5,1.9,1.7,6.2,NYJ,8,2024,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.9%,NYJ,K
Dustin Hopkins,1.5,2.0,1.8,6.2,CLE,8,2024,K,7.0,3.0,3.0,100.0,48.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,0.8%,CLE,K
Daniel Carlson,1.5,2.0,1.7,6.1,LV,8,2024,K,14.0,2.0,2.0,100.0,54.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,12.8%,LV,K
Spencer Shrader,0.0,0.0,0.0,0.0,IND,8,2024,K,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,IND,K
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,8,2024,K,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,NYG,K
Jake Moody,0.0,0.0,0.0,0.0,SF,8,2024,K,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5%,SF,K
Graham Gano,0.0,0.0,0.0,0.0,NYG,8,2024,K,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,NYG,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,8,2024,K,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,CAR,K
Harrison Butker,1.9,2.1,2.6,8.2,KC,9,2024,K,17.0,1.0,1.0,100.0,40.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,72.1%,KC,K
Younghoe Koo,1.8,2.0,2.9,8.2,ATL,9,2024,K,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,22.8%,ATL,K
Jake Elliott,1.7,1.9,3.0,8.2,PHI,9,2024,K,21.0,1.0,2.0,50.0,43.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,60.5%,PHI,K
Tyler Bass,1.7,2.0,3.0,8.1,BUF,9,2024,K,1.0,3.0,3.0,100.0,61.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,14.0,14.0,57.5%,BUF,K
Will Reichard,1.8,2.1,2.5,7.9,MIN,9,2024,K,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,7.2%,MIN,K
Jake Bates,1.7,1.9,2.8,7.9,DET,9,2024,K,19.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,96.6%,DET,K
Evan McPherson,1.8,2.1,2.6,7.9,CIN,9,2024,K,3.0,2.0,2.0,100.0,44.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,12.0,12.0,43.8%,CIN,K
Blake Grupe,1.8,2.1,2.3,7.8,NO,9,2024,K,4.0,3.0,3.0,100.0,51.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,1.0%,NO,K
Brandon Aubrey,1.8,1.9,2.2,7.7,DAL,9,2024,K,8.0,2.0,2.0,100.0,57.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,97.8%,DAL,K
Ka'imi Fairbairn,1.8,2.1,2.1,7.6,HOU,9,2024,K,11.0,2.0,4.0,50.0,54.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,62.1%,HOU,K
Cameron Dicker,1.8,2.0,2.2,7.5,LAC,9,2024,K,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,3.0,94.9%,LAC,K
Chad Ryland,1.8,2.0,2.1,7.5,ARI,9,2024,K,5.0,2.0,2.0,100.0,55.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,11.0,11.0,1.5%,ARI,K
Jason Myers,1.7,2.0,2.3,7.4,SEA,9,2024,K,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,3.6%,SEA,K
Nick Folk,1.8,2.2,1.9,7.4,NYJ,9,2024,K,12.0,2.0,2.0,100.0,25.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,0.9%,NYJ,K
Chase McLaughlin,1.7,1.9,2.1,7.3,TB,9,2024,K,15.0,1.0,1.0,100.0,47.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,81.7%,TB,K
Wil Lutz,1.7,1.9,2.1,7.1,DEN,9,2024,K,23.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,35.6%,DEN,K
Dustin Hopkins,1.8,1.9,1.9,7.1,CLE,9,2024,K,22.0,1.0,2.0,50.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,0.8%,CLE,K
Jason Sanders,1.7,2.0,2.0,7.1,MIA,9,2024,K,10.0,2.0,2.0,100.0,39.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,42.0%,MIA,K
Matt Gay,1.7,2.0,2.0,7.1,WAS,9,2024,K,7.0,2.0,3.0,66.7,54.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,15.8%,WAS,K
Cairo Santos,1.5,2.0,2.6,7.0,CHI,9,2024,K,2.0,3.0,3.0,100.0,53.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,13.0,12.2%,CHI,K
Cam Little,1.6,1.9,2.1,7.0,JAC,9,2024,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24.5%,JAC,K
Jude McAtamney,1.7,1.9,1.7,6.9,NYG,9,2024,K,24.0,1.0,1.0,100.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,0.7%,NYG,K
Joshua Karty,1.4,1.9,2.6,6.9,LAR,9,2024,K,13.0,2.0,2.0,100.0,38.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,6.5%,LAR,K
Brandon McManus,1.4,1.7,2.5,6.6,GB,9,2024,K,20.0,2.0,3.0,66.7,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.2%,GB,K
Daniel Carlson,1.5,2.0,1.8,6.3,LV,9,2024,K,16.0,1.0,1.0,100.0,46.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,12.8%,LV,K
Joey Slye,1.5,1.9,1.9,6.3,TEN,9,2024,K,14.0,1.0,2.0,50.0,52.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,0.8%,TEN,K
Spencer Shrader,0.0,0.0,0.0,0.0,IND,9,2024,K,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,IND,K
Graham Gano,0.0,0.0,0.0,0.0,NYG,9,2024,K,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,NYG,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,9,2024,K,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,CAR,K
Jake Bates,1.7,2.0,3.2,8.3,DET,10,2024,K,7.0,2.0,2.0,100.0,58.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,12.0,12.0,96.6%,DET,K
Harrison Butker,1.9,2.1,2.7,8.3,KC,10,2024,K,12.0,3.0,3.0,100.0,36.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,72.1%,KC,K
Jake Moody,1.8,2.0,2.9,8.2,SF,10,2024,K,8.0,3.0,6.0,50.0,44.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,7.5%,SF,K
Tyler Bass,1.7,1.9,2.9,8.1,BUF,10,2024,K,5.0,3.0,3.0,100.0,47.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,13.0,13.0,57.5%,BUF,K
Jake Elliott,1.7,2.0,2.8,8.0,PHI,10,2024,K,10.0,2.0,2.0,100.0,39.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,60.5%,PHI,K
Younghoe Koo,1.8,1.9,2.6,8.0,ATL,10,2024,K,21.0,1.0,4.0,25.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,22.8%,ATL,K
Joshua Karty,1.7,2.1,2.6,7.8,LAR,10,2024,K,1.0,5.0,6.0,83.3,55.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,19.0,19.0,6.5%,LAR,K
Chris Boswell,1.8,2.0,2.2,7.6,PIT,10,2024,K,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,81.1%,PIT,K
Parker Romo,1.7,1.9,2.5,7.6,NE,10,2024,K,6.0,4.0,4.0,100.0,45.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,13.0,13.0,0.7%,NE,K
Brandon Aubrey,1.9,2.2,2.0,7.6,DAL,10,2024,K,17.0,2.0,2.0,100.0,46.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,97.8%,DAL,K
Chase McLaughlin,1.8,2.0,2.2,7.6,TB,10,2024,K,15.0,2.0,2.0,100.0,30.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,81.7%,TB,K
