Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year,Position
25,Evan McPherson,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,44.2%,CIN,17,2023,k
26,Joey Slye,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,0.8%,TEN,17,2023,k
27,Nick Folk,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,1.1%,NYJ,17,2023,k
28,Younghoe Koo,1,3,33.3,38,0,0,1,0,0,2,2,1,5.0,5.0,22.8%,ATL,17,2023,k
29,Chad Ryland,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.5%,ARI,17,2023,k
30,Lucas Havrisik,0,0,0.0,0,0,0,0,0,0,2,4,1,2.0,2.0,1.0%,FA,17,2023,k
31,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,81.7%,TB,17,2023,k
1,Cameron Dicker,4,4,100.0,49,0,1,0,3,0,0,0,1,15.0,15.0,94.9%,LAC,18,2023,k
2,Blake Grupe,2,2,100.0,24,0,2,0,0,0,6,6,1,12.0,12.0,1.1%,NO,18,2023,k
3,Chase McLaughlin,3,3,100.0,57,0,0,2,0,1,0,0,1,11.0,11.0,81.7%,TB,18,2023,k
4,Cairo Santos,3,3,100.0,50,0,0,2,0,1,0,0,1,11.0,11.0,12.2%,CHI,18,2023,k
5,Matt Gay,3,4,75.0,52,0,0,2,0,1,0,0,1,11.0,11.0,16.2%,WAS,18,2023,k
6,Brandon Aubrey,1,3,33.3,50,0,0,0,0,1,5,5,1,10.0,10.0,97.7%,DAL,18,2023,k
7,Daniel Carlson,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,12.9%,LV,18,2023,k
8,Greg Zuerlein,3,4,75.0,40,0,1,1,1,0,0,0,1,10.0,10.0,0.8%,FA,18,2023,k
9,Brandon McManus,2,2,100.0,44,0,0,1,1,0,2,2,1,9.0,9.0,5.5%,GB,18,2023,k
10,Mason Crosby,2,3,66.7,24,0,2,0,0,0,3,3,1,9.0,9.0,0.1%,FA,18,2023,k
11,Greg Joseph,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,0.6%,FA,18,2023,k
12,Harrison Butker,2,2,100.0,41,0,1,0,1,0,1,1,1,8.0,8.0,72.4%,KC,18,2023,k
13,Matt Prater,2,4,50.0,34,0,1,1,0,0,2,2,1,8.0,8.0,0.6%,FA,18,2023,k
14,Evan McPherson,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,44.2%,CIN,18,2023,k
15,Jason Myers,2,2,100.0,33,0,1,1,0,0,1,1,1,7.0,7.0,3.6%,SEA,18,2023,k
16,Ka'imi Fairbairn,1,1,100.0,51,0,0,0,0,1,2,3,1,7.0,7.0,62.4%,HOU,18,2023,k
17,Michael Badgley,1,1,100.0,39,0,0,1,0,0,3,4,1,6.0,6.0,1.1%,FA,18,2023,k
18,Chris Boswell,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,81.4%,PIT,18,2023,k
19,Anders Carlson,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.0%,FA,18,2023,k
20,Younghoe Koo,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,22.8%,ATL,18,2023,k
21,Justin Tucker,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,3.7%,FA,18,2023,k
22,Nick Folk,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.1%,NYJ,18,2023,k
23,Joey Slye,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.8%,TEN,18,2023,k
24,Jake Elliott,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,60.9%,PHI,18,2023,k
25,Tyler Bass,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,57.6%,BUF,18,2023,k
26,Chad Ryland,1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,1.5%,ARI,18,2023,k
27,Riley Patterson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,FA,18,2023,k
28,Jake Moody,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,7.5%,SF,18,2023,k
29,Wil Lutz,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,35.9%,DEN,18,2023,k
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,41.5%,MIA,18,2023,k
31,Brett Maher,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.4%,FA,18,2023,k
32,Matthew Wright,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,CAR,18,2023,k
1,Chris Boswell,6,6,100.0,57,0,1,0,2,3,0,0,1,26.0,26.0,81.4%,PIT,1,2024,k
2,Jake Moody,6,6,100.0,53,0,1,1,2,2,2,2,1,26.0,26.0,7.5%,SF,1,2024,k
3,Blake Grupe,4,4,100.0,57,0,0,1,1,2,5,5,1,22.0,22.0,1.1%,NO,1,2024,k
4,Brandon Aubrey,4,4,100.0,57,0,0,0,2,2,3,3,1,21.0,21.0,97.7%,DAL,1,2024,k
5,Ka'imi Fairbairn,3,3,100.0,51,0,0,0,0,3,2,2,1,17.0,17.0,62.4%,HOU,1,2024,k
6,Chase McLaughlin,3,3,100.0,56,0,1,1,0,1,4,4,1,15.0,15.0,81.7%,TB,1,2024,k
7,Cairo Santos,3,3,100.0,50,0,1,0,1,1,1,1,1,13.0,13.0,12.2%,CHI,1,2024,k
8,Cameron Dicker,3,3,100.0,53,0,2,0,0,1,1,1,1,12.0,12.0,94.9%,LAC,1,2024,k
9,Wil Lutz,3,3,100.0,45,0,0,2,1,0,1,1,1,11.0,11.0,35.9%,DEN,1,2024,k
10,Brayden Narveson,3,4,75.0,31,0,2,1,0,0,2,2,1,11.0,11.0,1.2%,FA,1,2024,k
11,Jake Elliott,2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,60.9%,PHI,1,2024,k
12,Tyler Bass,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,57.6%,BUF,1,2024,k
13,Jason Sanders,2,3,66.7,52,0,0,1,0,1,2,2,1,10.0,10.0,41.5%,MIA,1,2024,k
14,Joey Slye,3,3,100.0,37,0,0,3,0,0,1,1,1,10.0,10.0,0.8%,TEN,1,2024,k
15,Jason Myers,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,3.6%,SEA,1,2024,k
16,Joshua Karty,2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,6.9%,LAR,1,2024,k
17,Harrison Butker,2,2,100.0,32,0,0,2,0,0,3,3,1,9.0,9.0,72.4%,KC,1,2024,k
18,Graham Gano,2,2,100.0,50,0,1,0,0,1,0,0,1,8.0,8.0,1.1%,NYG,1,2024,k
19,Justin Tucker,2,3,66.7,32,0,1,1,0,0,2,2,1,8.0,8.0,3.7%,FA,1,2024,k
20,Matt Prater,2,2,100.0,31,0,1,1,0,0,2,2,1,8.0,8.0,0.6%,FA,1,2024,k
21,Jake Bates,2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,96.3%,DET,1,2024,k
22,Dustin Hopkins,1,1,100.0,51,0,0,0,0,1,2,2,1,7.0,7.0,0.8%,CLE,1,2024,k
23,Cam Little,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,21.4%,JAC,1,2024,k
24,Evan McPherson,1,1,100.0,51,0,0,0,0,1,1,1,1,6.0,6.0,44.2%,CIN,1,2024,k
25,Nick Folk,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,1.1%,NYJ,1,2024,k
26,Eddy Pineiro,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,FA,1,2024,k
27,Daniel Carlson,1,2,50.0,32,0,0,1,0,0,1,1,1,4.0,4.0,12.9%,LV,1,2024,k
28,Younghoe Koo,1,1,100.0,24,0,1,0,0,0,1,1,1,4.0,4.0,22.8%,ATL,1,2024,k
29,Will Reichard,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,7.6%,MIN,1,2024,k
30,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.4%,IND,1,2024,k
31,Cade York,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,4.3%,FA,1,2024,k
32,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,FA,1,2024,k
33,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.2%,WAS,1,2024,k
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,1,2024,k
35,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,1,2024,k
36,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,1,2024,k
37,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,1,2024,k
38,Chad Ryland,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,ARI,1,2024,k
39,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,1,2024,k
40,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,1,2024,k
41,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,1,2024,k
42,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,1,2024,k
43,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,1,2024,k
44,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,1,2024,k
45,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,1,2024,k
46,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,1,2024,k
47,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,1,2024,k
48,Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NE,1,2024,k
49,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,1,2024,k
50,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,1,2024,k
51,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2024,k
52,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,1,2024,k
53,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,1,2024,k
54,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,1,2024,k
55,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,1,2024,k
56,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,1,2024,k
57,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,1,2024,k
58,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,1,2024,k
59,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2024,k
60,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.5%,GB,1,2024,k
61,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2024,k
62,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,1,2024,k
63,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,1,2024,k
64,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,1,2024,k
65,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,1,2024,k
66,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,1,2024,k
1,Austin Seibert,7,7,100.0,45,0,4,2,1,0,0,0,1,22.0,22.0,0.7%,FA,2,2024,k
2,Ka'imi Fairbairn,4,4,100.0,59,0,0,0,1,3,1,1,1,20.0,20.0,62.4%,HOU,2,2024,k
3,Daniel Carlson,4,4,100.0,53,0,1,1,0,2,2,2,1,18.0,18.0,12.9%,LV,2,2024,k
4,Brandon Aubrey,4,4,100.0,52,0,0,1,2,1,1,1,1,17.0,17.0,97.7%,DAL,2,2024,k
5,Evan McPherson,4,4,100.0,53,0,1,1,1,1,1,2,1,16.0,16.0,44.2%,CIN,2,2024,k
6,Matt Prater,2,2,100.0,57,0,0,0,1,1,5,5,1,14.0,14.0,0.6%,FA,2,2024,k
7,Justin Tucker,3,4,75.0,48,0,0,1,2,0,2,2,1,13.0,13.0,3.7%,FA,2,2024,k
8,Dustin Hopkins,3,3,100.0,53,0,0,1,1,1,1,1,1,13.0,13.0,0.8%,CLE,2,2024,k
9,Jason Myers,3,3,100.0,44,0,0,2,1,0,2,2,1,12.0,12.0,3.6%,SEA,2,2024,k
10,Brayden Narveson,3,4,75.0,46,0,0,1,2,0,1,1,1,12.0,12.0,1.2%,FA,2,2024,k
11,Cairo Santos,2,2,100.0,54,0,0,0,0,2,1,1,1,11.0,11.0,12.2%,CHI,2,2024,k
12,Will Reichard,3,3,100.0,39,0,2,1,0,0,2,2,1,11.0,11.0,7.6%,MIN,2,2024,k
13,Jake Bates,3,3,100.0,35,0,1,2,0,0,1,1,1,10.0,10.0,96.3%,DET,2,2024,k
14,Cameron Dicker,2,2,100.0,46,0,0,0,2,0,2,3,1,10.0,10.0,94.9%,LAC,2,2024,k
15,Chase McLaughlin,2,2,100.0,55,0,0,1,0,1,2,2,1,10.0,10.0,81.7%,TB,2,2024,k
16,Younghoe Koo,3,3,100.0,39,0,1,2,0,0,1,1,1,10.0,10.0,22.8%,ATL,2,2024,k
17,Harrison Butker,2,2,100.0,51,1,0,0,0,1,2,2,1,10.0,10.0,72.4%,KC,2,2024,k
18,Chris Boswell,2,2,100.0,53,0,1,0,0,1,1,1,1,9.0,9.0,81.4%,PIT,2,2024,k
19,Joey Slye,2,3,66.7,29,0,2,0,0,0,2,2,1,8.0,8.0,0.8%,TEN,2,2024,k
20,Blake Grupe,1,1,100.0,26,0,1,0,0,0,5,6,1,8.0,8.0,1.1%,NO,2,2024,k
21,Tyler Bass,1,2,50.0,43,0,0,0,1,0,4,4,1,8.0,8.0,57.6%,BUF,2,2024,k
22,Jake Elliott,2,2,100.0,29,0,2,0,0,0,1,1,1,7.0,7.0,60.9%,PHI,2,2024,k
23,Cam Little,2,3,66.7,25,0,2,0,0,0,1,1,1,7.0,7.0,21.4%,JAC,2,2024,k
24,Nick Folk,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,1.1%,NYJ,2,2024,k
25,Greg Zuerlein,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,0.8%,FA,2,2024,k
26,Wil Lutz,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,35.9%,DEN,2,2024,k
27,Jake Moody,1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,5.0,7.5%,SF,2,2024,k
28,Jason Sanders,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,41.5%,MIA,2,2024,k
29,Matt Gay,1,2,50.0,34,0,0,1,0,0,1,1,1,4.0,4.0,16.2%,WAS,2,2024,k
30,Joshua Karty,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,6.9%,LAR,2,2024,k
31,Eddy Pineiro,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.6%,FA,2,2024,k
32,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,2,2024,k
33,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,2,2024,k
34,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,2,2024,k
35,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,2,2024,k
36,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,2,2024,k
37,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,2,2024,k
38,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,2,2024,k
39,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,2,2024,k
40,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,2,2024,k
41,Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NE,2,2024,k
42,Chad Ryland,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,ARI,2,2024,k
43,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,2,2024,k
44,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,2,2024,k
45,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,2,2024,k
46,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,IND,2,2024,k
47,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,2,2024,k
48,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,2,2024,k
49,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2024,k
50,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,2,2024,k
51,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,2,2024,k
52,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,2,2024,k
53,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,NYG,2,2024,k
54,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2024,k
55,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,2,2024,k
56,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,2,2024,k
57,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,2,2024,k
58,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,2,2024,k
59,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2024,k
60,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.5%,GB,2,2024,k
61,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2024,k
62,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,2,2024,k
63,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,2,2024,k
64,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,2,2024,k
65,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,2,2024,k
66,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,2,2024,k
1,Wil Lutz,4,4,100.0,43,0,0,2,2,0,2,2,1,16.0,16.0,35.9%,DEN,3,2024,k
2,Harrison Butker,3,3,100.0,53,0,1,0,1,1,1,2,1,13.0,13.0,72.4%,KC,3,2024,k
3,Eddy Pineiro,3,3,100.0,43,0,1,1,1,0,3,3,1,13.0,13.0,0.6%,FA,3,2024,k
4,Brayden Narveson,3,3,100.0,47,0,2,0,1,0,3,3,1,13.0,13.0,1.2%,FA,3,2024,k
5,Will Reichard,2,2,100.0,58,0,0,1,0,1,4,4,1,12.0,12.0,7.6%,MIN,3,2024,k
6,Tyler Bass,2,2,100.0,43,0,1,0,1,0,5,6,1,12.0,12.0,57.6%,BUF,3,2024,k
7,Brandon Aubrey,2,2,100.0,65,0,0,0,0,2,1,1,1,11.0,11.0,97.7%,DAL,3,2024,k
8,Austin Seibert,1,1,100.0,42,0,0,0,1,0,5,5,1,9.0,9.0,0.7%,FA,3,2024,k
9,Matt Prater,2,2,100.0,45,0,0,0,2,0,1,1,1,9.0,9.0,0.6%,FA,3,2024,k
10,Joshua Karty,2,2,100.0,37,0,0,2,0,0,3,3,1,9.0,9.0,6.9%,LAR,3,2024,k
11,Evan McPherson,2,3,66.7,31,0,1,1,0,0,3,3,1,9.0,9.0,44.2%,CIN,3,2024,k
12,Chris Boswell,2,3,66.7,38,0,0,2,0,0,2,2,1,8.0,8.0,81.4%,PIT,3,2024,k
13,Jason Myers,1,2,50.0,56,0,0,0,0,1,3,3,1,8.0,8.0,3.6%,SEA,3,2024,k
14,Younghoe Koo,1,1,100.0,54,0,0,0,0,1,2,2,1,7.0,7.0,22.8%,ATL,3,2024,k
15,Cairo Santos,1,2,50.0,53,0,0,0,0,1,1,1,1,6.0,6.0,12.2%,CHI,3,2024,k
16,Blake Grupe,2,2,100.0,38,0,0,2,0,0,0,0,1,6.0,6.0,1.1%,NO,3,2024,k
17,Jake Moody,1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,7.5%,SF,3,2024,k
18,Greg Zuerlein,1,2,50.0,28,0,1,0,0,0,3,3,1,6.0,6.0,0.8%,FA,3,2024,k
19,Cam Little,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,5.0,21.4%,JAC,3,2024,k
20,Joey Slye,1,1,100.0,44,0,0,0,1,0,0,0,1,4.0,4.0,0.8%,TEN,3,2024,k
21,Cameron Dicker,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,94.9%,LAC,3,2024,k
22,Justin Tucker,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,3.7%,FA,3,2024,k
23,Greg Joseph,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%,FA,3,2024,k
24,Jason Sanders,1,2,50.0,23,0,1,0,0,0,0,0,1,3.0,3.0,41.5%,MIA,3,2024,k
25,Matt Gay,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,16.2%,WAS,3,2024,k
26,Nick Folk,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,NYJ,3,2024,k
27,Daniel Carlson,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,12.9%,LV,3,2024,k
28,Jake Bates,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,96.3%,DET,3,2024,k
29,Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,CLE,3,2024,k
30,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,62.4%,HOU,3,2024,k
31,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,81.7%,TB,3,2024,k
32,Jake Elliott,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,60.9%,PHI,3,2024,k
33,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,3,2024,k
34,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,IND,3,2024,k
35,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,3,2024,k
36,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,3,2024,k
37,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,3,2024,k
38,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,3,2024,k
39,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,3,2024,k
40,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,3,2024,k
41,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,3,2024,k
42,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,3,2024,k
43,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,3,2024,k
44,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,3,2024,k
45,Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NE,3,2024,k
46,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,3,2024,k
47,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,3,2024,k
48,Chad Ryland,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,ARI,3,2024,k
49,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,3,2024,k
50,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,3,2024,k
51,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,3,2024,k
52,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,3,2024,k
53,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,3,2024,k
54,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,NYG,3,2024,k
55,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,3,2024,k
56,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,3,2024,k
57,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,3,2024,k
58,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,3,2024,k
59,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,3,2024,k
60,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,3,2024,k
