Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Lawrence Cager,0.4,5.9,0.0,0.0,0.0,0.0,0.0,1.2,WAS,1,2022,wr
Seth Williams,0.4,5.0,0.0,0.0,0.0,0.0,0.0,1.1,LV,1,2022,wr
Mason Kinsey,0.4,4.2,0.0,0.0,0.0,0.0,0.0,1.0,TEN,1,2022,wr
Michael Strachan,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.9,WAS,1,2022,wr
Jalen Nailor,0.3,4.2,0.0,0.0,0.2,0.0,0.0,0.9,MIN,1,2022,wr
Dareke Young,0.3,4.6,0.0,0.0,0.1,0.0,0.0,0.9,SEA,1,2022,wr
Tim Jones,0.3,3.7,0.0,0.0,0.2,0.0,0.0,0.7,MIN,1,2022,wr
Britain Covey,0.3,3.2,0.0,0.0,0.2,0.0,0.0,0.7,LAR,1,2022,wr
Trent Taylor,0.3,3.2,0.0,0.0,0.1,0.0,0.0,0.7,SF,1,2022,wr
Gunner Olszewski,0.3,3.0,0.0,0.0,0.3,0.0,0.0,0.6,NYG,1,2022,wr
Malik Taylor,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.6,DET,1,2022,wr
Trenton Irwin,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.5,JAC,1,2022,wr
Cooper Kupp,8.0,103.1,0.9,0.3,1.9,0.0,0.1,23.9,SEA,2,2022,wr
Davante Adams,7.6,95.0,0.8,0.0,0.0,0.0,0.1,21.8,LAR,2,2022,wr
Justin Jefferson,7.1,100.6,0.7,0.2,0.8,0.0,0.1,21.3,MIN,2,2022,wr
Stefon Diggs,6.6,82.8,0.7,0.0,0.0,0.0,0.1,19.0,NE,2,2022,wr
Ja'Marr Chase,5.9,89.8,0.6,0.7,4.1,0.0,0.1,18.9,CIN,2,2022,wr
Deebo Samuel Sr.,4.4,64.8,0.3,5.2,32.5,0.4,0.1,18.3,WAS,2,2022,wr
Tyreek Hill,6.1,79.4,0.6,0.6,3.5,0.0,0.1,17.7,MIA,2,2022,wr
A.J. Brown,5.5,80.7,0.7,0.1,0.4,0.0,0.1,17.5,PHI,2,2022,wr
Mike Evans,4.9,67.4,0.6,0.0,0.1,0.0,0.0,15.5,TB,2,2022,wr
Brandin Cooks,6.0,72.8,0.5,0.2,0.9,0.0,0.1,16.2,NO,2,2022,wr
Amon-Ra St. Brown,6.1,65.5,0.5,0.3,1.9,0.0,0.1,16.0,DET,2,2022,wr
Marquise Brown,5.6,68.1,0.5,0.0,0.1,0.0,0.1,15.6,KC,2,2022,wr
DJ Moore,5.3,68.9,0.5,0.5,3.0,0.0,0.1,15.5,CHI,2,2022,wr
Jaylen Waddle,5.7,63.7,0.5,0.3,1.5,0.0,0.1,15.0,MIA,2,2022,wr
Courtland Sutton,4.7,68.9,0.6,0.0,0.0,0.0,0.0,15.0,DEN,2,2022,wr
Diontae Johnson,5.7,63.1,0.5,0.3,1.6,0.0,0.1,14.9,CLE,2,2022,wr
CeeDee Lamb,5.1,67.5,0.5,0.4,2.4,0.0,0.1,14.8,DAL,2,2022,wr
JuJu Smith-Schuster,5.3,56.6,0.6,0.1,1.2,0.0,0.1,14.3,KC,2,2022,wr
Terry McLaurin,4.5,64.8,0.5,0.0,0.2,0.0,0.0,14.1,WAS,2,2022,wr
Tee Higgins,4.5,64.4,0.5,0.0,0.3,0.0,0.0,14.1,CIN,2,2022,wr
Christian Kirk,4.9,62.3,0.5,0.1,0.3,0.0,0.0,13.9,HOU,2,2022,wr
Jerry Jeudy,4.1,64.5,0.5,0.1,0.4,0.0,0.0,13.8,CLE,2,2022,wr
DK Metcalf,4.8,61.3,0.5,0.0,0.1,0.0,0.0,13.6,PIT,2,2022,wr
Darnell Mooney,4.6,60.0,0.4,0.3,1.6,0.0,0.0,13.0,ATL,2,2022,wr
Adam Thielen,4.6,51.1,0.5,0.0,0.1,0.0,0.0,12.9,CAR,2,2022,wr
Elijah Moore,4.3,56.1,0.4,0.4,2.9,0.0,0.0,12.8,BUF,2,2022,wr
Rashod Bateman,4.2,57.1,0.5,0.0,0.2,0.0,0.0,12.7,BAL,2,2022,wr
Hunter Renfrow,5.0,53.1,0.4,0.1,0.5,0.0,0.0,12.6,CAR,2,2022,wr
Russell Gage Jr.,5.6,59.7,0.4,0.0,0.1,0.0,0.1,13.6,SF,2,2022,wr
Robert Woods,4.3,50.7,0.4,0.7,4.4,0.0,0.0,12.1,PIT,2,2022,wr
Brandon Aiyuk,3.9,53.9,0.4,0.2,1.0,0.0,0.0,12.0,SF,2,2022,wr
Tyler Lockett,4.5,58.6,0.2,0.1,0.8,0.0,0.0,11.9,TEN,2,2022,wr
Drake London,4.2,54.5,0.3,0.1,0.4,0.0,0.0,11.7,ATL,2,2022,wr
Marquez Valdes-Scantling,3.5,54.2,0.4,0.1,0.4,0.0,0.0,11.6,SEA,2,2022,wr
Joshua Palmer,4.1,47.1,0.5,0.1,0.4,0.0,0.0,11.6,BUF,2,2022,wr
Allen Lazard,3.4,46.6,0.5,0.2,1.4,0.0,0.0,11.3,NYJ,2,2022,wr
DJ Chark Jr.,3.8,51.7,0.4,0.0,0.0,0.0,0.0,11.2,ATL,2,2022,wr
Curtis Samuel,3.8,42.5,0.2,2.3,14.5,0.1,0.1,11.1,BUF,2,2022,wr
Robbie Chosen,4.2,49.8,0.3,0.3,1.3,0.0,0.0,11.1,SF,2,2022,wr
Jakobi Meyers,4.6,51.7,0.2,0.2,0.9,0.0,0.1,10.8,LV,2,2022,wr
DeVonta Smith,3.8,52.0,0.3,0.0,0.0,0.0,0.0,10.7,PHI,2,2022,wr
Sterling Shepard,4.2,46.3,0.2,0.1,0.7,0.0,0.0,10.4,TB,2,2022,wr
Jahan Dotson,3.4,45.9,0.4,0.1,0.1,0.0,0.0,10.4,PHI,2,2022,wr
Greg Dortch,4.1,44.6,0.2,0.2,1.2,0.0,0.0,9.7,ARI,2,2022,wr
Mecole Hardman Jr.,3.5,41.8,0.2,0.5,4.4,0.0,0.0,9.5,GB,2,2022,wr
Nico Collins,3.6,46.9,0.2,0.0,0.0,0.0,0.0,9.4,HOU,2,2022,wr
Zay Jones,3.9,42.7,0.2,0.2,0.6,0.0,0.0,9.3,ARI,2,2022,wr
Donovan Peoples-Jones,3.2,44.6,0.1,0.0,0.0,0.0,0.0,8.5,NO,2,2022,wr
Treylon Burks,3.1,39.7,0.2,0.2,1.2,0.0,0.0,8.3,TEN,2,2022,wr
K.J. Osborn,3.1,36.2,0.2,0.0,0.2,0.0,0.0,8.1,WAS,2,2022,wr
George Pickens,3.2,38.6,0.2,0.0,0.2,0.0,0.0,8.0,DAL,2,2022,wr
Chris Olave,3.0,39.5,0.2,0.0,0.3,0.0,0.0,8.0,NO,2,2022,wr
Ashton Dulin,3.0,38.0,0.2,0.2,1.1,0.0,0.0,8.0,IND,2,2022,wr
Garrett Wilson,3.0,37.2,0.2,0.1,0.6,0.0,0.0,7.7,NYJ,2,2022,wr
DeAndre Carter,2.8,33.1,0.2,0.1,1.3,0.0,0.0,7.6,CLE,2,2022,wr
Devin Duvernay,2.8,31.5,0.2,0.4,2.6,0.0,0.0,7.4,CHI,2,2022,wr
Noah Brown,3.1,35.8,0.1,0.0,0.1,0.0,0.0,7.4,WAS,2,2022,wr
Jauan Jennings,2.5,31.2,0.2,0.0,0.1,0.0,0.0,6.9,SF,2,2022,wr
Cedrick Wilson Jr.,2.6,32.6,0.2,0.2,0.8,0.0,0.0,6.8,NO,2,2022,wr
Ben Skowronek,2.5,30.2,0.2,0.0,0.1,0.0,0.0,6.8,PIT,2,2022,wr
Braxton Berrios,2.5,26.5,0.1,0.4,2.7,0.0,0.0,6.3,HOU,2,2022,wr
Nick Westbrook-Ikhine,2.5,29.3,0.2,0.0,0.0,0.0,0.0,6.3,MIA,2,2022,wr
Romeo Doubs,2.2,28.4,0.2,0.1,0.9,0.0,0.0,6.2,GB,2,2022,wr
Olamide Zaccheaus,2.4,30.8,0.1,0.1,0.3,0.0,0.0,6.1,CHI,2,2022,wr
Kendrick Bourne,2.0,25.9,0.2,0.3,2.9,0.0,0.0,5.9,NE,2,2022,wr
Dennis Houston,2.3,28.6,0.1,0.0,0.1,0.0,0.0,5.9,TB,2,2022,wr
Josh Reynolds,2.3,29.8,0.1,0.0,0.0,0.0,0.0,5.9,NYJ,2,2022,wr
Dante Pettis,1.9,27.5,0.2,0.0,0.1,0.0,0.0,5.6,NO,2,2022,wr
Equanimeous St. Brown,2.1,28.1,0.1,0.0,0.2,0.0,0.0,5.5,SF,2,2022,wr
Christian Watson,2.0,25.8,0.1,0.1,0.8,0.0,0.0,5.5,GB,2,2022,wr
Mack Hollins,1.8,23.7,0.2,0.0,0.0,0.0,0.0,5.2,NE,2,2022,wr
Scotty Miller,1.7,21.2,0.1,0.2,2.2,0.0,0.0,4.9,PIT,2,2022,wr
Quez Watkins,1.8,22.0,0.1,0.0,0.0,0.0,0.0,4.5,ARI,2,2022,wr
Demarcus Robinson,1.8,20.6,0.1,0.0,0.0,0.0,0.0,4.5,SF,2,2022,wr
Chris Moore,1.8,19.8,0.1,0.0,0.0,0.0,0.0,4.2,WAS,2,2022,wr
David Bell,1.5,18.1,0.1,0.1,0.6,0.0,0.0,3.8,CLE,2,2022,wr
Michael Strachan,1.4,18.0,0.1,0.0,0.0,0.0,0.0,3.7,WAS,2,2022,wr
Kalif Raymond,1.2,14.8,0.1,0.0,0.5,0.0,0.0,3.3,DET,2,2022,wr
Skyy Moore,1.2,15.3,0.1,0.0,0.2,0.0,0.0,3.2,KC,2,2022,wr
Quintez Cephus,1.0,14.3,0.1,0.0,0.0,0.0,0.0,3.1,HOU,2,2022,wr
David Sills,1.2,13.7,0.1,0.0,0.0,0.0,0.0,3.0,ATL,2,2022,wr
Darius Slayton,1.1,14.4,0.1,0.0,0.0,0.0,0.0,2.9,NYG,2,2022,wr
Simi Fehoko,1.1,12.6,0.1,0.0,0.1,0.0,0.0,2.8,ARI,2,2022,wr
KhaDarel Hodge,1.1,13.7,0.1,0.0,0.0,0.0,0.0,2.8,ATL,2,2022,wr
Trent Sherfield Sr.,1.1,13.0,0.1,0.0,0.0,0.0,0.0,2.8,DEN,2,2022,wr
Dee Eskridge,1.1,12.4,0.0,0.3,2.0,0.0,0.0,2.8,MIA,2,2022,wr
Ray-Ray McCloud III,1.2,12.1,0.1,0.0,0.2,0.0,0.0,2.7,ATL,2,2022,wr
Jamal Agnew,0.9,9.5,0.0,0.4,3.0,0.0,0.0,2.4,ATL,2,2022,wr
KaVontae Turpin,0.9,10.5,0.1,0.1,0.7,0.0,0.0,2.4,DAL,2,2022,wr
Miles Boykin,0.8,10.4,0.1,0.0,0.1,0.0,0.0,2.4,CHI,2,2022,wr
Zach Pascal,0.9,10.8,0.0,0.0,0.2,0.0,0.0,2.3,NYG,2,2022,wr
Marquez Callaway,0.8,11.4,0.1,0.0,0.1,0.0,0.0,2.2,LV,2,2022,wr
Andre Baccellia,0.8,9.9,0.0,0.0,0.1,0.0,0.0,2.1,ARI,2,2022,wr
Demetric Felton Jr.,0.7,8.0,0.0,0.3,1.7,0.0,0.0,2.0,WAS,2,2022,wr
Montrell Washington,0.7,8.7,0.1,0.0,0.1,0.0,0.0,1.9,NYG,2,2022,wr
Khalil Shakir,0.6,7.9,0.1,0.0,0.1,0.0,0.0,1.7,BUF,2,2022,wr
Tylan Wallace,0.5,7.4,0.0,0.0,0.0,0.0,0.0,1.4,BAL,2,2022,wr
Tutu Atwell,0.5,6.1,0.0,0.0,0.0,0.0,0.0,1.3,LAR,2,2022,wr
Justin Watson,0.4,5.3,0.0,0.0,0.1,0.0,0.0,1.1,HOU,2,2022,wr
Lil'Jordan Humphrey,0.4,5.2,0.0,0.0,0.0,0.0,0.0,1.1,NYG,2,2022,wr
Jalen Reagor,0.5,3.9,0.0,0.0,0.8,0.0,0.0,1.0,LAC,2,2022,wr
Jalen Nailor,0.4,3.6,0.0,0.0,0.2,0.0,0.0,0.8,MIN,2,2022,wr
Tim Jones,0.3,4.3,0.0,0.0,0.1,0.0,0.0,0.8,MIN,2,2022,wr
Gunner Olszewski,0.3,3.4,0.0,0.1,0.3,0.0,0.0,0.7,NYG,2,2022,wr
Terrace Marshall Jr.,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.5,PHI,2,2022,wr
Dyami Brown,0.1,3.2,0.0,0.0,0.0,0.0,0.0,0.5,JAC,2,2022,wr
Ihmir Smith-Marsette,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.4,NYG,2,2022,wr
Trent Taylor,0.1,2.2,0.0,0.0,0.1,0.0,0.0,0.4,SF,2,2022,wr
Britain Covey,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.4,LAR,2,2022,wr
Cooper Kupp,8.3,105.3,0.9,0.2,1.1,0.0,0.1,24.0,SEA,3,2022,wr
Justin Jefferson,6.9,103.7,0.7,0.1,1.1,0.0,0.1,21.7,MIN,3,2022,wr
Davante Adams,7.8,97.9,0.6,0.0,0.0,0.0,0.1,21.2,LAR,3,2022,wr
Stefon Diggs,6.9,85.8,0.6,0.0,0.0,0.0,0.1,19.2,NE,3,2022,wr
Ja'Marr Chase,5.8,89.0,0.6,0.6,2.8,0.0,0.1,18.7,CIN,3,2022,wr
Deebo Samuel Sr.,4.6,67.3,0.3,5.0,30.1,0.2,0.1,17.6,WAS,3,2022,wr
Tyreek Hill,6.4,76.7,0.5,0.6,3.3,0.0,0.1,17.5,MIA,3,2022,wr
Amon-Ra St. Brown,6.6,70.0,0.5,0.5,4.6,0.0,0.1,17.0,DET,3,2022,wr
A.J. Brown,5.4,81.0,0.5,0.1,0.6,0.0,0.1,16.7,PHI,3,2022,wr
Jaylen Waddle,6.2,66.0,0.5,0.3,1.7,0.0,0.1,15.8,MIA,3,2022,wr
Michael Pittman Jr.,5.9,73.3,0.4,0.2,1.2,0.0,0.1,15.6,IND,3,2022,wr
Tee Higgins,5.1,72.1,0.5,0.1,0.3,0.0,0.0,15.2,CIN,3,2022,wr
Brandin Cooks,5.7,68.9,0.3,0.2,1.1,0.0,0.1,14.7,NO,3,2022,wr
Diontae Johnson,6.2,64.8,0.3,0.3,1.5,0.0,0.1,14.5,CLE,3,2022,wr
Marquise Brown,5.4,62.4,0.4,0.1,0.1,0.0,0.1,14.0,KC,3,2022,wr
Tyler Lockett,5.2,62.3,0.4,0.1,0.5,0.0,0.1,13.7,TEN,3,2022,wr
DK Metcalf,5.1,58.7,0.5,0.0,0.2,0.0,0.1,13.6,PIT,3,2022,wr
Drake London,4.9,65.1,0.4,0.0,0.2,0.0,0.0,13.6,ATL,3,2022,wr
Christian Kirk,5.0,63.2,0.3,0.1,0.2,0.0,0.1,13.3,HOU,3,2022,wr
CeeDee Lamb,4.9,62.1,0.3,0.5,3.4,0.0,0.0,13.1,DAL,3,2022,wr
DJ Moore,4.6,61.6,0.3,0.4,2.1,0.0,0.1,12.9,CHI,3,2022,wr
Courtland Sutton,4.5,63.6,0.3,0.1,0.7,0.0,0.0,12.9,DEN,3,2022,wr
Garrett Wilson,4.6,60.1,0.4,0.2,0.8,0.0,0.0,12.8,NYJ,3,2022,wr
Curtis Samuel,4.5,46.2,0.3,2.2,13.5,0.0,0.1,12.4,BUF,3,2022,wr
Terry McLaurin,4.4,58.9,0.3,0.1,0.8,0.0,0.0,12.3,WAS,3,2022,wr
Russell Gage Jr.,5.0,53.2,0.3,0.0,0.1,0.0,0.0,12.1,SF,3,2022,wr
Rashod Bateman,4.1,57.1,0.3,0.0,0.0,0.0,0.0,11.8,BAL,3,2022,wr
Adam Thielen,4.0,48.7,0.5,0.0,0.1,0.0,0.0,11.8,CAR,3,2022,wr
Elijah Moore,4.2,52.2,0.3,0.3,2.0,0.0,0.0,11.4,BUF,3,2022,wr
Jerry Jeudy,3.9,57.4,0.3,0.2,0.9,0.0,0.0,11.4,CLE,3,2022,wr
JuJu Smith-Schuster,4.5,46.5,0.3,0.2,1.2,0.0,0.1,11.3,KC,3,2022,wr
Sterling Shepard,4.7,49.8,0.3,0.2,1.0,0.0,0.0,11.3,TB,3,2022,wr
Brandon Aiyuk,3.9,55.0,0.3,0.2,1.0,0.0,0.0,11.1,SF,3,2022,wr
Allen Lazard,3.8,49.1,0.4,0.1,0.8,0.0,0.0,11.0,NYJ,3,2022,wr
Robert Woods,4.2,47.6,0.3,0.5,3.0,0.0,0.0,10.9,PIT,3,2022,wr
DeVonta Smith,3.8,51.2,0.3,0.1,0.4,0.0,0.0,10.9,PHI,3,2022,wr
Darnell Mooney,3.8,50.5,0.3,0.2,1.1,0.0,0.0,10.7,ATL,3,2022,wr
Marquez Valdes-Scantling,3.2,51.5,0.3,0.2,0.9,0.0,0.0,10.3,SEA,3,2022,wr
Robbie Chosen,3.8,45.2,0.3,0.2,0.9,0.0,0.0,10.2,SF,3,2022,wr
Mecole Hardman Jr.,3.5,44.1,0.3,0.5,4.0,0.0,0.0,10.1,GB,3,2022,wr
Greg Dortch,3.8,43.1,0.2,0.1,0.6,0.0,0.0,9.6,ARI,3,2022,wr
Chris Olave,3.4,47.0,0.2,0.0,0.2,0.0,0.1,9.5,NO,3,2022,wr
DJ Chark Jr.,3.2,43.6,0.3,0.0,0.0,0.0,0.0,9.4,ATL,3,2022,wr
Joshua Palmer,3.5,36.8,0.3,0.2,1.0,0.0,0.0,9.3,BUF,3,2022,wr
Kendrick Bourne,3.4,42.2,0.2,0.3,2.5,0.0,0.0,9.3,NE,3,2022,wr
Treylon Burks,3.4,43.5,0.2,0.1,0.8,0.0,0.0,9.2,TEN,3,2022,wr
Jahan Dotson,3.3,41.4,0.3,0.1,0.5,0.0,0.0,9.2,PHI,3,2022,wr
Nico Collins,3.4,43.5,0.2,0.0,0.0,0.0,0.0,8.9,HOU,3,2022,wr
Noah Brown,3.3,39.6,0.2,0.0,0.1,0.0,0.0,8.3,WAS,3,2022,wr
K.J. Osborn,2.9,36.2,0.3,0.0,0.1,0.0,0.0,8.3,WAS,3,2022,wr
Romeo Doubs,3.1,38.0,0.2,0.2,1.1,0.0,0.0,8.2,GB,3,2022,wr
Zay Jones,3.3,36.8,0.2,0.1,0.1,0.0,0.0,8.1,ARI,3,2022,wr
Donovan Peoples-Jones,2.9,39.1,0.2,0.0,0.0,0.0,0.0,7.9,NO,3,2022,wr
Mack Hollins,2.7,34.9,0.2,0.0,0.0,0.0,0.0,7.4,NE,3,2022,wr
Ben Skowronek,2.8,32.2,0.2,0.0,0.1,0.0,0.0,7.2,PIT,3,2022,wr
DeAndre Carter,2.4,30.7,0.2,0.3,1.9,0.0,0.0,7.1,CLE,3,2022,wr
Devin Duvernay,2.6,29.6,0.2,0.3,1.8,0.0,0.0,7.0,CHI,3,2022,wr
Nick Westbrook-Ikhine,2.6,32.0,0.2,0.0,0.0,0.0,0.0,6.9,MIA,3,2022,wr
Olamide Zaccheaus,2.4,32.1,0.2,0.0,0.1,0.0,0.0,6.9,CHI,3,2022,wr
George Pickens,2.9,32.8,0.1,0.0,0.1,0.0,0.0,6.8,DAL,3,2022,wr
Josh Reynolds,2.4,31.0,0.2,0.0,0.1,0.0,0.0,6.6,NYJ,3,2022,wr
Scotty Miller,2.3,29.9,0.2,0.3,2.8,0.0,0.0,6.5,PIT,3,2022,wr
Chris Moore,2.7,27.7,0.2,0.0,0.0,0.0,0.0,6.4,WAS,3,2022,wr
David Sills,2.4,28.6,0.1,0.0,0.2,0.0,0.0,6.2,ATL,3,2022,wr
Dante Pettis,1.9,28.4,0.2,0.0,0.1,0.0,0.0,5.9,NO,3,2022,wr
Equanimeous St. Brown,2.0,28.7,0.2,0.0,0.2,0.0,0.0,5.8,SF,3,2022,wr
Alec Pierce,2.2,26.5,0.2,0.0,0.3,0.0,0.0,5.8,IND,3,2022,wr
Cedrick Wilson Jr.,2.1,24.9,0.2,0.1,0.6,0.0,0.0,5.7,NO,3,2022,wr
KJ Hamler,2.0,25.3,0.1,0.1,0.8,0.0,0.0,5.5,BUF,3,2022,wr
Jauan Jennings,2.0,22.7,0.1,0.0,0.0,0.0,0.0,5.1,SF,3,2022,wr
Braxton Berrios,1.8,19.0,0.1,0.6,4.3,0.1,0.0,5.0,HOU,3,2022,wr
Lil'Jordan Humphrey,1.9,22.9,0.1,0.0,0.0,0.0,0.0,4.9,NYG,3,2022,wr
Quez Watkins,1.7,24.4,0.1,0.0,0.0,0.0,0.0,4.9,ARI,3,2022,wr
Demarcus Robinson,1.7,20.3,0.2,0.0,0.0,0.0,0.0,4.7,SF,3,2022,wr
Ashton Dulin,1.6,20.9,0.1,0.2,1.5,0.0,0.0,4.6,IND,3,2022,wr
Dennis Houston,1.8,20.3,0.1,0.0,0.0,0.0,0.0,4.5,TB,3,2022,wr
KhaDarel Hodge,1.6,21.0,0.1,0.0,0.0,0.0,0.0,4.3,ATL,3,2022,wr
Skyy Moore,1.2,17.3,0.1,0.1,0.4,0.0,0.0,3.4,KC,3,2022,wr
Laviska Shenault Jr.,1.3,13.9,0.1,0.7,2.5,0.0,0.0,3.3,BUF,3,2022,wr
Ray-Ray McCloud III,1.4,13.8,0.1,0.0,0.2,0.0,0.0,3.2,ATL,3,2022,wr
Kalif Raymond,1.1,14.4,0.1,0.1,0.7,0.0,0.0,3.2,DET,3,2022,wr
Justin Watson,1.0,13.9,0.1,0.0,0.1,0.0,0.0,3.1,HOU,3,2022,wr
David Bell,1.3,13.1,0.1,0.0,0.1,0.0,0.0,3.0,CLE,3,2022,wr
Phillip Dorsett II,1.0,12.9,0.1,0.0,0.2,0.0,0.0,2.8,LV,3,2022,wr
Zach Pascal,0.9,10.8,0.1,0.0,0.2,0.0,0.0,2.4,NYG,3,2022,wr
Dee Eskridge,0.9,10.2,0.1,0.2,1.2,0.0,0.0,2.4,MIA,3,2022,wr
Darius Slayton,0.9,11.8,0.1,0.0,0.0,0.0,0.0,2.4,NYG,3,2022,wr
Jamal Agnew,0.8,8.8,0.0,0.5,3.5,0.0,0.0,2.4,ATL,3,2022,wr
Quintez Cephus,0.8,11.6,0.1,0.0,0.0,0.0,0.0,2.3,HOU,3,2022,wr
Michael Strachan,0.7,9.7,0.1,0.0,0.0,0.0,0.0,2.2,WAS,3,2022,wr
Lance McCutcheon,0.7,8.7,0.1,0.0,0.3,0.0,0.0,2.1,PIT,3,2022,wr
Montrell Washington,0.7,8.4,0.1,0.0,0.6,0.0,0.0,2.0,NYG,3,2022,wr
Simi Fehoko,0.8,9.3,0.0,0.0,0.1,0.0,0.0,2.0,ARI,3,2022,wr
Trent Sherfield Sr.,0.8,8.9,0.0,0.0,0.0,0.0,0.0,1.9,DEN,3,2022,wr
Jalen Reagor,0.7,7.0,0.0,0.1,1.4,0.0,0.0,1.7,LAC,3,2022,wr
Tylan Wallace,0.6,7.2,0.0,0.0,0.0,0.0,0.0,1.6,BAL,3,2022,wr
Andre Baccellia,0.6,6.5,0.0,0.0,0.1,0.0,0.0,1.4,ARI,3,2022,wr
Tutu Atwell,0.5,6.2,0.0,0.0,0.0,0.0,0.0,1.3,LAR,3,2022,wr
KaVontae Turpin,0.5,5.3,0.0,0.1,1.1,0.0,0.0,1.3,DAL,3,2022,wr
Marquez Callaway,0.4,5.8,0.0,0.0,0.2,0.0,0.0,1.1,LV,3,2022,wr
Ihmir Smith-Marsette,0.3,4.3,0.0,0.0,0.0,0.0,0.0,0.8,NYG,3,2022,wr
Jalen Nailor,0.3,4.0,0.0,0.0,0.2,0.0,0.0,0.7,MIN,3,2022,wr
Miles Boykin,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.7,CHI,3,2022,wr
Tim Jones,0.2,2.2,0.0,0.0,0.2,0.0,0.0,0.5,MIN,3,2022,wr
Dyami Brown,0.1,2.9,0.0,0.0,0.0,0.0,0.0,0.5,JAC,3,2022,wr
Gunner Olszewski,0.2,1.9,0.0,0.0,0.3,0.0,0.0,0.4,NYG,3,2022,wr
Trent Taylor,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.4,SF,3,2022,wr
Britain Covey,0.1,1.1,0.0,0.0,0.1,0.0,0.0,0.2,LAR,3,2022,wr
Cooper Kupp,8.2,101.6,0.8,0.3,2.3,0.0,0.1,23.1,SEA,4,2022,wr
Stefon Diggs,7.4,93.5,0.7,0.0,0.0,0.0,0.1,21.1,NE,4,2022,wr
Ja'Marr Chase,6.2,93.3,0.7,0.7,4.4,0.0,0.1,20.3,CIN,4,2022,wr
Tyreek Hill,6.7,86.0,0.7,0.6,3.3,0.0,0.1,19.6,MIA,4,2022,wr
Davante Adams,6.9,82.5,0.7,0.1,0.6,0.0,0.1,19.2,LAR,4,2022,wr
Deebo Samuel Sr.,4.8,68.9,0.4,5.1,32.0,0.4,0.1,19.2,WAS,4,2022,wr
Justin Jefferson,6.2,87.6,0.6,0.1,0.8,0.0,0.1,18.7,MIN,4,2022,wr
Michael Pittman Jr.,6.2,79.8,0.6,0.2,1.2,0.0,0.1,17.8,IND,4,2022,wr
Jaylen Waddle,6.4,75.9,0.6,0.5,2.5,0.0,0.1,17.7,MIA,4,2022,wr
Mike Evans,5.5,77.5,0.7,0.0,0.0,0.0,0.0,17.5,TB,4,2022,wr
A.J. Brown,5.5,81.2,0.6,0.0,0.3,0.0,0.1,17.3,PHI,4,2022,wr
CeeDee Lamb,5.6,74.7,0.6,0.4,2.0,0.0,0.1,16.6,DAL,4,2022,wr
Diontae Johnson,6.2,68.7,0.5,0.2,1.3,0.0,0.1,16.2,CLE,4,2022,wr
Courtland Sutton,5.5,73.7,0.6,0.1,0.3,0.0,0.0,16.2,DEN,4,2022,wr
Marquise Brown,5.6,69.2,0.6,0.0,0.0,0.0,0.1,15.7,KC,4,2022,wr
Tyler Lockett,5.7,68.3,0.5,0.0,0.4,0.0,0.1,15.4,TEN,4,2022,wr
Brandin Cooks,5.5,66.3,0.5,0.2,1.2,0.0,0.0,15.3,NO,4,2022,wr
Drake London,5.3,67.2,0.5,0.0,0.4,0.0,0.0,15.2,ATL,4,2022,wr
Tee Higgins,4.9,69.4,0.6,0.0,0.1,0.0,0.0,15.1,CIN,4,2022,wr
DK Metcalf,5.2,65.2,0.6,0.0,0.1,0.0,0.1,15.0,PIT,4,2022,wr
Chris Olave,5.9,80.1,0.5,0.0,0.3,0.0,0.1,16.9,NO,4,2022,wr
Christian Kirk,5.8,70.9,0.5,0.0,0.3,0.0,0.1,15.8,HOU,4,2022,wr
Chris Godwin,5.0,60.2,0.5,0.1,0.8,0.0,0.0,14.3,TB,4,2022,wr
JuJu Smith-Schuster,5.1,54.6,0.5,0.1,0.6,0.0,0.0,13.3,KC,4,2022,wr
Garrett Wilson,4.4,57.9,0.5,0.2,1.4,0.0,0.0,13.1,NYJ,4,2022,wr
DJ Moore,4.6,59.2,0.3,0.6,3.4,0.0,0.0,12.8,CHI,4,2022,wr
Curtis Samuel,4.8,49.8,0.2,2.7,14.6,0.0,0.1,12.6,BUF,4,2022,wr
Terry McLaurin,4.3,59.1,0.4,0.1,0.7,0.0,0.0,12.6,WAS,4,2022,wr
DeVonta Smith,4.3,59.8,0.4,0.0,0.0,0.0,0.0,12.4,PHI,4,2022,wr
Rashod Bateman,3.9,54.5,0.5,0.0,0.3,0.0,0.0,12.3,BAL,4,2022,wr
Allen Lazard,4.1,52.0,0.5,0.1,0.5,0.0,0.0,12.3,NYJ,4,2022,wr
Robert Woods,4.7,55.7,0.3,0.4,2.4,0.0,0.0,12.2,PIT,4,2022,wr
Romeo Doubs,4.2,50.7,0.5,0.1,0.4,0.0,0.0,12.1,GB,4,2022,wr
Josh Reynolds,4.2,54.0,0.4,0.0,0.0,0.0,0.0,11.9,NYJ,4,2022,wr
