Unnamed: 0_level_0_Rank,Player,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_G,FPTS,MISC_FPTS/G,MISC_ROST,Team,Week,Year,Position
242,Taquan Mizzell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,1,2024,rb
243,Trayveon Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,1,2024,rb
244,Khari Blasingame,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,1,2024,rb
245,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,1,2024,rb
246,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,1,2024,rb
247,Mike Weber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,NYG,1,2024,rb
248,Ameer Abdullah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,SF,1,2024,rb
249,Brennan Clay,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DEN,1,2024,rb
250,Myles Gaskin,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,0.0%,BAL,1,2024,rb
1,Alvin Kamara,20,115,5.8,15,0,3,2,3,65,32.5,1,0,1,44.0,44.0,96.2%,NO,2,2024,rb
2,De'Von Achane,22,96,4.4,17,0,0,7,7,69,9.9,1,0,1,29.5,29.5,99.1%,MIA,2,2024,rb
3,James Cook,11,78,7.1,49,1,2,1,1,17,17.0,1,0,1,28.5,28.5,98.0%,BUF,2,2024,rb
4,Breece Hall,14,62,4.4,30,1,0,7,8,52,7.4,1,0,1,24.4,24.4,96.3%,NYJ,2,2024,rb
5,J.K. Dobbins,17,131,7.7,43,1,1,1,1,0,0.0,0,0,1,20.1,20.1,74.3%,DEN,2,2024,rb
6,Braelon Allen,7,33,4.7,20,1,1,2,4,23,11.5,1,0,1,19.6,19.6,23.0%,NYJ,2,2024,rb
7,James Conner,21,122,5.8,22,1,1,1,1,2,2.0,0,0,1,19.4,19.4,93.6%,ARI,2,2024,rb
8,Zach Charbonnet,14,38,2.7,9,0,1,5,5,31,6.2,0,0,1,17.9,17.9,69.9%,SEA,2,2024,rb
9,Jahmyr Gibbs,13,84,6.5,24,2,0,7,7,22,3.1,0,0,1,17.6,17.6,99.6%,DET,2,2024,rb
10,Saquon Barkley,22,95,4.3,11,0,0,4,5,21,5.3,0,0,1,17.6,17.6,99.5%,PHI,2,2024,rb
11,Jordan Mason,20,100,5.0,22,1,1,1,1,4,4.0,0,0,1,17.4,17.4,72.1%,MIN,2,2024,rb
12,Rhamondre Stevenson,21,81,3.9,18,0,1,2,5,9,4.5,0,0,1,17.0,17.0,74.8%,NE,2,2024,rb
13,David Montgomery,11,35,3.2,9,0,1,4,4,35,8.8,0,0,1,17.0,17.0,93.1%,DET,2,2024,rb
14,Derrick Henry,18,84,4.7,29,1,1,1,1,12,12.0,0,0,1,16.6,16.6,99.4%,BAL,2,2024,rb
15,Bijan Robinson,14,97,6.9,19,0,0,4,5,25,6.3,0,0,1,16.2,16.2,99.4%,ATL,2,2024,rb
16,Isiah Pacheco,19,90,4.7,11,0,0,5,5,21,4.2,0,0,1,16.1,16.1,90.2%,KC,2,2024,rb
17,Jonathan Taylor,12,103,8.6,29,1,0,2,4,32,16.0,0,0,1,15.5,15.5,99.0%,IND,2,2024,rb
18,Kyren Williams,12,25,2.1,9,0,1,4,5,27,6.8,0,0,1,15.2,15.2,98.4%,LAR,2,2024,rb
19,Tony Pollard,17,62,3.6,15,0,0,5,6,40,8.0,0,0,1,15.2,15.2,86.6%,TEN,2,2024,rb
20,Travis Etienne Jr.,13,52,4.0,20,1,1,3,4,6,2.0,0,0,1,14.8,14.8,80.3%,JAC,2,2024,rb
21,Brian Robinson Jr.,17,133,7.8,40,2,0,1,3,3,3.0,0,0,1,14.6,14.6,84.1%,WAS,2,2024,rb
22,Devin Singletary,16,95,5.9,22,1,1,1,1,0,0.0,0,1,1,14.5,14.5,3.7%,NYG,2,2024,rb
23,Josh Jacobs,32,151,4.7,34,1,0,0,0,0,0.0,0,1,1,13.1,13.1,99.3%,GB,2,2024,rb
24,Chuba Hubbard,10,64,6.4,23,1,0,4,5,12,3.0,0,0,1,11.6,11.6,95.3%,CAR,2,2024,rb
25,Austin Ekeler,8,38,4.8,13,0,0,3,3,47,15.7,0,0,1,11.5,11.5,53.3%,WAS,2,2024,rb
26,Javonte Williams,11,17,1.5,5,0,0,5,5,48,9.6,0,0,1,11.5,11.5,70.5%,DAL,2,2024,rb
27,Antonio Gibson,11,96,8.7,45,1,0,1,1,7,7.0,0,0,1,11.3,11.3,3.5%,NE,2,2024,rb
28,Rico Dowdle,7,30,4.3,7,0,0,4,5,29,7.3,0,0,1,9.9,9.9,23.4%,CAR,2,2024,rb
29,Aaron Jones Sr.,9,32,3.6,9,0,0,5,6,36,7.2,0,1,1,9.8,9.8,88.4%,MIN,2,2024,rb
30,Khalil Herbert,2,3,1.5,2,0,1,2,2,4,2.0,0,0,1,8.7,8.7,2.6%,IND,2,2024,rb
31,Najee Harris,17,69,4.1,11,0,0,1,2,5,5.0,0,0,1,8.4,8.4,60.4%,LAC,2,2024,rb
32,Ty Chandler,10,82,8.2,25,1,0,0,0,0,0.0,0,0,1,8.2,8.2,1.7%,MIN,2,2024,rb
33,D'Andre Swift,14,18,1.3,7,0,0,4,5,24,6.0,0,0,1,8.2,8.2,88.9%,CHI,2,2024,rb
34,Jaylen Warren,9,42,4.7,11,0,0,2,2,19,9.5,0,0,1,8.1,8.1,81.7%,PIT,2,2024,rb
35,Joe Mixon,9,25,2.8,16,0,0,3,5,25,8.3,0,0,1,8.0,8.0,92.1%,HOU,2,2024,rb
36,Tyler Allgeier,9,53,5.9,15,0,0,1,1,12,12.0,0,0,1,7.5,7.5,34.3%,ATL,2,2024,rb
37,Jerome Ford,7,64,9.1,36,1,0,1,2,0,0.0,0,0,1,7.4,7.4,45.3%,CLE,2,2024,rb
38,Zamir White,9,24,2.7,8,0,0,3,4,14,4.7,0,0,1,6.8,6.8,2.2%,LV,2,2024,rb
39,Alexander Mattison,4,1,0.3,3,0,1,0,0,0,0.0,0,0,1,6.1,6.1,2.4%,MIA,2,2024,rb
40,D'Onta Foreman,14,42,3.0,9,0,0,1,1,9,9.0,0,0,1,6.1,6.1,2.7%,FA,2,2024,rb
41,Gus Edwards,18,59,3.3,6,0,0,0,0,0,0.0,0,0,1,5.9,5.9,0.8%,FA,2,2024,rb
42,Zack Moss,12,34,2.8,8,0,0,1,1,13,13.0,0,0,1,5.7,5.7,5.8%,FA,2,2024,rb
43,Miles Sanders,7,20,2.9,6,0,0,3,3,5,1.7,0,0,1,5.5,5.5,8.4%,DAL,2,2024,rb
44,Ezekiel Elliott,6,16,2.7,7,0,0,2,3,16,8.0,0,0,1,5.2,5.2,0.8%,FA,2,2024,rb
45,Justice Hill,4,22,5.5,14,0,0,2,2,10,5.0,0,0,1,5.2,5.2,14.4%,BAL,2,2024,rb
46,Tyjae Spears,6,20,3.3,7,0,0,2,2,11,5.5,0,0,1,5.1,5.1,57.8%,TEN,2,2024,rb
47,Kyle Juszczyk,0,0,0.0,0,0,0,3,5,19,6.3,0,0,1,4.9,4.9,0.9%,SF,2,2024,rb
48,Emari Demercado,2,46,23.0,41,1,0,0,0,0,0.0,0,0,1,4.6,4.6,0.7%,ARI,2,2024,rb
49,Dare Ogunbowale,2,3,1.5,3,0,0,2,2,20,10.0,0,0,1,4.3,4.3,0.7%,HOU,2,2024,rb
50,Ty Johnson,1,-1,-1.0,0,0,0,1,2,33,33.0,0,0,1,4.2,4.2,2.7%,BUF,2,2024,rb
51,Jamaal Williams,8,39,4.9,11,0,0,0,0,0,0.0,0,0,1,3.9,3.9,1.1%,FA,2,2024,rb
52,Ray Davis,9,29,3.2,10,0,0,1,1,-1,-1.0,0,0,1,3.8,3.8,32.8%,BUF,2,2024,rb
53,Rachaad White,10,18,1.8,5,0,0,1,1,5,5.0,0,0,1,3.3,3.3,57.6%,TB,2,2024,rb
54,Jeff Wilson Jr.,0,0,0.0,0,0,0,2,2,12,6.0,0,0,1,3.2,3.2,1.0%,SF,2,2024,rb
55,Chase Brown,4,31,7.8,12,0,0,0,0,0,0.0,0,0,1,3.1,3.1,97.5%,CIN,2,2024,rb
56,Tyler Badie,1,16,16.0,16,0,0,1,1,2,2.0,0,0,1,2.8,2.8,0.7%,DEN,2,2024,rb
57,MarShawn Lloyd,6,15,2.5,5,0,0,1,1,3,3.0,0,0,1,2.8,2.8,10.9%,GB,2,2024,rb
58,Blake Corum,8,28,3.5,9,0,0,0,0,0,0.0,0,0,1,2.8,2.8,15.3%,LAR,2,2024,rb
59,Trey Benson,11,10,0.9,4,0,0,1,1,7,7.0,0,0,1,2.7,2.7,39.0%,ARI,2,2024,rb
60,Sione Vaki,0,0,0.0,0,0,0,1,1,17,17.0,0,0,1,2.7,2.7,0.6%,DET,2,2024,rb
61,Deuce Vaughn,4,11,2.8,4,0,0,1,1,6,6.0,0,0,1,2.7,2.7,0.6%,DAL,2,2024,rb
62,D'Ernest Johnson,5,26,5.2,9,0,0,0,0,0,0.0,0,0,1,2.6,2.6,1.0%,BAL,2,2024,rb
63,Cam Akers,7,32,4.6,13,0,0,1,1,3,3.0,0,1,1,2.5,2.5,1.4%,NO,2,2024,rb
64,Ameer Abdullah,2,1,0.5,4,0,0,2,2,1,0.5,0,0,1,2.2,2.2,0.6%,SF,2,2024,rb
65,Bucky Irving,7,22,3.1,6,0,0,0,0,0,0.0,0,0,1,2.2,2.2,99.0%,TB,2,2024,rb
66,Trey Sermon,2,0,0.0,4,0,0,1,1,7,7.0,0,0,1,1.7,1.7,0.6%,PIT,2,2024,rb
67,Pierre Strong Jr.,1,-5,-5.0,0,0,0,1,2,10,10.0,0,0,1,1.5,1.5,0.7%,CLE,2,2024,rb
68,Samaje Perine,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,2.5%,CIN,2,2024,rb
69,Tyler Goodson,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.7%,IND,2,2024,rb
70,Hassan Haskins,3,11,3.7,5,0,0,0,0,0,0.0,0,0,1,1.1,1.1,0.6%,LAC,2,2024,rb
71,Michael Burton,0,0,0.0,0,0,0,1,1,1,1.0,0,0,1,1.1,1.1,0.1%,DEN,2,2024,rb
72,Ronnie Rivers,0,0,0.0,0,0,0,1,1,0,0.0,0,0,1,1.0,1.0,1.1%,LAR,2,2024,rb
73,Emanuel Wilson,5,9,1.8,4,0,0,0,0,0,0.0,0,0,1,0.9,0.9,2.1%,GB,2,2024,rb
74,Travis Homer,1,6,6.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.6%,CHI,2,2024,rb
75,Jaleel McLaughlin,3,6,2.0,7,0,0,0,0,0,0.0,0,0,1,0.6,0.6,5.7%,DEN,2,2024,rb
76,Kenneth Gainwell,2,6,3.0,4,0,0,0,0,0,0.0,0,0,1,0.6,0.6,1.7%,PIT,2,2024,rb
77,Carson Steele,7,24,3.4,9,0,0,0,0,0,0.0,0,1,1,0.4,0.4,0.6%,KC,2,2024,rb
78,Jaylen Wright,5,4,0.8,8,0,0,0,0,0,0.0,0,0,1,0.4,0.4,21.7%,MIA,2,2024,rb
79,Cordarrelle Patterson,2,3,1.5,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.6%,FA,2,2024,rb
80,Alec Ingold,2,2,1.0,3,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.6%,MIA,2,2024,rb
81,Tyrone Tracy Jr.,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,83.3%,NYG,2,2024,rb
82,JaMycal Hasty,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,1.1%,NE,2,2024,rb
83,Clyde Edwards-Helaire,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,NO,2,2024,rb
84,Ke'Shawn Vaughn,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SF,2,2024,rb
85,Craig Reynolds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,DET,2,2024,rb
86,Michael Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,ARI,2,2024,rb
87,George Holani,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,SEA,2,2024,rb
88,Tank Bigsby,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,63.1%,JAC,2,2024,rb
89,Javian Hawkins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,2,2024,rb
90,Keilan Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,2,2024,rb
91,Jase McClellan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,TB,2,2024,rb
92,Elijah Mitchell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.9%,KC,2,2024,rb
93,Demetric Felton Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,2,2024,rb
94,Salvon Ahmed,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,2,2024,rb
95,Raheem Blackshear,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,CAR,2,2024,rb
96,Deon Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,2,2024,rb
97,Jermar Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,TEN,2,2024,rb
98,Jaret Patterson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,2,2024,rb
99,Patrick Taylor Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,SF,2,2024,rb
100,DeeJay Dallas,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,ARI,2,2024,rb
101,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,2,2024,rb
102,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,2,2024,rb
103,A.J. Dillon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.2%,PHI,2,2024,rb
104,Darrynton Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BUF,2,2024,rb
105,J.J. Taylor,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,HOU,2,2024,rb
106,Dylan Laube,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,LV,2,2024,rb
107,Ashton Jeanty,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.7%,LV,2,2024,rb
108,Ollie Gordon II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.2%,MIA,2,2024,rb
109,Rasheen Ali,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,BAL,2,2024,rb
110,Frank Gore Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,BUF,2,2024,rb
111,Jonathon Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.5%,CAR,2,2024,rb
112,Tahj Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.9%,CIN,2,2024,rb
113,Isaiah Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.0%,NYJ,2,2024,rb
114,Chris Collier,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LV,2,2024,rb
115,Colson Yankoff,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.1%,WAS,2,2024,rb
116,Dante Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,2,2024,rb
117,Jordan Waters,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAR,2,2024,rb
118,Isaac Guerendo,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,36.4%,SF,2,2024,rb
119,Cody Schrader,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,LAR,2,2024,rb
120,Blake Watson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,DEN,2,2024,rb
121,Kimani Vidal,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,LAC,2,2024,rb
122,Emani Bailey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,2,2024,rb
123,Jawhar Jordan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,2,2024,rb
124,Damien Martinez,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.5%,SEA,2,2024,rb
125,Lew Nichols III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,PIT,2,2024,rb
126,Scott Matlock,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,17.3%,LAC,2,2024,rb
127,Elijah Dotson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,2,2024,rb
128,Omarion Hampton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,95.1%,LAC,2,2024,rb
129,Kazmeir Allen,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,WAS,2,2024,rb
130,Hunter Luepke,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,DAL,2,2024,rb
131,Owen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,2,2024,rb
132,Chris Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,GB,2,2024,rb
133,Jordan Mims,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,2,2024,rb
134,Deneric Prince,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,2,2024,rb
135,Zavier Scott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,MIN,2,2024,rb
136,Brady Russell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,SEA,2,2024,rb
137,Ben VanSumeren,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.4%,PHI,2,2024,rb
138,Jacob Saylors,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,2,2024,rb
139,Carlos Washington Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,2,2024,rb
140,Ian Wheeler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,2,2024,rb
141,Trevor Etienne,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,5.3%,CAR,2,2024,rb
142,Lan Larison,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,NE,2,2024,rb
143,Robbie Ouzts,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,SEA,2,2024,rb
144,Josh Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,2,2024,rb
145,Tre Stewart,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,MIN,2,2024,rb
146,Woody Marks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.3%,HOU,2,2024,rb
147,Deion Hankins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,2,2024,rb
148,Toa Taua,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,2,2024,rb
149,Lucas Scott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,2,2024,rb
150,Max Hurleman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,2,2024,rb
151,ShunDerrick Powell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,2,2024,rb
152,Rushawn Baker,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,2,2024,rb
153,Quali Conley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,2,2024,rb
154,Jacardia Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,2,2024,rb
155,Ahmani Marshall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,2,2024,rb
156,Brock Lampe,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,2,2024,rb
157,Kayron Lynch-Adams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,2,2024,rb
158,Jalen White,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,2,2024,rb
159,Kye Robichaux,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,2,2024,rb
160,Anthony Tyus III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,2,2024,rb
161,Amar Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,2,2024,rb
162,Nathan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,2,2024,rb
163,Montrell Johnson Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.3%,PHI,2,2024,rb
164,Elijah Young,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,2,2024,rb
165,RJ Harvey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,88.2%,DEN,2,2024,rb
166,Kyle Monangai,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.4%,CHI,2,2024,rb
167,Dylan Sampson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,29.8%,CLE,2,2024,rb
168,DJ Giddens,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.7%,IND,2,2024,rb
169,Kalel Mullings,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.8%,TEN,2,2024,rb
170,Terrell Jennings,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,2,2024,rb
171,Cam Skattebo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,78.5%,NYG,2,2024,rb
172,British Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,2,2024,rb
173,Kaleb Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,86.2%,PIT,2,2024,rb
174,Brashard Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.4%,KC,2,2024,rb
175,Nate Noel,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,2,2024,rb
176,Jacory Croskey-Merritt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.8%,WAS,2,2024,rb
177,Jordan James,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.0%,SF,2,2024,rb
178,Bhayshul Tuten,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,34.5%,JAC,2,2024,rb
179,Marcus Yarns,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,NO,2,2024,rb
180,LeQuint Allen Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,JAC,2,2024,rb
181,Phil Mafah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,DAL,2,2024,rb
182,Gary Brightwell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,2,2024,rb
183,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,2,2024,rb
184,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,2,2024,rb
185,Sincere McCormick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,LV,2,2024,rb
186,Ja'Quinden Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,JAC,2,2024,rb
187,Keaontay Ingram,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,2,2024,rb
188,Adam Prentice,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2024,rb
189,Devin Neal,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.7%,NO,2,2024,rb
190,Kenneth Walker III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,95.4%,SEA,2,2024,rb
191,Donovan Edwards,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,NYJ,2,2024,rb
192,Corey Kiner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,SF,2,2024,rb
193,Chris Rodriguez Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,WAS,2,2024,rb
194,Kendall Milton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,2,2024,rb
195,Lawrance Toafili,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,2,2024,rb
196,Jashaun Corbin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,2,2024,rb
197,Dameon Pierce,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.3%,HOU,2,2024,rb
198,Will Shipley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,10.4%,PHI,2,2024,rb
199,Ulysses Bentley IV,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,2,2024,rb
200,Marcus Major Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,2,2024,rb
201,Eric Gray,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,NYG,2,2024,rb
