Unnamed: 0_level_0_Rank,Player,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_G,FPTS,MISC_FPTS/G,MISC_ROST,Team,Week,Year,Position
8,Sony Michel,27,131,4.9,16,0,1,1,4,4,4.0,0,0,1,20.5,20.5,0.0%,FA,16,2021,rb
9,Rashaad Penny,17,135,7.9,32,3,1,0,1,0,0.0,0,0,1,19.5,19.5,0.0%,FA,16,2021,rb
10,Devin Singletary,12,39,3.3,7,0,1,5,6,39,7.8,0,0,1,18.8,18.8,3.7%,NYG,16,2021,rb
11,Ezekiel Elliott,9,37,4.1,11,0,1,1,1,5,5.0,1,0,1,17.2,17.2,0.8%,FA,16,2021,rb
12,Ronald Jones II,20,65,3.3,16,0,1,2,3,16,8.0,0,0,1,16.1,16.1,0.0%,FA,16,2021,rb
13,Najee Harris,19,93,4.9,21,1,0,5,7,17,3.4,0,0,1,16.0,16.0,60.4%,LAC,16,2021,rb
14,Alexander Mattison,13,41,3.2,18,0,1,3,4,29,9.7,0,0,1,16.0,16.0,2.4%,MIA,16,2021,rb
15,Dare Ogunbowale,17,57,3.4,9,0,1,2,4,15,7.5,0,0,1,15.2,15.2,0.7%,HOU,16,2021,rb
16,Jeff Wilson Jr.,14,45,3.2,9,0,1,3,3,12,4.0,0,0,1,14.7,14.7,1.0%,SF,16,2021,rb
17,Michael Carter,16,118,7.4,38,1,0,2,3,6,3.0,0,0,1,14.4,14.4,1.1%,ARI,16,2021,rb
18,Antonio Gibson,6,29,4.8,15,0,0,2,4,29,14.5,1,0,1,13.8,13.8,3.5%,NE,16,2021,rb
19,Aaron Jones Sr.,12,66,5.5,27,1,0,5,6,21,4.2,0,0,1,13.7,13.7,88.4%,MIN,16,2021,rb
20,Derrick Gore,12,43,3.6,10,0,0,3,3,61,20.3,0,0,1,13.4,13.4,0.0%,FA,16,2021,rb
21,Ke'Shawn Vaughn,7,70,10.0,55,1,1,0,1,0,0.0,0,0,1,13.0,13.0,0.0%,SF,16,2021,rb
22,Darrel Williams,11,55,5.0,12,0,0,3,3,30,10.0,0,0,1,11.5,11.5,0.0%,FA,16,2021,rb
23,Josh Jacobs,27,129,4.8,19,0,0,1,3,-5,-5.0,0,1,1,11.4,11.4,99.3%,GB,16,2021,rb
24,Jonathan Taylor,27,108,4.0,43,1,0,0,2,0,0.0,0,0,1,10.8,10.8,99.0%,IND,16,2021,rb
25,Boston Scott,12,41,3.4,9,0,1,0,0,0,0.0,0,0,1,10.1,10.1,0.0%,FA,16,2021,rb
26,Clyde Edwards-Helaire,9,27,3.0,7,0,1,1,1,4,4.0,0,0,1,10.1,10.1,0.8%,NO,16,2021,rb
27,Javonte Williams,7,12,1.7,3,0,1,2,2,8,4.0,0,0,1,10.0,10.0,70.5%,DAL,16,2021,rb
28,Devonta Freeman,6,17,2.8,8,0,1,2,2,3,1.5,0,0,1,10.0,10.0,0.0%,FA,16,2021,rb
29,Khalil Herbert,2,21,10.5,20,1,1,1,1,7,7.0,0,0,1,9.8,9.8,2.6%,IND,16,2021,rb
30,Peyton Barber,5,22,4.4,8,0,1,1,1,0,0.0,0,0,1,9.2,9.2,1.0%,FA,16,2021,rb
31,A.J. Dillon,9,41,4.6,8,0,0,3,3,15,5.0,0,0,1,8.6,8.6,3.2%,PHI,16,2021,rb
32,Devontae Booker,6,27,4.5,10,0,0,4,4,19,4.8,0,0,1,8.6,8.6,0.0%,FA,16,2021,rb
33,Cordarrelle Patterson,7,14,2.0,6,0,1,1,2,-1,-1.0,0,0,1,8.3,8.3,0.6%,FA,16,2021,rb
34,Craig Reynolds,11,29,2.6,5,0,0,3,4,22,7.3,0,0,1,8.1,8.1,0.7%,DET,16,2021,rb
35,Alvin Kamara,13,52,4.0,19,0,0,2,4,7,3.5,0,0,1,7.9,7.9,96.2%,NO,16,2021,rb
36,DeeJay Dallas,4,15,3.8,7,0,0,4,4,23,5.8,0,0,1,7.8,7.8,0.1%,ARI,16,2021,rb
37,Jamaal Williams,19,77,4.1,14,0,0,0,0,0,0.0,0,0,1,7.7,7.7,1.1%,FA,16,2021,rb
38,D'Onta Foreman,9,17,1.9,8,0,1,0,0,0,0.0,0,0,1,7.7,7.7,2.7%,FA,16,2021,rb
39,D'Ernest Johnson,4,58,14.5,30,1,0,1,2,8,8.0,0,0,1,7.6,7.6,1.0%,BAL,16,2021,rb
40,Jordan Howard,9,37,4.1,6,0,0,2,4,19,9.5,0,0,1,7.6,7.6,0.0%,FA,16,2021,rb
41,Kyle Juszczyk,0,0,0.0,0,0,0,3,5,45,15.0,0,0,1,7.5,7.5,0.9%,SF,16,2021,rb
42,Tevin Coleman,14,57,4.1,12,0,0,1,1,4,4.0,0,0,1,7.1,7.1,0.0%,FA,16,2021,rb
43,Tony Pollard,8,34,4.3,9,0,0,2,3,16,8.0,0,0,1,7.0,7.0,86.6%,TEN,16,2021,rb
44,Elijhaa Penny,1,2,2.0,2,0,0,4,4,18,4.5,0,0,1,6.0,6.0,0.0%,FA,16,2021,rb
45,JaMycal Hasty,1,3,3.0,3,0,0,3,3,26,8.7,0,0,1,5.9,5.9,1.1%,NE,16,2021,rb
46,Miles Sanders,7,45,6.4,15,0,0,1,3,3,3.0,0,0,1,5.8,5.8,8.4%,DAL,16,2021,rb
47,Mike Davis,7,28,4.0,9,0,0,1,1,7,7.0,0,0,1,4.5,4.5,1.0%,FA,16,2021,rb
48,Brandon Bolden,2,4,2.0,3,0,0,2,5,20,10.0,0,0,1,4.4,4.4,0.0%,FA,16,2021,rb
49,Duke Johnson Jr.,13,39,3.0,10,0,0,0,0,0,0.0,0,0,1,3.9,3.9,0.0%,FA,16,2021,rb
50,Ameer Abdullah,2,1,0.5,3,0,0,3,6,8,2.7,0,0,1,3.9,3.9,0.6%,SF,16,2021,rb
51,Saquon Barkley,15,32,2.1,7,0,0,1,1,-4,-4.0,0,0,1,3.8,3.8,99.5%,PHI,16,2021,rb
52,Phillip Lindsay,13,36,2.8,6,0,0,0,0,0,0.0,0,0,1,3.6,3.6,0.0%,FA,16,2021,rb
53,Benny Snell Jr.,5,20,4.0,8,0,0,1,1,6,6.0,0,0,1,3.6,3.6,0.0%,FA,16,2021,rb
54,Reggie Bonnafon,1,4,4.0,4,0,0,2,2,12,6.0,0,0,1,3.6,3.6,0.0%,FA,16,2021,rb
55,Zack Moss,3,12,4.0,6,0,0,1,1,13,13.0,0,0,1,3.5,3.5,5.8%,FA,16,2021,rb
56,Royce Freeman,12,34,2.8,13,0,0,0,0,0,0.0,0,0,1,3.4,3.4,0.0%,FA,16,2021,rb
57,Dontrell Hilliard,5,20,4.0,9,0,0,2,2,-6,-3.0,0,0,1,3.4,3.4,0.0%,FA,16,2021,rb
58,Latavius Murray,5,12,2.4,6,0,0,1,1,12,12.0,0,0,1,3.4,3.4,0.0%,FA,16,2021,rb
59,Jaret Patterson,9,33,3.7,10,0,0,0,0,0,0.0,0,0,1,3.3,3.3,0.0%,LAC,16,2021,rb
60,Kene Nwangwu,5,8,1.6,5,0,0,2,2,5,2.5,0,0,1,3.3,3.3,0.0%,NYJ,16,2021,rb
61,C.J. Ham,0,0,0.0,0,0,0,2,2,13,6.5,0,0,1,3.3,3.3,0.6%,MIN,16,2021,rb
62,Joshua Kelley,5,7,1.4,5,0,0,1,1,14,14.0,0,0,1,3.1,3.1,0.0%,FA,16,2021,rb
63,Jeremy McNichols,7,31,4.4,10,0,0,0,1,0,0.0,0,0,1,3.1,3.1,0.7%,WAS,16,2021,rb
64,Nyheim Miller-Hines,3,11,3.7,5,0,0,1,1,7,7.0,0,0,1,2.8,2.8,0.0%,LAC,16,2021,rb
65,Andy Janovich,0,0,0.0,0,0,0,2,2,6,3.0,0,0,1,2.6,2.6,0.0%,FA,16,2021,rb
66,Myles Gaskin,3,10,3.3,5,0,0,1,3,6,6.0,0,0,1,2.6,2.6,0.0%,BAL,16,2021,rb
67,Samaje Perine,0,0,0.0,0,0,0,2,2,6,3.0,0,0,1,2.6,2.6,2.5%,CIN,16,2021,rb
68,Damien Williams,1,12,12.0,12,0,0,1,2,2,2.0,0,0,1,2.4,2.4,0.0%,FA,16,2021,rb
69,Jonathan Williams,3,9,3.0,4,0,0,1,2,2,2.0,0,0,1,2.1,2.1,0.0%,FA,16,2021,rb
70,Jakob Johnson,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,1.9,1.9,0.0%,HOU,16,2021,rb
71,Jalen Richard,1,4,4.0,4,0,0,1,1,5,5.0,0,0,1,1.9,1.9,1.0%,FA,16,2021,rb
72,Reggie Gilliam,0,0,0.0,0,0,0,1,1,8,8.0,0,0,1,1.8,1.8,0.0%,BUF,16,2021,rb
73,Corey Clement,4,18,4.5,8,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.0%,FA,16,2021,rb
74,Darrell Henderson Jr.,1,17,17.0,17,0,0,0,0,0,0.0,0,0,1,1.7,1.7,0.0%,FA,16,2021,rb
75,Mark Ingram II,4,17,4.3,7,0,0,0,0,0,0.0,0,0,1,1.7,1.7,0.6%,FA,16,2021,rb
76,Kenneth Gainwell,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,1.7%,PIT,16,2021,rb
77,Melvin Gordon III,7,-4,-0.6,4,0,0,1,1,4,4.0,0,0,1,1.0,1.0,0.0%,FA,16,2021,rb
78,James Robinson,3,10,3.3,9,0,0,0,0,0,0.0,0,0,1,1.0,1.0,0.0%,FA,16,2021,rb
79,Khari Blasingame,0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,1,0.9,0.9,0.0%,FA,16,2021,rb
80,Chuba Hubbard,6,9,1.5,4,0,0,0,1,0,0.0,0,0,1,0.9,0.9,95.3%,CAR,16,2021,rb
81,Tony Jones Jr.,2,6,3.0,4,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.0%,FA,16,2021,rb
82,Nathan Cottrell,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,16,2021,rb
83,Jonathan Ward,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,NYG,16,2021,rb
84,Adam Prentice,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,16,2021,rb
85,Michael Burton,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,DEN,16,2021,rb
86,Chris Evans,1,1,1.0,1,0,0,0,1,0,0.0,0,0,1,0.1,0.1,0.0%,FA,16,2021,rb
87,Demetric Felton Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,WAS,16,2021,rb
88,Deon Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,DET,16,2021,rb
89,Patrick Taylor Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,SF,16,2021,rb
90,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,16,2021,rb
91,Kenjon Barner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
92,Jason Cabinda,0,0,0.0,0,0,0,2,2,6,3.0,0,0,1,0.0,0.0,1.1%,FA,16,2021,rb
93,Godwin Igwebuike,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
94,Jaylen Samuels,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
95,Wayne Gallman Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
96,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,CHI,16,2021,rb
97,Ty Montgomery II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
98,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
99,J.P. Holtz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2021,rb
100,Le'Veon Bell,2,-1,-0.5,0,0,0,0,0,0,0.0,0,0,1,-0.1,-0.1,0.2%,FA,16,2021,rb
101,Jake Funk,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,1,-0.1,-0.1,0.0%,FA,16,2021,rb
1,Rashaad Penny,25,170,6.8,37,3,2,2,3,15,7.5,0,0,1,32.5,32.5,0.0%,FA,17,2021,rb
2,Najee Harris,28,188,6.7,37,2,1,3,3,18,6.0,0,0,1,29.6,29.6,60.4%,LAC,17,2021,rb
3,Darrel Williams,14,88,6.3,19,0,2,3,3,19,6.3,0,0,1,25.7,25.7,0.0%,FA,17,2021,rb
4,Boston Scott,14,47,3.4,14,0,2,4,4,39,9.8,0,0,1,24.6,24.6,0.0%,FA,17,2021,rb
5,Devin Singletary,23,110,4.8,20,2,2,0,1,0,0.0,0,0,1,23.0,23.0,3.7%,NYG,17,2021,rb
6,Rhamondre Stevenson,19,107,5.6,15,0,2,0,0,0,0.0,0,0,1,22.7,22.7,74.8%,NE,17,2021,rb
7,A.J. Dillon,14,63,4.5,9,0,2,2,3,20,10.0,0,0,1,22.3,22.3,3.2%,PHI,17,2021,rb
8,David Montgomery,22,64,2.9,10,0,2,2,2,17,8.5,0,0,1,21.1,21.1,93.1%,DET,17,2021,rb
9,Alvin Kamara,13,32,2.5,30,1,0,5,6,68,13.6,1,0,1,21.0,21.0,96.2%,NO,17,2021,rb
10,Elijah Mitchell,21,119,5.7,37,1,0,2,2,11,5.5,1,0,1,21.0,21.0,3.9%,KC,17,2021,rb
11,Jaret Patterson,12,57,4.8,11,0,1,5,5,41,8.2,0,0,1,20.8,20.8,0.0%,LAC,17,2021,rb
12,Austin Ekeler,17,58,3.4,14,0,1,3,3,54,18.0,0,0,1,20.2,20.2,53.3%,WAS,17,2021,rb
13,D'Onta Foreman,26,132,5.1,35,2,1,0,0,0,0.0,0,0,1,19.2,19.2,2.7%,FA,17,2021,rb
14,Sony Michel,19,74,3.9,14,0,1,3,5,25,8.3,0,0,1,18.9,18.9,0.0%,FA,17,2021,rb
15,Jonathan Taylor,20,108,5.4,24,1,1,1,2,6,6.0,0,0,1,18.4,18.4,99.0%,IND,17,2021,rb
16,Josh Jacobs,16,63,3.9,9,0,1,4,4,17,4.3,0,0,1,18.0,18.0,99.3%,GB,17,2021,rb
17,Damien Harris,9,35,3.9,7,0,2,1,1,12,12.0,0,0,1,17.7,17.7,9.0%,FA,17,2021,rb
18,Ty Johnson,5,35,7.0,22,1,1,3,4,47,15.7,0,0,1,17.2,17.2,2.7%,BUF,17,2021,rb
19,Dontrell Hilliard,8,45,5.6,39,1,1,3,3,33,11.0,0,0,1,16.8,16.8,0.0%,FA,17,2021,rb
20,Chuba Hubbard,17,55,3.2,21,1,1,3,4,13,4.3,0,0,1,15.8,15.8,95.3%,CAR,17,2021,rb
21,Joe Mixon,12,46,3.8,13,0,0,7,8,40,5.7,0,0,1,15.6,15.6,92.1%,HOU,17,2021,rb
22,Aaron Jones Sr.,8,76,9.5,28,2,0,5,6,30,6.0,0,0,1,15.6,15.6,88.4%,MIN,17,2021,rb
23,Dare Ogunbowale,9,36,4.0,5,0,0,2,2,32,16.0,1,0,1,14.8,14.8,0.7%,HOU,17,2021,rb
24,Rex Burkhead,16,47,2.9,8,0,0,6,6,32,5.3,0,0,1,13.9,13.9,10.0%,FA,17,2021,rb
25,Jamaal Williams,11,22,2.0,6,0,1,3,3,22,7.3,0,0,1,13.4,13.4,1.1%,FA,17,2021,rb
26,Chase Edmonds,18,53,2.9,14,0,0,5,6,29,5.8,0,0,1,13.2,13.2,0.0%,FA,17,2021,rb
27,Mike Davis,8,42,5.3,13,0,1,1,2,15,15.0,0,0,1,12.7,12.7,1.0%,FA,17,2021,rb
28,Saquon Barkley,21,102,4.9,10,0,0,0,1,0,0.0,0,0,1,10.2,10.2,99.5%,PHI,17,2021,rb
29,Melvin Gordon III,10,43,4.3,12,0,0,3,4,29,9.7,0,0,1,10.2,10.2,0.0%,FA,17,2021,rb
30,Ameer Abdullah,6,21,3.5,15,0,0,4,4,31,7.8,0,0,1,9.2,9.2,0.6%,SF,17,2021,rb
31,Justin Jackson,12,41,3.4,7,0,0,3,3,20,6.7,0,0,1,9.1,9.1,0.0%,FA,17,2021,rb
32,Tony Pollard,3,9,3.0,5,0,0,3,5,49,16.3,0,0,1,8.8,8.8,86.6%,TEN,17,2021,rb
33,Devonta Freeman,14,76,5.4,32,1,0,1,1,1,1.0,0,0,1,8.7,8.7,0.0%,FA,17,2021,rb
34,Le'Veon Bell,3,5,1.7,2,0,0,3,3,30,10.0,0,0,1,8.5,8.5,0.2%,FA,17,2021,rb
35,Duke Johnson Jr.,7,49,7.0,16,0,0,2,3,16,8.0,0,0,1,8.5,8.5,0.0%,FA,17,2021,rb
36,Michael Carter,3,54,18.0,55,1,0,1,1,9,9.0,0,0,1,7.3,7.3,1.1%,ARI,17,2021,rb
37,Cordarrelle Patterson,9,28,3.1,13,0,0,2,2,24,12.0,0,0,1,7.2,7.2,0.6%,FA,17,2021,rb
38,Devontae Booker,18,46,2.6,5,0,0,2,3,0,0.0,0,0,1,6.6,6.6,0.0%,FA,17,2021,rb
39,Ke'Shawn Vaughn,8,31,3.9,11,0,0,2,3,14,7.0,0,0,1,6.5,6.5,0.0%,SF,17,2021,rb
40,D'Andre Swift,4,32,8.0,31,1,0,2,3,7,3.5,0,0,1,5.9,5.9,88.9%,CHI,17,2021,rb
41,Nyheim Miller-Hines,2,4,2.0,3,0,0,4,4,14,3.5,0,0,1,5.8,5.8,0.0%,LAC,17,2021,rb
42,Nick Chubb,12,58,4.8,32,1,0,0,1,0,0.0,0,0,1,5.8,5.8,39.8%,HOU,17,2021,rb
43,Derrick Gore,3,37,12.3,23,1,0,1,1,8,8.0,0,0,1,5.5,5.5,0.0%,FA,17,2021,rb
44,Alexander Mattison,0,0,0.0,0,0,0,4,5,13,3.3,0,0,1,5.3,5.3,2.4%,MIA,17,2021,rb
45,Jaylen Samuels,3,7,2.3,3,0,0,3,3,14,4.7,0,0,1,5.1,5.1,0.0%,FA,17,2021,rb
46,Austin Walter,14,49,3.5,14,0,0,0,0,0,0.0,0,0,1,4.9,4.9,0.0%,FA,17,2021,rb
47,Brandon Bolden,1,4,4.0,4,0,0,2,3,21,10.5,0,0,1,4.5,4.5,0.0%,FA,17,2021,rb
48,Ryquell Armstead,6,28,4.7,9,0,0,1,2,6,6.0,0,0,1,4.4,4.4,0.2%,FA,17,2021,rb
49,Dalvin Cook,9,13,1.4,6,0,0,3,3,0,0.0,0,0,1,4.3,4.3,0.6%,FA,17,2021,rb
50,Wendell Smallwood,4,12,3.0,4,0,0,2,3,10,5.0,0,0,1,4.2,4.2,0.0%,FA,17,2021,rb
51,Javonte Williams,14,30,2.1,7,0,0,1,1,2,2.0,0,0,1,4.2,4.2,70.5%,DAL,17,2021,rb
52,Ezekiel Elliott,9,16,1.8,6,0,0,1,2,14,14.0,0,0,1,4.0,4.0,0.8%,FA,17,2021,rb
53,Zack Moss,5,39,7.8,12,0,0,0,0,0,0.0,0,0,1,3.9,3.9,5.8%,FA,17,2021,rb
54,Ronald Jones II,10,26,2.6,7,0,0,1,1,1,1.0,0,0,1,3.7,3.7,0.0%,FA,17,2021,rb
55,Jonathan Ward,2,3,1.5,2,0,0,1,1,23,23.0,0,0,1,3.6,3.6,0.0%,NYG,17,2021,rb
56,Jalen Richard,1,4,4.0,4,0,0,1,1,19,19.0,0,0,1,3.3,3.3,1.0%,FA,17,2021,rb
57,Peyton Barber,6,3,0.5,3,0,0,2,2,9,4.5,0,0,1,3.2,3.2,1.0%,FA,17,2021,rb
58,Jonathan Williams,2,4,2.0,3,0,0,2,3,7,3.5,0,0,1,3.1,3.1,0.0%,FA,17,2021,rb
59,Latavius Murray,11,31,2.8,6,0,0,0,0,0,0.0,0,0,1,3.1,3.1,0.0%,FA,17,2021,rb
60,Kyle Juszczyk,0,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,0.9%,SF,17,2021,rb
61,Travis Homer,6,27,4.5,13,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.6%,CHI,17,2021,rb
62,Jordan Howard,11,26,2.4,7,0,0,0,1,0,0.0,0,0,1,2.6,2.6,0.0%,FA,17,2021,rb
63,Royce Freeman,6,25,4.2,8,0,0,0,1,0,0.0,0,0,1,2.5,2.5,0.0%,FA,17,2021,rb
64,Samaje Perine,1,4,4.0,4,0,0,1,1,10,10.0,0,0,1,2.4,2.4,2.5%,CIN,17,2021,rb
65,D'Ernest Johnson,5,13,2.6,4,0,0,1,3,1,1.0,0,0,1,2.4,2.4,1.0%,BAL,17,2021,rb
66,Myles Gaskin,5,23,4.6,8,0,0,0,1,0,0.0,0,0,1,2.3,2.3,0.0%,BAL,17,2021,rb
67,Craig Reynolds,4,4,1.0,3,0,0,1,1,9,9.0,0,0,1,2.3,2.3,0.7%,DET,17,2021,rb
68,Phillip Lindsay,2,1,0.5,1,0,0,1,1,8,8.0,0,0,1,1.9,1.9,0.0%,FA,17,2021,rb
69,Qadree Ollison,3,19,6.3,11,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.0%,FA,17,2021,rb
70,Patrick Taylor Jr.,6,18,3.0,11,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.7%,SF,17,2021,rb
71,Adam Prentice,1,2,2.0,2,0,0,1,1,4,4.0,0,0,1,1.6,1.6,0.0%,FA,17,2021,rb
72,JaMycal Hasty,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,1.1%,NE,17,2021,rb
73,Jeremy McNichols,2,14,7.0,12,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.7%,WAS,17,2021,rb
74,C.J. Ham,0,0,0.0,0,0,0,1,2,1,1.0,0,0,1,1.1,1.1,0.6%,MIN,17,2021,rb
75,Khalil Herbert,2,9,4.5,7,0,0,0,0,0,0.0,0,0,1,0.9,0.9,2.6%,IND,17,2021,rb
76,Kenneth Gainwell,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,1.7%,PIT,17,2021,rb
77,Eno Benjamin,2,3,1.5,2,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,17,2021,rb
78,Benny Snell Jr.,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,17,2021,rb
79,Gabe Nabers,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.6%,FA,17,2021,rb
80,Michael Burton,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,DEN,17,2021,rb
81,DeeJay Dallas,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.1%,ARI,17,2021,rb
82,Derek Watt,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,17,2021,rb
83,Nathan Cottrell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
84,Deon Jackson,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,DET,17,2021,rb
85,Darius Bradwell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
86,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,17,2021,rb
87,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,NYJ,17,2021,rb
88,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,17,2021,rb
89,Kenjon Barner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
90,Damien Williams,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
91,Godwin Igwebuike,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
92,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
93,Elijah McGuire,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
94,Darwin Thompson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
95,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,17,2021,rb
96,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
97,Jeff Wilson Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,SF,17,2021,rb
98,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,17,2021,rb
99,Tony Jones Jr.,1,-2,-2.0,0,0,0,0,0,0,0.0,0,0,1,-0.2,-0.2,0.0%,FA,17,2021,rb
100,Ty Montgomery II,1,-4,-4.0,0,0,0,0,0,0,0.0,0,0,1,-0.4,-0.4,0.0%,FA,17,2021,rb
1,Austin Ekeler,16,64,4.0,14,0,1,5,12,35,7.0,1,0,1,28.9,28.9,53.3%,WAS,18,2021,rb
2,James Conner,15,52,3.5,19,0,1,6,6,41,6.8,1,0,1,27.3,27.3,93.6%,ARI,18,2021,rb
3,Devin Singletary,19,88,4.6,40,1,1,2,2,24,12.0,1,0,1,25.2,25.2,3.7%,NYG,18,2021,rb
4,Rashaad Penny,23,190,8.3,62,3,1,0,0,0,0.0,0,0,1,25.0,25.0,0.0%,FA,18,2021,rb
5,Josh Jacobs,26,132,5.1,28,1,1,2,2,12,6.0,0,0,1,22.4,22.4,99.3%,GB,18,2021,rb
6,Antonio Gibson,21,146,7.0,27,1,1,1,3,5,5.0,0,0,1,22.1,22.1,3.5%,NE,18,2021,rb
7,Latavius Murray,16,150,9.4,46,3,1,0,0,0,0.0,0,0,1,21.0,21.0,0.0%,FA,18,2021,rb
8,Brandon Bolden,7,46,6.6,19,0,1,2,2,20,10.0,1,0,1,20.6,20.6,0.0%,FA,18,2021,rb
9,D'Ernest Johnson,25,123,4.9,13,0,1,1,1,10,10.0,0,0,1,20.3,20.3,1.0%,BAL,18,2021,rb
10,Duke Johnson Jr.,25,117,4.7,27,1,1,1,1,5,5.0,0,0,1,19.2,19.2,0.0%,FA,18,2021,rb
11,Kenneth Gainwell,12,78,6.5,18,0,1,4,7,9,2.3,0,0,1,18.7,18.7,1.7%,PIT,18,2021,rb
12,Alvin Kamara,30,146,4.9,27,1,0,2,2,16,8.0,0,0,1,18.2,18.2,96.2%,NO,18,2021,rb
13,Corey Clement,7,58,8.3,38,1,0,4,4,22,5.5,1,0,1,18.0,18.0,0.0%,FA,18,2021,rb
14,Damien Harris,11,37,3.4,7,0,1,4,4,36,9.0,0,0,1,17.3,17.3,9.0%,FA,18,2021,rb
15,Ameer Abdullah,7,26,3.7,10,0,0,9,11,56,6.2,0,0,1,17.2,17.2,0.6%,SF,18,2021,rb
16,Melvin Gordon III,12,110,9.2,47,2,1,1,2,6,6.0,0,1,1,16.6,16.6,0.0%,FA,18,2021,rb
