Player,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Equanimeous St. Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,14,2024,WR,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,SF,WR
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,WR,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LV,WR
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,14,2024,WR,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,DET,WR
Trent Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,14,2024,WR,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,SF,WR
Kristian Wilkerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,2024,WR,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,BUF,WR
Alex Bachman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,WR,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LV,WR
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,14,2024,WR,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LAC,WR
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,WR,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,LV,WR
Erik Ezukanma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,14,2024,WR,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,MIA,WR
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2024,WR,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,TEN,WR
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,14,2024,WR,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,SEA,WR
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,14,2024,WR,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,CIN,WR
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,14,2024,WR,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,PIT,WR
Andre Baccellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,14,2024,WR,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,ARI,WR
Montrell Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,14,2024,WR,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,NYG,WR
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,14,2024,WR,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,TB,WR
Maurice Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,14,2024,WR,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0%,CHI,WR
Brandon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,14,2024,WR,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,PIT,WR
Austin Trammell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,14,2024,WR,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,JAC,WR
David Sills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,14,2024,WR,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,ATL,WR
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,14,2024,WR,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,NYJ,WR
Tarik Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,14,2024,WR,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,MIA,WR
Samori Toure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,14,2024,WR,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,CHI,WR
Cedric Tillman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,14,2024,WR,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5%,CLE,WR
Rashee Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,14,2024,WR,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8%,KC,WR
Jason Brownlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,14,2024,WR,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,KC,WR
Elijah Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,14,2024,WR,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,PHI,WR
Mitchell Tinsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,14,2024,WR,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,CIN,WR
Dylan Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,14,2024,WR,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,ATL,WR
Tejhaun Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,14,2024,WR,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,ARI,WR
Cornelius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,14,2024,WR,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,GB,WR
Shedrick Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,WR,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,LV,WR
Xavier Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,14,2024,WR,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,LAR,WR
Lucky Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,14,2024,WR,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,MIN,WR
Malachi Corley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,14,2024,WR,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2%,NYJ,WR
Chris Blair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,14,2024,WR,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,ATL,WR
Tyrell Shavers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,2024,WR,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,BUF,WR
Brycen Tremayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,14,2024,WR,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,CAR,WR
Jalen Cropper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,14,2024,WR,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,DAL,WR
Jaylen Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,14,2024,WR,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LAC,WR
Ja'Marr Chase,7.1,92.7,0.7,0.1,0.5,0.0,0.1,20.5,CIN,15,2024,WR,19.0,9.0,11.0,94.0,10.4,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.4,18.4,99.6%,CIN,WR
Puka Nacua,6.7,87.6,0.5,0.8,4.1,0.0,0.1,18.9,LAR,15,2024,WR,21.0,7.0,8.0,97.0,13.9,51.0,1.0,0.0,2.0,11.0,0.0,0.0,1.0,17.8,17.8,99.4%,LAR,WR
Justin Jefferson,6.0,89.6,0.6,0.0,0.2,0.0,0.1,18.2,MIN,15,2024,WR,13.0,7.0,14.0,73.0,10.4,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,99.5%,MIN,WR
Nico Collins,6.3,90.9,0.5,0.0,0.2,0.0,0.1,18.1,HOU,15,2024,WR,22.0,4.0,6.0,17.0,4.3,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.7,17.7,99.5%,HOU,WR
Amon-Ra St. Brown,6.7,75.5,0.5,0.3,1.7,0.0,0.1,17.7,DET,15,2024,WR,2.0,14.0,18.0,193.0,13.8,66.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,37.3,37.3,99.6%,DET,WR
Tee Higgins,5.9,74.8,0.5,0.0,0.1,0.0,0.1,16.1,CIN,15,2024,WR,15.0,5.0,8.0,88.0,17.6,38.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,19.8,19.8,98.3%,CIN,WR
CeeDee Lamb,6.2,70.6,0.4,0.5,3.5,0.0,0.1,16.0,DAL,15,2024,WR,6.0,9.0,13.0,116.0,12.9,28.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,26.6,26.6,99.4%,DAL,WR
Davante Adams,5.8,71.7,0.5,0.0,0.1,0.0,0.1,15.8,LAR,15,2024,WR,1.0,9.0,12.0,198.0,22.0,71.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,42.8,42.8,96.5%,LAR,WR
Cooper Kupp,6.1,65.9,0.5,0.1,0.8,0.0,0.1,15.5,SEA,15,2024,WR,421.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.1%,SEA,WR
Tyreek Hill,5.4,70.9,0.5,0.4,2.0,0.0,0.0,15.5,MIA,15,2024,WR,65.0,2.0,7.0,36.0,18.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,5.6,98.3%,MIA,WR
Drake London,5.7,70.8,0.5,0.0,0.2,0.0,0.1,15.4,ATL,15,2024,WR,28.0,3.0,3.0,53.0,17.7,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,99.0%,ATL,WR
Courtland Sutton,5.6,71.2,0.4,0.0,0.1,0.0,0.1,15.2,DEN,15,2024,WR,32.0,3.0,9.0,32.0,10.7,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.2,12.2,92.0%,DEN,WR
Terry McLaurin,5.3,71.4,0.4,0.1,0.3,0.0,0.1,15.0,WAS,15,2024,WR,7.0,7.0,10.0,73.0,10.4,25.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,26.3,26.3,96.8%,WAS,WR
Jakobi Meyers,5.9,68.7,0.4,0.2,1.2,0.0,0.1,15.0,LV,15,2024,WR,36.0,5.0,9.0,59.0,11.8,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,82.3%,LV,WR
Garrett Wilson,5.7,69.3,0.4,0.0,0.4,0.0,0.1,15.0,NYJ,15,2024,WR,27.0,3.0,6.0,56.0,18.7,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.6,14.6,96.9%,NYJ,WR
Jauan Jennings,5.2,71.8,0.4,0.0,0.3,0.0,0.0,14.9,SF,15,2024,WR,67.0,2.0,9.0,31.0,15.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,79.8%,SF,WR
Mike Evans,4.9,71.0,0.5,0.0,0.1,0.0,0.1,14.9,TB,15,2024,WR,3.0,9.0,11.0,159.0,17.7,57.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,36.9,36.9,97.6%,TB,WR
Jerry Jeudy,5.3,72.9,0.4,0.0,0.3,0.0,0.1,14.8,CLE,15,2024,WR,11.0,11.0,14.0,108.0,9.8,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.8,21.8,87.5%,CLE,WR
Malik Nabers,5.8,70.9,0.3,0.3,1.2,0.0,0.1,14.8,NYG,15,2024,WR,9.0,10.0,14.0,82.0,8.2,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,24.2,24.2,99.4%,NYG,WR
Zay Flowers,5.1,65.0,0.5,0.5,2.9,0.0,0.1,14.6,BAL,15,2024,WR,34.0,6.0,7.0,53.0,8.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,93.7%,BAL,WR
Jaxon Smith-Njigba,5.8,65.9,0.4,0.2,0.9,0.0,0.1,14.6,SEA,15,2024,WR,20.0,10.0,12.0,83.0,8.3,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,97.9%,SEA,WR
A.J. Brown,5.0,72.3,0.4,0.0,0.0,0.0,0.1,14.6,PHI,15,2024,WR,8.0,8.0,11.0,110.0,13.8,21.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,99.3%,PHI,WR
Ladd McConkey,5.4,65.4,0.4,0.0,0.2,0.0,0.0,14.2,LAC,15,2024,WR,23.0,5.0,7.0,58.0,11.6,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,98.8%,LAC,WR
Khalil Shakir,5.3,66.0,0.4,0.1,0.7,0.0,0.0,14.1,BUF,15,2024,WR,24.0,6.0,7.0,39.0,6.5,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.9,15.9,78.0%,BUF,WR
Brian Thomas Jr.,4.9,65.6,0.4,0.7,3.0,0.0,0.1,14.0,JAC,15,2024,WR,4.0,10.0,14.0,105.0,10.5,41.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,32.5,32.5,99.3%,JAC,WR
DK Metcalf,4.8,67.0,0.4,0.0,0.1,0.0,0.1,13.6,PIT,15,2024,WR,63.0,3.0,3.0,28.0,9.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,96.0%,PIT,WR
DJ Moore,5.0,63.6,0.3,0.2,1.3,0.0,0.1,13.5,CHI,15,2024,WR,26.0,8.0,8.0,46.0,5.8,14.0,0.0,0.0,3.0,24.0,0.0,0.0,1.0,15.0,15.0,93.8%,CHI,WR
Calvin Ridley,4.4,64.3,0.4,0.0,0.5,0.0,0.1,13.1,TEN,15,2024,WR,43.0,3.0,5.0,41.0,13.7,21.0,1.0,0.0,1.0,19.0,0.0,0.0,1.0,9.0,9.0,87.8%,TEN,WR
Adam Thielen,5.2,56.6,0.3,0.0,0.1,0.0,0.1,12.7,CAR,15,2024,WR,38.0,5.0,7.0,51.0,10.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1,10.1,35.8%,CAR,WR
Jameson Williams,3.8,60.0,0.4,0.7,4.4,0.0,0.1,12.4,DET,15,2024,WR,31.0,3.0,5.0,37.0,12.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.7,12.7,90.4%,DET,WR
Marvin Harrison Jr.,4.1,56.1,0.4,0.0,0.1,0.0,0.1,12.2,ARI,15,2024,WR,66.0,2.0,6.0,32.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,5.2,96.6%,ARI,WR
Jaylen Waddle,4.5,58.1,0.3,0.2,0.9,0.0,0.0,12.0,MIA,15,2024,WR,146.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3%,MIA,WR
Keenan Allen,4.8,54.4,0.3,0.0,0.2,0.0,0.1,12.0,LAC,15,2024,WR,14.0,6.0,13.0,82.0,13.7,26.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,20.2,20.2,39.0%,LAC,WR
Darnell Mooney,4.2,58.3,0.3,0.0,0.3,0.0,0.0,12.0,ATL,15,2024,WR,149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.3%,ATL,WR
Deebo Samuel Sr.,3.5,52.1,0.3,2.1,9.8,0.1,0.1,11.8,WAS,15,2024,WR,68.0,3.0,7.0,16.0,5.3,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.9,4.9,83.6%,WAS,WR
DeVonta Smith,4.4,54.4,0.3,0.0,0.1,0.0,0.0,11.6,PHI,15,2024,WR,5.0,11.0,12.0,109.0,9.9,22.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,28.0,28.0,93.3%,PHI,WR
DeAndre Hopkins,4.2,51.5,0.3,0.0,0.1,0.0,0.1,11.4,BAL,15,2024,WR,47.0,5.0,6.0,36.0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,16.5%,BAL,WR
Tank Dell,3.9,51.7,0.3,0.5,3.3,0.0,0.0,11.1,HOU,15,2024,WR,58.0,2.0,2.0,26.0,13.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,6.1,6.1,5.0%,HOU,WR
Josh Downs,4.2,51.4,0.3,0.0,0.4,0.0,0.0,11.0,IND,15,2024,WR,57.0,3.0,8.0,32.0,10.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,6.2,62.9%,IND,WR
Elijah Moore,4.3,47.7,0.3,0.1,0.8,0.0,0.0,10.9,BUF,15,2024,WR,97.0,2.0,6.0,-1.0,-0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,3.5%,BUF,WR
Christian Watson,3.4,53.1,0.3,0.1,0.8,0.0,0.0,10.8,GB,15,2024,WR,46.0,3.0,6.0,56.0,18.7,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,7.6%,GB,WR
Rome Odunze,3.8,50.7,0.3,0.1,0.6,0.0,0.1,10.7,CHI,15,2024,WR,62.0,2.0,7.0,39.0,19.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9,5.9,85.5%,CHI,WR
Xavier Worthy,3.4,47.6,0.3,1.3,4.8,0.1,0.0,10.6,KC,15,2024,WR,16.0,6.0,11.0,46.0,7.7,12.0,0.0,0.0,3.0,30.0,1.0,0.0,1.0,19.6,19.6,94.5%,KC,WR
Jayden Reed,3.7,45.0,0.3,0.6,4.2,0.0,0.1,10.4,GB,15,2024,WR,35.0,5.0,6.0,34.0,6.8,12.0,0.0,0.0,3.0,27.0,0.0,0.0,1.0,11.1,11.1,78.6%,GB,WR
Michael Pittman Jr.,4.0,50.8,0.2,0.0,0.1,0.0,0.1,10.4,IND,15,2024,WR,40.0,6.0,9.0,58.0,9.7,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.8,9.8,65.1%,IND,WR
Quentin Johnston,3.3,47.8,0.3,0.1,0.5,0.0,0.0,9.9,LAC,15,2024,WR,25.0,5.0,10.0,45.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,20.6%,LAC,WR
Romeo Doubs,3.6,45.3,0.3,0.0,0.1,0.0,0.1,9.7,GB,15,2024,WR,17.0,3.0,5.0,40.0,13.3,22.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,18.0%,GB,WR
DeMario Douglas,4.0,42.8,0.2,0.3,1.7,0.0,0.1,9.5,NE,15,2024,WR,39.0,3.0,3.0,11.0,3.7,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.1,10.1,17.5%,NE,WR
Nick Westbrook-Ikhine,3.1,41.9,0.3,0.0,0.2,0.0,0.0,9.3,MIA,15,2024,WR,85.0,2.0,3.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,2.9%,MIA,WR
Ray-Ray McCloud III,3.5,39.7,0.2,0.6,4.1,0.0,0.0,9.3,ATL,15,2024,WR,93.0,1.0,3.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,2.8%,ATL,WR
Keon Coleman,3.1,44.9,0.3,0.0,0.1,0.0,0.1,9.2,BUF,15,2024,WR,53.0,1.0,2.0,64.0,64.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,62.0%,BUF,WR
Xavier Legette,3.4,40.3,0.2,0.1,1.0,0.0,0.0,8.9,CAR,15,2024,WR,83.0,2.0,3.0,7.0,3.5,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.9,2.9,27.6%,CAR,WR
Devaughn Vele,3.5,38.5,0.3,0.0,0.0,0.0,0.0,8.9,DEN,15,2024,WR,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.2%,DEN,WR
Wan'Dale Robinson,4.2,38.7,0.1,0.2,1.7,0.0,0.0,8.9,NYG,15,2024,WR,50.0,4.0,9.0,38.0,9.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,19.8%,NYG,WR
Sterling Shepard,3.4,37.5,0.2,0.3,2.4,0.0,0.0,8.8,TB,15,2024,WR,91.0,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,1.0%,TB,WR
Rashod Bateman,2.8,40.0,0.3,0.0,0.1,0.0,0.0,8.7,BAL,15,2024,WR,10.0,3.0,5.0,80.0,26.7,49.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,31.7%,BAL,WR
Marquez Valdes-Scantling,2.7,42.5,0.3,0.0,0.2,0.0,0.0,8.4,SEA,15,2024,WR,44.0,2.0,7.0,64.0,32.0,39.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,8.8,8.8,3.7%,SEA,WR
Kayshon Boutte,3.1,39.7,0.2,0.0,0.5,0.0,0.0,8.4,NE,15,2024,WR,71.0,2.0,5.0,19.0,9.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,5.6%,NE,WR
Joshua Palmer,3.2,38.9,0.2,0.0,0.1,0.0,0.0,8.4,BUF,15,2024,WR,81.0,2.0,3.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,16.9%,BUF,WR
Tre Tucker,2.8,35.0,0.2,0.5,3.0,0.0,0.0,7.9,LV,15,2024,WR,73.0,2.0,3.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,2.9%,LV,WR
Calvin Austin III,2.7,37.8,0.2,0.0,1.6,0.0,0.0,7.7,PIT,15,2024,WR,33.0,5.0,5.0,65.0,13.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,10.0%,PIT,WR
Kendrick Bourne,3.0,33.9,0.2,0.1,0.8,0.0,0.0,7.6,NE,15,2024,WR,52.0,3.0,3.0,44.0,14.7,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,1.4%,NE,WR
Michael Wilson,2.7,34.5,0.2,0.0,0.1,0.0,0.0,7.5,ARI,15,2024,WR,84.0,2.0,2.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,8.6%,ARI,WR
Brandin Cooks,2.8,32.4,0.2,0.1,0.5,0.0,0.0,7.4,NO,15,2024,WR,56.0,3.0,5.0,34.0,11.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,4.8%,NO,WR
Tim Patrick,2.6,32.9,0.2,0.0,0.2,0.0,0.0,7.4,DET,15,2024,WR,30.0,4.0,8.0,30.0,7.5,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,1.8%,DET,WR
Dyami Brown,2.5,33.2,0.2,0.2,1.1,0.0,0.0,7.3,JAC,15,2024,WR,59.0,3.0,4.0,30.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.6%,JAC,WR
Jalen McMillan,2.7,32.2,0.2,0.1,0.9,0.0,0.0,7.2,TB,15,2024,WR,18.0,5.0,6.0,75.0,15.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,23.8%,TB,WR
Tyler Lockett,2.8,31.7,0.2,0.0,0.1,0.0,0.0,7.1,TEN,15,2024,WR,79.0,1.0,1.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,10.4%,TEN,WR
Darius Slayton,2.5,36.2,0.2,0.0,0.1,0.0,0.0,7.1,NYG,15,2024,WR,90.0,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,7.2%,NYG,WR
