Player,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Marquez Valdes-Scantling,2.8,51.6,0.4,0.1,0.4,0.0,0.0,10.4,SEA,13,2021,WR,,,,,,,,,,,,,,,,,,
Robbie Chosen,3.9,40.5,0.4,0.1,0.4,0.0,0.0,10.4,SF,13,2021,WR,,,,,,,,,,,,,,,,,,
Laviska Shenault Jr.,4.4,44.9,0.2,0.8,3.4,0.0,0.1,10.2,BUF,13,2021,WR,52.0,3.0,5.0,30.0,10.0,17.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,6.1,6.1,0.1%,BUF,WR
Kendrick Bourne,3.7,47.0,0.2,0.4,2.7,0.0,0.0,10.0,NE,13,2021,WR,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.3,0.3,1.4%,NE,WR
Christian Kirk,3.7,47.2,0.2,0.1,0.6,0.0,0.0,10.0,HOU,13,2021,WR,97.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,30.0%,HOU,WR
Nick Westbrook-Ikhine,2.9,40.2,0.5,0.0,0.0,0.0,0.1,9.7,MIA,13,2021,WR,,,,,,,,,,,,,,,,,,
Tim Patrick,3.5,46.6,0.2,0.0,0.0,0.0,0.0,9.5,DET,13,2021,WR,88.0,1.0,5.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,1.8%,DET,WR
Darius Slayton,3.6,45.6,0.2,0.2,0.3,0.0,0.0,9.3,NYG,13,2021,WR,73.0,2.0,7.0,13.0,6.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,7.2%,NYG,WR
Amon-Ra St. Brown,3.9,43.6,0.2,0.0,0.1,0.0,0.0,9.2,DET,13,2021,WR,6.0,10.0,12.0,86.0,8.6,14.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,24.8,24.8,99.6%,DET,WR
Josh Reynolds,3.5,45.2,0.2,0.0,0.2,0.0,0.0,9.1,NYJ,13,2021,WR,32.0,4.0,7.0,69.0,17.3,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,2.6%,NYJ,WR
Rashod Bateman,3.3,44.6,0.2,0.0,0.3,0.0,0.0,8.9,BAL,13,2021,WR,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.7%,BAL,WR
Allen Lazard,2.5,33.3,0.4,0.1,0.6,0.0,0.0,8.3,NYJ,13,2021,WR,,,,,,,,,,,,,,,,,,
Donovan Peoples-Jones,2.2,44.6,0.3,0.0,0.0,0.0,0.1,8.3,NO,13,2021,WR,,,,,,,,,,,,,,,,,,
Marquez Callaway,3.0,40.2,0.2,0.0,0.0,0.0,0.0,8.2,LV,13,2021,WR,80.0,1.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,0.0%,LV,WR
Zach Pascal,2.8,37.1,0.2,0.0,0.1,0.0,0.0,7.7,NYG,13,2021,WR,76.0,1.0,3.0,6.0,6.0,6.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,2.8,2.8,0.0%,NYG,WR
Kalif Raymond,2.8,37.3,0.2,0.1,0.5,0.0,0.0,7.6,DET,13,2021,WR,55.0,2.0,2.0,33.0,16.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.9%,DET,WR
Rondale Moore,3.0,30.6,0.1,1.0,5.2,0.0,0.0,7.5,MIN,13,2021,WR,84.0,1.0,2.0,8.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,0.7%,MIN,WR
Nico Collins,3.0,36.8,0.1,0.0,0.2,0.0,0.0,7.5,HOU,13,2021,WR,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.5%,HOU,WR
Quez Watkins,2.8,35.3,0.2,0.0,0.1,0.0,0.0,7.2,ARI,13,2021,WR,39.0,3.0,3.0,60.0,20.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0%,ARI,WR
Curtis Samuel,2.4,28.2,0.2,1.1,8.4,0.0,0.0,7.2,BUF,13,2021,WR,101.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,0.8,0.8,2.9%,BUF,WR
Olamide Zaccheaus,2.5,32.7,0.2,0.0,0.1,0.0,0.0,7.1,CHI,13,2021,WR,44.0,3.0,5.0,44.0,14.7,30.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,7.6,7.6,0.9%,CHI,WR
K.J. Osborn,2.7,32.4,0.2,0.0,0.3,0.0,0.0,7.0,WAS,13,2021,WR,21.0,4.0,7.0,47.0,11.8,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.7,14.7,1.4%,WAS,WR
Jauan Jennings,2.7,33.3,0.1,0.0,0.1,0.0,0.0,6.9,SF,13,2021,WR,89.0,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,79.8%,SF,WR
Dez Fitzpatrick,1.9,28.1,0.3,0.1,0.6,0.0,0.0,6.6,LAC,13,2021,WR,,,,,,,,,,,,,,,,,,
Jalen Reagor,2.4,26.6,0.1,0.3,1.8,0.0,0.0,6.1,LAC,13,2021,WR,92.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.7,1.7,0.0%,LAC,WR
Laquon Treadwell,2.4,28.2,0.1,0.0,0.0,0.0,0.0,5.9,IND,13,2021,WR,36.0,4.0,5.0,62.0,15.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2,10.2,0.0%,IND,WR
Zay Jones,2.1,27.4,0.1,0.0,0.2,0.0,0.0,5.8,ARI,13,2021,WR,58.0,3.0,5.0,21.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,1.0%,ARI,WR
Tyler Johnson,2.1,24.1,0.1,0.0,0.0,0.0,0.0,5.1,NYJ,13,2021,WR,96.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.1%,NYJ,WR
Juwan Johnson,1.5,17.4,0.2,0.0,0.0,0.0,0.0,4.4,NO,13,2021,WR,,,,,,,,,,,,,,,,,,
Joshua Palmer,1.6,18.5,0.1,0.0,0.1,0.0,0.0,4.1,BUF,13,2021,WR,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.9%,BUF,WR
Lil'Jordan Humphrey,1.4,19.1,0.1,0.0,0.0,0.0,0.0,4.0,NYG,13,2021,WR,25.0,2.0,2.0,49.0,24.5,25.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,12.9,12.9,0.7%,NYG,WR
Devin Duvernay,1.5,17.4,0.1,0.2,1.6,0.0,0.0,4.0,CHI,13,2021,WR,63.0,2.0,3.0,21.0,10.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,0.6%,CHI,WR
Trent Sherfield Sr.,1.4,18.3,0.1,0.0,0.0,0.0,0.0,3.9,DEN,13,2021,WR,67.0,2.0,5.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.6,0.1%,DEN,WR
Demarcus Robinson,1.4,17.6,0.1,0.0,0.0,0.0,0.0,3.8,SF,13,2021,WR,65.0,2.0,2.0,21.0,10.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,2.8%,SF,WR
Noah Brown,1.6,17.7,0.1,0.0,0.0,0.0,0.0,3.8,WAS,13,2021,WR,72.0,2.0,3.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,2.1%,WAS,WR
Braxton Berrios,1.4,15.7,0.1,0.1,0.6,0.0,0.0,3.6,HOU,13,2021,WR,82.0,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.6%,HOU,WR
Chris Moore,1.3,15.0,0.1,0.0,0.0,0.0,0.0,3.2,WAS,13,2021,WR,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud III,1.2,12.8,0.1,0.2,1.4,0.0,0.0,3.1,ATL,13,2021,WR,90.0,1.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,2.8%,ATL,WR
Anthony Miller,1.2,14.2,0.1,0.0,0.3,0.0,0.0,3.1,BAL,13,2021,WR,,,,,,,,,,,,,,,,,,
Dee Eskridge,1.0,12.4,0.1,0.3,2.0,0.0,0.0,2.8,MIA,13,2021,WR,26.0,3.0,3.0,35.0,11.7,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,0.0%,MIA,WR
Ben Skowronek,0.9,11.0,0.1,0.0,0.0,0.0,0.0,2.6,PIT,13,2021,WR,60.0,1.0,2.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.0%,PIT,WR
Scotty Miller,0.8,11.0,0.1,0.0,0.2,0.0,0.0,2.4,PIT,13,2021,WR,,,,,,,,,,,,,,,,,,
Dyami Brown,0.9,11.7,0.0,0.0,0.1,0.0,0.0,2.4,JAC,13,2021,WR,94.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,7.6%,JAC,WR
Collin Johnson,0.9,10.4,0.0,0.0,0.0,0.0,0.0,2.2,LV,13,2021,WR,,,,,,,,,,,,,,,,,,
Mack Hollins,0.9,10.4,0.0,0.0,0.0,0.0,0.0,2.2,NE,13,2021,WR,45.0,1.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,1.7%,NE,WR
KhaDarel Hodge,0.8,10.0,0.0,0.0,0.0,0.0,0.0,2.1,ATL,13,2021,WR,87.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.7%,ATL,WR
Ashton Dulin,0.7,9.5,0.1,0.1,0.5,0.0,0.0,2.0,IND,13,2021,WR,47.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.2,7.2,0.1%,IND,WR
Trenton Irwin,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.6,JAC,13,2021,WR,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,JAC,WR
Simi Fehoko,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.6,ARI,13,2021,WR,,,,,,,,,,,,,,,,,,
Tom Kennedy,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.5,DET,13,2021,WR,,,,,,,,,,,,,,,,,,
Tylan Wallace,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.5,BAL,13,2021,WR,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,BAL,WR
Gunner Olszewski,0.1,2.7,0.0,0.1,0.2,0.0,0.0,0.5,NYG,13,2021,WR,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,NYG,WR
Davante Adams,7.8,102.1,0.8,0.0,0.0,0.0,0.1,22.5,LAR,14,2021,WR,1.0,10.0,13.0,121.0,12.1,38.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,34.1,34.1,96.5%,LAR,WR
Cooper Kupp,8.0,100.3,0.7,0.1,0.3,0.0,0.1,22.1,SEA,14,2021,WR,2.0,13.0,15.0,123.0,9.5,44.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,31.3,31.3,83.1%,SEA,WR
Justin Jefferson,6.9,104.9,0.7,0.4,2.3,0.0,0.1,22.0,MIN,14,2021,WR,9.0,7.0,15.0,79.0,11.3,22.0,1.0,1.0,1.0,-4.0,0.0,0.0,1.0,20.5,20.5,99.5%,MIN,WR
Diontae Johnson,6.7,81.8,0.6,0.2,1.8,0.0,0.1,18.4,CLE,14,2021,WR,28.0,5.0,10.0,76.0,15.2,37.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,15.3,15.3,7.7%,CLE,WR
Deebo Samuel Sr.,4.6,67.8,0.5,3.2,24.3,0.2,0.1,17.9,WAS,14,2021,WR,38.0,1.0,1.0,22.0,22.0,22.0,1.0,0.0,8.0,37.0,1.0,0.0,1.0,12.9,12.9,83.6%,WAS,WR
Chris Godwin,6.7,77.2,0.5,0.3,2.1,0.0,0.1,17.9,TB,14,2021,WR,10.0,10.0,15.0,105.0,10.5,23.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.5,20.5,83.2%,TB,WR
Hunter Renfrow,6.9,78.2,0.5,0.1,0.4,0.0,0.1,17.3,CAR,14,2021,WR,3.0,13.0,14.0,117.0,9.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,28.7,28.7,1.9%,CAR,WR
CeeDee Lamb,5.5,74.8,0.5,0.6,3.5,0.0,0.1,16.6,DAL,14,2021,WR,32.0,7.0,10.0,61.0,8.7,18.0,0.0,0.0,2.0,15.0,0.0,0.0,1.0,14.6,14.6,99.4%,DAL,WR
Terry McLaurin,5.6,73.5,0.5,0.1,0.3,0.0,0.1,15.7,WAS,14,2021,WR,121.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.8%,WAS,WR
DJ Moore,5.4,72.5,0.5,0.4,2.2,0.0,0.1,15.7,CHI,14,2021,WR,33.0,6.0,10.0,84.0,14.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.4,14.4,93.8%,CHI,WR
Tee Higgins,5.5,70.5,0.5,0.1,0.4,0.0,0.1,15.7,CIN,14,2021,WR,22.0,5.0,7.0,114.0,22.8,27.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,16.4,16.4,98.3%,CIN,WR
DeAndre Hopkins,5.3,68.1,0.6,0.0,0.1,0.0,0.1,15.6,BAL,14,2021,WR,48.0,5.0,13.0,54.0,10.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,16.5%,BAL,WR
Brandin Cooks,5.7,71.9,0.4,0.3,2.0,0.0,0.1,15.5,NO,14,2021,WR,14.0,8.0,11.0,101.0,12.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.1,18.1,4.8%,NO,WR
Mike Evans,5.0,67.8,0.6,0.0,0.2,0.0,0.0,15.4,TB,14,2021,WR,7.0,6.0,6.0,91.0,15.2,24.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,21.1,21.1,97.6%,TB,WR
Tyler Lockett,5.1,70.5,0.5,0.0,0.0,0.0,0.1,15.3,TEN,14,2021,WR,4.0,5.0,9.0,142.0,28.4,55.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,27.2,27.2,10.4%,TEN,WR
Ja'Marr Chase,4.9,69.7,0.4,0.5,2.2,0.0,0.1,14.5,CIN,14,2021,WR,5.0,5.0,8.0,77.0,15.4,32.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,25.3,25.3,99.6%,CIN,WR
DK Metcalf,4.4,64.1,0.6,0.0,0.1,0.0,0.0,14.2,PIT,14,2021,WR,55.0,4.0,8.0,43.0,10.8,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,96.0%,PIT,WR
Marquise Brown,5.4,68.4,0.3,0.1,0.2,0.0,0.1,14.1,KC,14,2021,WR,52.0,5.0,8.0,41.0,8.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,9.1,35.7%,KC,WR
Darnell Mooney,4.6,62.5,0.4,0.2,1.1,0.0,0.0,13.6,ATL,14,2021,WR,85.0,1.0,5.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,58.3%,ATL,WR
Jerry Jeudy,4.3,58.2,0.4,0.2,0.8,0.0,0.0,12.6,CLE,14,2021,WR,50.0,5.0,6.0,47.0,9.4,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.7,9.7,87.5%,CLE,WR
Brandon Aiyuk,4.3,56.4,0.3,0.5,2.6,0.0,0.1,11.9,SF,14,2021,WR,12.0,6.0,10.0,62.0,10.3,21.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,18.6,18.6,55.5%,SF,WR
Russell Gage Jr.,4.9,53.4,0.2,0.1,0.2,0.0,0.0,11.5,SF,14,2021,WR,47.0,4.0,6.0,64.0,16.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,0.0%,SF,WR
Sterling Shepard,5.1,51.6,0.2,0.1,1.0,0.0,0.1,11.5,TB,14,2021,WR,71.0,2.0,4.0,27.0,13.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,1.0%,TB,WR
Amon-Ra St. Brown,5.0,52.5,0.2,0.2,1.1,0.0,0.0,11.4,DET,14,2021,WR,29.0,8.0,12.0,73.0,9.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,99.6%,DET,WR
Van Jefferson,4.2,53.7,0.3,0.0,0.0,0.0,0.0,11.2,TEN,14,2021,WR,31.0,2.0,3.0,58.0,29.0,52.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,14.8,14.8,1.1%,TEN,WR
Michael Gallup,3.8,53.7,0.3,0.0,0.0,0.0,0.0,10.9,WAS,14,2021,WR,45.0,5.0,9.0,60.0,12.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.6%,WAS,WR
Courtland Sutton,3.6,52.1,0.2,0.0,0.1,0.0,0.0,10.1,DEN,14,2021,WR,90.0,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,92.0%,DEN,WR
K.J. Osborn,3.9,47.5,0.2,0.1,0.2,0.0,0.0,10.0,WAS,14,2021,WR,18.0,3.0,9.0,83.0,27.7,62.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,1.4%,WAS,WR
Josh Reynolds,3.9,50.2,0.2,0.0,0.1,0.0,0.0,9.9,NYJ,14,2021,WR,56.0,3.0,5.0,52.0,17.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,2.6%,NYJ,WR
Laviska Shenault Jr.,4.2,42.5,0.2,1.1,4.8,0.0,0.1,9.9,BUF,14,2021,WR,60.0,4.0,7.0,34.0,8.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,0.1%,BUF,WR
Marquez Valdes-Scantling,3.0,50.8,0.3,0.1,0.4,0.0,0.0,9.7,SEA,14,2021,WR,67.0,3.0,5.0,20.0,6.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,3.7%,SEA,WR
Christian Kirk,3.7,46.0,0.2,0.1,0.6,0.0,0.0,9.7,HOU,14,2021,WR,43.0,3.0,6.0,86.0,28.7,47.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.6,11.6,30.0%,HOU,WR
Robbie Chosen,3.8,42.7,0.2,0.1,0.4,0.0,0.0,9.4,SF,14,2021,WR,6.0,7.0,12.0,84.0,12.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21.4,21.4,0.0%,SF,WR
Tim Patrick,3.1,42.9,0.3,0.0,0.0,0.0,0.0,8.9,DET,14,2021,WR,74.0,2.0,5.0,21.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,1.8%,DET,WR
Donovan Peoples-Jones,2.7,43.2,0.2,0.0,0.0,0.0,0.0,8.3,NO,14,2021,WR,35.0,5.0,7.0,90.0,18.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0%,NO,WR
Allen Lazard,2.8,35.5,0.3,0.1,0.2,0.0,0.0,7.9,NYJ,14,2021,WR,8.0,6.0,7.0,75.0,12.5,32.0,1.0,1.0,1.0,14.0,0.0,0.0,1.0,20.9,20.9,2.6%,NYJ,WR
Marquez Callaway,2.7,39.1,0.2,0.0,0.0,0.0,0.0,7.9,LV,14,2021,WR,66.0,2.0,4.0,34.0,17.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,0.0%,LV,WR
Kalif Raymond,3.0,39.0,0.1,0.1,0.2,0.0,0.0,7.8,DET,14,2021,WR,36.0,4.0,5.0,31.0,7.8,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.1,13.1,0.9%,DET,WR
Joshua Palmer,2.8,32.5,0.2,0.0,0.4,0.0,0.0,7.1,BUF,14,2021,WR,16.0,5.0,7.0,66.0,13.2,36.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.6,17.6,16.9%,BUF,WR
Rondale Moore,2.7,27.7,0.1,0.9,4.9,0.0,0.0,7.0,MIN,14,2021,WR,72.0,3.0,4.0,5.0,1.7,7.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,4.6,4.6,0.7%,MIN,WR
Darius Slayton,2.7,33.9,0.2,0.1,0.1,0.0,0.0,6.9,NYG,14,2021,WR,125.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2%,NYG,WR
Rashod Bateman,2.7,35.0,0.1,0.0,0.2,0.0,0.0,6.9,BAL,14,2021,WR,19.0,7.0,8.0,103.0,14.7,36.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,31.7%,BAL,WR
Nico Collins,2.9,33.8,0.1,0.0,0.2,0.0,0.0,6.9,HOU,14,2021,WR,41.0,5.0,10.0,69.0,13.8,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.9,11.9,99.5%,HOU,WR
DeAndre Carter,2.6,33.2,0.1,0.3,2.0,0.0,0.0,6.8,CLE,14,2021,WR,83.0,2.0,6.0,12.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.0%,CLE,WR
Olamide Zaccheaus,2.5,31.9,0.2,0.1,0.1,0.0,0.0,6.8,CHI,14,2021,WR,,,,,,,,,,,,,,,,,,
Braxton Berrios,2.5,30.5,0.1,0.1,0.7,0.0,0.0,6.4,HOU,14,2021,WR,44.0,6.0,10.0,52.0,8.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.2,11.2,0.6%,HOU,WR
Curtis Samuel,2.1,24.3,0.1,1.2,6.8,0.1,0.0,6.3,BUF,14,2021,WR,130.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9%,BUF,WR
Zay Jones,2.4,30.3,0.1,0.1,0.3,0.0,0.0,6.2,ARI,14,2021,WR,65.0,5.0,7.0,25.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,5.5,1.0%,ARI,WR
Mecole Hardman Jr.,2.1,26.4,0.1,0.3,1.9,0.0,0.0,5.7,GB,14,2021,WR,57.0,2.0,2.0,59.0,29.5,44.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.9,7.9,0.6%,GB,WR
Dez Fitzpatrick,2.3,26.5,0.1,0.0,0.0,0.0,0.0,5.3,LAC,14,2021,WR,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud III,1.8,18.8,0.1,0.5,2.5,0.0,0.0,4.7,ATL,14,2021,WR,51.0,6.0,8.0,32.0,5.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.2,9.2,2.8%,ATL,WR
Juwan Johnson,1.5,18.0,0.2,0.0,0.0,0.0,0.0,4.5,NO,14,2021,WR,,,,,,,,,,,,,,,,,,
Demarcus Robinson,1.5,18.8,0.1,0.0,0.0,0.0,0.0,4.1,SF,14,2021,WR,,,,,,,,,,,,,,,,,,
Cedrick Wilson Jr.,1.5,18.6,0.1,0.1,0.2,0.0,0.0,4.1,NO,14,2021,WR,76.0,2.0,2.0,18.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,1.1%,NO,WR
Devin Duvernay,1.6,17.4,0.1,0.2,1.3,0.0,0.0,4.1,CHI,14,2021,WR,79.0,2.0,5.0,14.0,7.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.7,3.7,0.6%,CHI,WR
Jauan Jennings,1.4,18.5,0.1,0.0,0.1,0.0,0.0,3.8,SF,14,2021,WR,58.0,3.0,5.0,46.0,15.3,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6,79.8%,SF,WR
Tyler Johnson,1.5,16.5,0.1,0.0,0.1,0.0,0.0,3.6,NYJ,14,2021,WR,69.0,3.0,3.0,17.0,5.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,1.1%,NYJ,WR
Lil'Jordan Humphrey,1.3,15.0,0.1,0.0,0.0,0.0,0.0,3.4,NYG,14,2021,WR,,,,,,,,,,,,,,,,,,
Ben Skowronek,1.2,13.6,0.1,0.0,0.1,0.0,0.0,3.2,PIT,14,2021,WR,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,PIT,WR
Dyami Brown,1.0,13.1,0.1,0.1,0.1,0.0,0.0,2.7,JAC,14,2021,WR,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.6%,JAC,WR
Trent Sherfield Sr.,1.0,11.4,0.1,0.0,0.0,0.0,0.0,2.7,DEN,14,2021,WR,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,DEN,WR
Equanimeous St. Brown,0.9,12.2,0.1,0.0,0.4,0.0,0.0,2.6,SF,14,2021,WR,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,SF,WR
KhaDarel Hodge,0.9,10.8,0.0,0.0,0.0,0.0,0.0,2.3,ATL,14,2021,WR,127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,ATL,WR
Chris Moore,0.9,9.0,0.0,0.0,0.0,0.0,0.0,1.8,WAS,14,2021,WR,,,,,,,,,,,,,,,,,,
Ihmir Smith-Marsette,0.7,8.0,0.0,0.0,0.1,0.0,0.0,1.7,NYG,14,2021,WR,,,,,,,,,,,,,,,,,,
Phillip Dorsett II,0.6,8.3,0.0,0.0,0.2,0.0,0.0,1.6,LV,14,2021,WR,91.0,1.0,3.0,9.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.9,1.9,0.0%,LV,WR
