Unnamed: 0_level_0_Rank,Player,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_G,FPTS,MISC_FPTS/G,MISC_ROST,Team,Week,Year,Position
1,Rob Gronkowski,8,8,90,11.3,20,2,2,0,0,0,0,1,29.0,29.0,1.3%,FA,1,2021,te
2,Darren Waller,10,19,105,10.5,24,1,1,0,0,0,0,1,26.5,26.5,20.1%,MIA,1,2021,te
3,T.J. Hockenson,8,11,97,12.1,23,2,1,0,0,0,0,1,25.7,25.7,95.6%,MIN,1,2021,te
4,Travis Kelce,6,7,76,12.7,19,0,2,0,0,0,0,1,25.6,25.6,96.2%,KC,1,2021,te
5,Juwan Johnson,3,3,21,7.0,12,0,2,0,0,0,0,1,17.1,17.1,8.9%,NO,1,2021,te
6,Dallas Goedert,4,5,42,10.5,13,0,1,0,0,0,0,1,14.2,14.2,76.9%,PHI,1,2021,te
7,Noah Fant,6,8,62,10.3,25,1,0,0,0,0,0,1,12.2,12.2,6.4%,CIN,1,2021,te
8,Logan Thomas,3,3,30,10.0,12,0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,1,2021,te
9,George Kittle,4,5,78,19.5,35,2,0,0,0,0,0,1,11.8,11.8,99.2%,SF,1,2021,te
10,Tyler Higbee,5,6,68,13.6,37,1,0,0,0,0,0,1,11.8,11.8,8.1%,LAR,1,2021,te
11,James O'Shaughnessy,6,8,48,8.0,22,1,0,0,0,0,0,1,10.8,10.8,0.0%,FA,1,2021,te
12,Pharaoh Brown,4,5,67,16.8,29,2,0,0,0,0,0,1,10.7,10.7,0.1%,MIA,1,2021,te
13,Jared Cook,5,8,56,11.2,23,1,0,0,0,0,0,1,10.6,10.6,0.0%,FA,1,2021,te
14,David Njoku,3,5,76,25.3,43,2,0,0,0,0,0,1,10.6,10.6,90.6%,CLE,1,2021,te
15,Dalton Schultz,6,6,45,7.5,16,0,0,0,0,0,0,1,10.5,10.5,12.1%,HOU,1,2021,te
16,Gerald Everett,2,2,20,10.0,11,0,1,0,0,0,0,1,10.0,10.0,1.4%,FA,1,2021,te
17,Jonnu Smith,5,5,42,8.4,11,0,0,1,6,0,0,1,9.8,9.8,62.9%,PIT,1,2021,te
18,Cole Kmet,5,7,42,8.4,10,0,0,0,0,0,0,1,9.2,9.2,10.3%,CHI,1,2021,te
19,Chris Manhertz,1,1,22,22.0,22,1,1,0,0,0,0,1,9.2,9.2,0.0%,NYG,1,2021,te
20,Albert Okwuegbunam Jr.,3,3,16,5.3,6,0,1,0,0,0,1,1,8.6,8.6,0.0%,LV,1,2021,te
21,Dawson Knox,4,4,41,10.3,13,0,0,0,0,0,0,1,8.1,8.1,2.9%,BUF,1,2021,te
22,Tyler Conklin,4,4,41,10.3,27,1,0,0,0,0,0,1,8.1,8.1,5.7%,LAC,1,2021,te
23,Kyle Pitts Sr.,4,8,31,7.8,18,0,0,0,0,0,0,1,7.1,7.1,63.1%,ATL,1,2021,te
24,Hayden Hurst,4,4,28,7.0,9,0,0,0,0,0,0,1,6.8,6.8,1.3%,FA,1,2021,te
25,Will Dissly,3,3,37,12.3,22,1,0,0,0,0,0,1,6.7,6.7,3.4%,LAC,1,2021,te
26,Hunter Henry,3,3,31,10.3,16,0,0,0,0,0,0,1,6.1,6.1,46.6%,NE,1,2021,te
27,Austin Hooper,3,3,27,9.0,14,0,0,0,0,0,0,1,5.7,5.7,2.4%,NE,1,2021,te
28,Tyler Kroft,3,5,26,8.7,10,0,0,0,0,0,0,1,5.6,5.6,0.0%,FA,1,2021,te
29,C.J. Uzomah,2,2,35,17.5,32,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,1,2021,te
30,Zach Ertz,2,2,34,17.0,28,1,0,0,0,0,0,1,5.4,5.4,42.6%,WAS,1,2021,te
31,Ryan Griffin,3,6,22,7.3,8,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,1,2021,te
32,Jack Doyle,3,4,21,7.0,9,0,0,0,0,0,0,1,5.1,5.1,2.0%,FA,1,2021,te
33,Blake Jarwin,3,3,20,6.7,7,0,0,0,0,0,0,1,5.0,5.0,4.0%,FA,1,2021,te
34,Mark Andrews,3,5,20,6.7,10,0,0,0,0,0,0,1,5.0,5.0,94.0%,BAL,1,2021,te
35,Anthony Firkser,3,4,19,6.3,11,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,1,2021,te
36,Adam Trautman,3,6,18,6.0,8,0,0,0,0,0,0,1,4.8,4.8,0.7%,DEN,1,2021,te
37,Pat Freiermuth,1,1,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,23.9%,PIT,1,2021,te
38,Eric Ebron,1,2,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,1,2021,te
39,Marcedes Lewis,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,1,2021,te
40,Robert Tonyan,2,4,8,4.0,5,0,0,0,0,0,0,1,2.8,2.8,0.0%,KC,1,2021,te
41,Kyle Rudolph,2,5,8,4.0,6,0,0,0,0,0,0,1,2.8,2.8,1.0%,FA,1,2021,te
42,Ian Thomas,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.1%,LV,1,2021,te
43,Harrison Bryant,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,PHI,1,2021,te
44,Dan Arnold,2,3,6,3.0,5,0,0,0,0,0,0,1,2.6,2.6,0.0%,FA,1,2021,te
45,Jimmy Graham,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,1,2021,te
46,Durham Smythe,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.6%,CHI,1,2021,te
47,Eric Saubert,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,1.8%,SEA,1,2021,te
48,Blake Bell,1,1,3,3.0,3,0,0,1,2,0,0,1,1.5,1.5,0.0%,FA,1,2021,te
49,Darren Fells,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,1,2021,te
50,Stephen Anderson,1,2,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,1,2021,te
51,Zach Gentry,1,1,-2,-2.0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,1,2021,te
52,Tommy Tremble,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CAR,1,2021,te
53,Dominique Dafney,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,1,2021,te
54,Jared Pinkney,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
55,Feleipe Franks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ATL,1,2021,te
56,Demetrius Harris,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
57,Taysom Hill,0,0,0,0.0,0,0,0,2,1,0,0,1,0.0,0.0,6.7%,NO,1,2021,te
58,Jordan Akins,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,FA,1,2021,te
59,Mike Gesicki,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,19.3%,CIN,1,2021,te
60,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,1,2021,te
61,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
62,Mo Alie-Cox,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,IND,1,2021,te
63,Josh Oliver,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,MIN,1,2021,te
64,Kaden Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
65,Donald Parham Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,PIT,1,2021,te
66,Chris Herndon IV,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
67,Geoff Swaim,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
68,Maxx Williams,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
69,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
70,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021,te
71,Andrew DePaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,1,2021,te
1,Travis Kelce,7,8,109,15.6,46,1,1,0,0,0,0,1,23.9,23.9,96.2%,KC,2,2021,te
2,T.J. Hockenson,8,9,66,8.3,20,1,1,0,0,0,0,1,20.6,20.6,95.6%,MIN,2,2021,te
3,Rob Gronkowski,4,5,39,9.8,20,1,2,0,0,0,0,1,19.9,19.9,1.3%,FA,2,2021,te
4,Maxx Williams,7,7,94,13.4,34,2,0,0,0,0,0,1,16.4,16.4,0.0%,FA,2,2021,te
5,Robert Tonyan,3,3,52,17.3,22,1,1,0,0,0,0,1,14.2,14.2,0.0%,KC,2,2021,te
6,Jack Doyle,5,8,64,12.8,34,1,0,0,0,0,0,1,13.4,13.4,2.0%,FA,2,2021,te
7,Noah Fant,4,6,33,8.3,14,0,1,0,0,0,0,1,13.3,13.3,6.4%,CIN,2,2021,te
8,Kyle Pitts Sr.,5,6,73,14.6,24,2,0,0,0,0,0,1,12.3,12.3,63.1%,ATL,2,2021,te
9,Darren Waller,5,7,65,13.0,25,1,0,0,0,0,0,1,11.5,11.5,20.1%,MIA,2,2021,te
10,Foster Moreau,2,3,34,17.0,25,1,1,0,0,0,0,1,11.4,11.4,0.9%,NO,2,2021,te
11,Mark Andrews,5,5,57,11.4,20,1,0,0,0,0,0,1,10.7,10.7,94.0%,BAL,2,2021,te
12,Dawson Knox,2,3,17,8.5,9,0,1,0,0,0,0,1,9.7,9.7,2.9%,BUF,2,2021,te
13,Logan Thomas,5,7,45,9.0,24,1,0,0,0,0,0,1,9.5,9.5,0.0%,FA,2,2021,te
14,Austin Hooper,5,5,40,8.0,13,0,0,0,0,0,0,1,9.0,9.0,2.4%,NE,2,2021,te
15,Harrison Bryant,4,4,49,12.3,29,1,0,0,0,0,0,1,8.9,8.9,0.0%,PHI,2,2021,te
16,Ricky Seals-Jones,1,1,19,19.0,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,FA,2,2021,te
17,Dan Arnold,3,4,55,18.3,19,0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,2,2021,te
18,Pat Freiermuth,4,4,36,9.0,14,0,0,0,0,0,0,1,7.6,7.6,23.9%,PIT,2,2021,te
19,MyCole Pruitt,3,3,43,14.3,22,1,0,0,0,0,0,1,7.3,7.3,1.0%,FA,2,2021,te
20,Mike Gesicki,3,6,41,13.7,18,0,0,0,0,0,0,1,7.1,7.1,19.3%,CIN,2,2021,te
21,Jonnu Smith,4,5,28,7.0,19,0,0,0,0,0,0,1,6.8,6.8,62.9%,PIT,2,2021,te
22,Blake Jarwin,3,4,37,12.3,20,1,0,0,0,0,0,1,6.7,6.7,4.0%,FA,2,2021,te
23,Albert Okwuegbunam Jr.,4,4,24,6.0,14,0,0,0,0,0,0,1,6.4,6.4,0.0%,LV,2,2021,te
24,Hunter Henry,2,4,42,21.0,32,1,0,0,0,0,0,1,6.2,6.2,46.6%,NE,2,2021,te
25,Jared Cook,3,5,28,9.3,12,0,0,0,0,0,0,1,5.8,5.8,0.0%,FA,2,2021,te
26,George Kittle,4,4,17,4.3,8,0,0,0,0,0,0,1,5.7,5.7,99.2%,SF,2,2021,te
27,Kyle Rudolph,2,2,25,12.5,13,0,0,0,0,0,0,1,4.5,4.5,1.0%,FA,2,2021,te
28,Dallas Goedert,2,2,24,12.0,14,0,0,0,0,0,0,1,4.4,4.4,76.9%,PHI,2,2021,te
29,Kaden Smith,2,2,24,12.0,21,1,0,0,0,0,0,1,4.4,4.4,0.0%,FA,2,2021,te
30,David Njoku,2,3,18,9.0,11,0,0,0,0,0,0,1,3.8,3.8,90.6%,CLE,2,2021,te
31,Dalton Schultz,2,2,18,9.0,11,0,0,0,0,0,0,1,3.8,3.8,12.1%,HOU,2,2021,te
32,Tyler Conklin,2,4,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,5.7%,LAC,2,2021,te
33,James O'Shaughnessy,1,1,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,FA,2,2021,te
34,Juwan Johnson,1,3,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,8.9%,NO,2,2021,te
35,Derek Carrier,2,2,13,6.5,9,0,0,0,0,0,0,1,3.3,3.3,0.0%,FA,2,2021,te
36,O.J. Howard,1,1,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,FA,2,2021,te
37,Blake Bell,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,2,2021,te
38,Ryan Griffin,2,2,10,5.0,5,0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,2,2021,te
39,Geoff Swaim,2,2,10,5.0,5,0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,2,2021,te
40,Stephen Anderson,2,2,9,4.5,7,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,2,2021,te
41,Mo Alie-Cox,1,2,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.6%,IND,2,2021,te
42,Jordan Akins,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,1.0%,FA,2,2021,te
43,C.J. Uzomah,2,2,4,2.0,3,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,2,2021,te
44,Tommy Hudson,1,2,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,2,2021,te
45,Josh Oliver,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,1.1%,MIN,2,2021,te
46,Lee Smith,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,2,2021,te
47,Cethan Carter,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,2,2021,te
48,Cameron Brate,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,2.0%,FA,2,2021,te
49,Tyler Higbee,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,8.1%,LAR,2,2021,te
50,Tyler Kroft,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,2,2021,te
51,Eric Saubert,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,1.8%,SEA,2,2021,te
52,Ian Thomas,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.1%,LV,2,2021,te
53,Luke Farrell,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.6%,SF,2,2021,te
54,Hayden Hurst,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,1.3%,FA,2,2021,te
55,Zach Ertz,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,42.6%,WAS,2,2021,te
56,Gerald Everett,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,1.4%,FA,2,2021,te
57,Cole Kmet,1,1,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,10.3%,CHI,2,2021,te
58,John Bates,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,WAS,2,2021,te
59,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,2,2021,te
60,Ben Ellefson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
61,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,2,2021,te
62,Parker Hesse,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
63,Jack Stoll,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,2,2021,te
64,Demetrius Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
65,Eric Ebron,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
66,Taysom Hill,0,0,0,0.0,0,0,0,2,16,0,0,1,0.0,0.0,6.7%,NO,2,2021,te
67,Pharaoh Brown,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,MIA,2,2021,te
68,Adam Shaheen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
69,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
70,Donald Parham Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,PIT,2,2021,te
71,Jody Fortson Jr.,1,1,11,11.0,11,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021,te
72,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CHI,2,2021,te
73,Chris Manhertz,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,2,2021,te
1,Dalton Schultz,6,7,80,13.3,22,1,2,0,0,0,0,1,26.0,26.0,12.1%,HOU,3,2021,te
2,Tyler Conklin,7,8,70,10.0,17,0,1,0,0,0,0,1,20.0,20.0,5.7%,LAC,3,2021,te
3,Mike Gesicki,10,12,86,8.6,27,1,0,0,0,0,0,1,18.6,18.6,19.3%,CIN,3,2021,te
4,Travis Kelce,7,11,104,14.9,28,2,0,0,0,0,0,1,17.4,17.4,96.2%,KC,3,2021,te
5,George Kittle,7,9,92,13.1,39,1,0,1,9,0,0,1,17.1,17.1,99.2%,SF,3,2021,te
6,Mark Andrews,5,7,109,21.8,41,3,0,0,0,0,0,1,15.9,15.9,94.0%,BAL,3,2021,te
7,Zach Ertz,4,7,53,13.3,27,1,1,0,0,0,0,1,15.3,15.3,42.6%,WAS,3,2021,te
8,Tyler Higbee,5,5,40,8.0,12,0,1,0,0,0,0,1,15.0,15.0,8.1%,LAR,3,2021,te
9,Dawson Knox,4,5,49,12.3,19,0,1,0,0,0,0,1,14.9,14.9,2.9%,BUF,3,2021,te
10,Logan Thomas,4,4,42,10.5,15,0,1,0,0,0,1,1,12.2,12.2,0.0%,FA,3,2021,te
11,Pat Freiermuth,3,5,22,7.3,15,0,1,0,0,0,0,1,11.2,11.2,23.9%,PIT,3,2021,te
12,Tommy Tremble,1,1,30,30.0,30,1,0,1,7,1,0,1,10.7,10.7,0.6%,CAR,3,2021,te
13,Gerald Everett,5,5,54,10.8,17,0,0,0,0,0,0,1,10.4,10.4,1.4%,FA,3,2021,te
14,Darren Waller,5,7,54,10.8,23,1,0,0,0,0,0,1,10.4,10.4,20.1%,MIA,3,2021,te
15,Austin Hooper,2,3,19,9.5,13,0,1,0,0,0,0,1,9.9,9.9,2.4%,NE,3,2021,te
16,Lee Smith,3,3,7,2.3,3,0,1,0,0,0,0,1,9.7,9.7,0.0%,FA,3,2021,te
17,Rob Gronkowski,4,7,55,13.8,26,1,0,0,0,0,0,1,9.5,9.5,1.3%,FA,3,2021,te
18,Hunter Henry,5,6,36,7.2,9,0,0,0,0,0,0,1,8.6,8.6,46.6%,NE,3,2021,te
19,Dallas Goedert,2,4,66,33.0,38,2,0,0,0,0,0,1,8.6,8.6,76.9%,PHI,3,2021,te
20,Cameron Brate,4,5,35,8.8,17,0,0,0,0,0,0,1,7.5,7.5,2.0%,FA,3,2021,te
21,Jordan Akins,4,5,32,8.0,12,0,0,0,0,0,0,1,7.2,7.2,1.0%,FA,3,2021,te
22,Geoff Swaim,3,4,27,9.0,26,1,0,0,0,0,0,1,5.7,5.7,0.0%,FA,3,2021,te
23,Kyle Pitts Sr.,2,3,35,17.5,25,1,0,0,0,0,0,1,5.5,5.5,63.1%,ATL,3,2021,te
24,Darren Fells,2,3,35,17.5,24,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,3,2021,te
25,Will Dissly,1,1,39,39.0,39,1,0,0,0,0,0,1,4.9,4.9,3.4%,LAC,3,2021,te
26,Maxx Williams,3,3,19,6.3,7,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,3,2021,te
27,Jared Cook,2,3,27,13.5,21,1,0,0,0,0,0,1,4.7,4.7,0.0%,FA,3,2021,te
28,Dan Arnold,2,4,23,11.5,12,0,0,0,0,0,0,1,4.3,4.3,0.0%,FA,3,2021,te
29,Noah Fant,2,3,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,6.4%,CIN,3,2021,te
30,Jacob Hollister,2,6,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,1.0%,FA,3,2021,te
31,Blake Jarwin,2,2,14,7.0,8,0,0,0,0,0,0,1,3.4,3.4,4.0%,FA,3,2021,te
32,Mo Alie-Cox,2,2,14,7.0,11,0,0,0,0,0,0,1,3.4,3.4,0.6%,IND,3,2021,te
33,Tyler Kroft,2,2,12,6.0,8,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,3,2021,te
34,T.J. Hockenson,2,2,10,5.0,5,0,0,0,0,0,0,1,3.0,3.0,95.6%,MIN,3,2021,te
35,Donald Parham Jr.,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,1.0%,PIT,3,2021,te
36,Tommy Sweeney,2,2,2,1.0,1,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,3,2021,te
37,Evan Engram,2,6,21,10.5,13,0,0,0,0,0,1,1,2.1,2.1,88.0%,DEN,3,2021,te
38,O.J. Howard,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,3,2021,te
39,Cole Kmet,1,4,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,10.3%,CHI,3,2021,te
40,Jack Doyle,1,2,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,2.0%,FA,3,2021,te
41,Kaden Smith,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,3,2021,te
42,Foster Moreau,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.9%,NO,3,2021,te
43,MyCole Pruitt,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,1.0%,FA,3,2021,te
44,Albert Okwuegbunam Jr.,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,LV,3,2021,te
45,Robert Tonyan,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,KC,3,2021,te
46,Blake Bell,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,3,2021,te
47,Josh Oliver,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,1.1%,MIN,3,2021,te
48,Noah Gray,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,6.9%,KC,3,2021,te
49,Ryan Griffin,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,3,2021,te
50,Josiah Deguara,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,ARI,3,2021,te
51,Jonnu Smith,1,6,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,62.9%,PIT,3,2021,te
52,Tommy Hudson,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,3,2021,te
53,Luke Farrell,1,1,-1,-1.0,0,0,0,0,0,0,0,1,0.9,0.9,0.6%,SF,3,2021,te
54,John Bates,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,WAS,3,2021,te
55,Juwan Johnson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,8.9%,NO,3,2021,te
56,Adam Trautman,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,DEN,3,2021,te
57,Harrison Bryant,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,PHI,3,2021,te
58,Nick Ralston,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
59,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CIN,3,2021,te
60,Demetrius Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
61,Eric Ebron,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
62,Jimmy Graham,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
63,Pharaoh Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,MIA,3,2021,te
64,Taysom Hill,0,0,0,0.0,0,0,0,6,32,1,0,1,0.0,0.0,6.7%,NO,3,2021,te
65,Hayden Hurst,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,FA,3,2021,te
66,Adam Shaheen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
67,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,3,2021,te
68,Eric Saubert,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.8%,SEA,3,2021,te
69,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
70,Jody Fortson Jr.,2,2,7,3.5,5,0,1,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
71,Durham Smythe,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CHI,3,2021,te
72,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,3,2021,te
73,C.J. Uzomah,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
74,Jesse James,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2021,te
1,C.J. Uzomah,5,6,95,19.0,31,3,2,0,0,0,0,1,26.5,26.5,0.0%,FA,4,2021,te
2,Dawson Knox,5,8,37,7.4,25,1,2,0,0,0,0,1,20.7,20.7,2.9%,BUF,4,2021,te
3,Mo Alie-Cox,3,5,42,14.0,28,1,2,0,0,0,0,1,19.2,19.2,0.6%,IND,4,2021,te
4,Jared Cook,6,7,70,11.7,22,1,1,0,0,0,0,1,19.0,19.0,0.0%,FA,4,2021,te
5,Dalton Schultz,6,8,58,9.7,18,0,1,0,0,0,0,1,17.8,17.8,12.1%,HOU,4,2021,te
6,Maxx Williams,5,5,66,13.2,25,1,1,0,0,0,0,1,17.6,17.6,0.0%,FA,4,2021,te
7,Mike Gesicki,5,6,57,11.4,22,2,1,0,0,0,0,1,16.7,16.7,19.3%,CIN,4,2021,te
8,Dallas Goedert,5,5,56,11.2,21,1,1,0,0,0,0,1,16.6,16.6,76.9%,PHI,4,2021,te
9,Noah Fant,6,10,46,7.7,14,0,1,0,0,0,0,1,16.6,16.6,6.4%,CIN,4,2021,te
10,Darren Waller,4,7,50,12.5,21,1,1,0,0,0,0,1,15.0,15.0,20.1%,MIA,4,2021,te
11,Hunter Henry,4,5,32,8.0,11,0,1,0,0,0,0,1,13.2,13.2,46.6%,NE,4,2021,te
12,Zach Ertz,6,8,60,10.0,19,0,0,0,0,0,0,1,12.0,12.0,42.6%,WAS,4,2021,te
