Unnamed: 0_level_0_Rank,Player,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_G,FPTS,MISC_FPTS/G,MISC_ROST,Team,Week,Year,Position
6,John Bates,2,3,45,22.5,32,1,1,0,0,0,0,1,12.5,12.5,0.6%,WAS,16,2021,te
7,Evan Engram,4,5,17,4.3,9,0,1,0,0,0,0,1,11.7,11.7,88.0%,DEN,16,2021,te
8,Jimmy Graham,2,2,30,15.0,15,0,1,0,0,0,0,1,11.0,11.0,0.0%,FA,16,2021,te
9,Foster Moreau,4,4,67,16.8,28,2,0,0,0,0,0,1,10.7,10.7,0.9%,NO,16,2021,te
10,Hayden Hurst,2,2,21,10.5,12,0,1,0,0,0,0,1,10.1,10.1,1.3%,FA,16,2021,te
11,Brevin Jordan,4,4,56,14.0,27,1,0,0,0,0,0,1,9.6,9.6,0.6%,HOU,16,2021,te
12,Jared Cook,3,5,44,14.7,18,0,0,0,0,0,0,1,9.4,9.4,0.0%,FA,16,2021,te
13,Cameron Brate,2,4,11,5.5,7,0,1,0,0,0,0,1,9.1,9.1,2.0%,FA,16,2021,te
14,Dawson Knox,2,3,11,5.5,9,0,1,0,0,0,0,1,9.1,9.1,2.9%,BUF,16,2021,te
15,Tyler Higbee,5,6,41,8.2,12,0,0,0,0,0,0,1,9.1,9.1,8.1%,LAR,16,2021,te
16,James O'Shaughnessy,4,4,49,12.3,22,1,0,0,0,0,0,1,8.9,8.9,0.0%,FA,16,2021,te
17,Cole Kmet,4,5,49,12.3,16,0,0,0,0,0,0,1,8.9,8.9,10.3%,CHI,16,2021,te
18,C.J. Uzomah,5,7,36,7.2,16,0,0,0,0,0,0,1,8.6,8.6,0.0%,FA,16,2021,te
19,Tyler Conklin,4,5,44,11.0,19,0,0,0,0,0,0,1,8.4,8.4,5.7%,LAC,16,2021,te
20,Harrison Bryant,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,PHI,16,2021,te
21,Zach Gentry,4,4,31,7.8,12,0,0,0,0,0,0,1,7.1,7.1,0.0%,FA,16,2021,te
22,Mo Alie-Cox,2,4,42,21.0,37,1,0,0,0,0,0,1,6.2,6.2,0.6%,IND,16,2021,te
23,Durham Smythe,3,3,31,10.3,13,0,0,0,0,0,0,1,6.1,6.1,0.6%,CHI,16,2021,te
24,Noah Fant,3,4,30,10.0,20,1,0,0,0,0,0,1,6.0,6.0,6.4%,CIN,16,2021,te
25,Tyler Kroft,3,5,29,9.7,22,1,0,0,0,0,0,1,5.9,5.9,0.0%,FA,16,2021,te
26,Austin Hooper,3,5,26,8.7,11,0,0,0,0,0,0,1,5.6,5.6,2.4%,NE,16,2021,te
27,Stephen Anderson,2,2,34,17.0,27,1,0,0,0,0,0,1,5.4,5.4,0.0%,FA,16,2021,te
28,Mike Gesicki,3,4,22,7.3,12,0,0,0,0,0,0,1,5.2,5.2,19.3%,CIN,16,2021,te
29,Dallas Goedert,2,4,28,14.0,16,0,0,0,0,0,0,1,4.8,4.8,76.9%,PHI,16,2021,te
30,Tommy Tremble,2,2,22,11.0,14,0,0,0,0,0,0,1,4.2,4.2,0.6%,CAR,16,2021,te
31,George Kittle,2,3,21,10.5,16,0,0,0,0,0,0,1,4.1,4.1,99.2%,SF,16,2021,te
32,Jacob Hollister,2,2,20,10.0,11,0,0,0,0,0,0,1,4.0,4.0,1.0%,FA,16,2021,te
33,Geoff Swaim,3,3,10,3.3,6,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,16,2021,te
34,Brock Wright,3,3,4,1.3,5,0,0,0,0,0,0,1,3.4,3.4,0.6%,DET,16,2021,te
35,Rob Gronkowski,1,2,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,1.3%,FA,16,2021,te
36,Noah Gray,2,2,12,6.0,7,0,0,0,0,0,0,1,3.2,3.2,6.9%,KC,16,2021,te
37,Pharaoh Brown,2,3,10,5.0,6,0,0,0,0,0,0,1,3.0,3.0,0.1%,MIA,16,2021,te
38,Drew Sample,2,2,9,4.5,5,0,0,0,0,0,0,1,2.9,2.9,0.6%,CIN,16,2021,te
39,Ethan Wolf,2,2,8,4.0,4,0,0,0,0,0,0,1,2.8,2.8,0.0%,FA,16,2021,te
40,Josiah Deguara,2,3,5,2.5,4,0,0,0,0,0,0,1,2.5,2.5,0.0%,ARI,16,2021,te
41,Anthony Firkser,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,16,2021,te
42,Tre' McKitty,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,16,2021,te
43,Marcedes Lewis,2,3,2,1.0,1,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,16,2021,te
44,Blake Bell,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,16,2021,te
45,Hunter Henry,1,6,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,46.6%,NE,16,2021,te
46,Kevin Rader,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,16,2021,te
47,Chris Myarick,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,MIA,16,2021,te
48,Kylen Granson,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.7%,PHI,16,2021,te
49,Ian Thomas,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,LV,16,2021,te
50,Demetrius Harris,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,16,2021,te
51,Ricky Seals-Jones,1,1,-4,-4.0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%,FA,16,2021,te
52,Colby Parkinson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,LAR,16,2021,te
53,Farrod Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
54,Mitchell Wilcox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIA,16,2021,te
55,Stephen Sullivan,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
56,Rashod Berry,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
57,Giovanni Ricci,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,16,2021,te
58,Sean McKeon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,16,2021,te
59,Sammis Reyes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
60,Jack Stoll,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,16,2021,te
61,Shane Zylstra,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,DET,16,2021,te
62,Briley Moore,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
63,Kyle Rudolph,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,FA,16,2021,te
64,David Njoku,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,90.6%,CLE,16,2021,te
65,O.J. Howard,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
66,Jonnu Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,62.9%,PIT,16,2021,te
67,Jeremy Sprinkle,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
68,Albert Okwuegbunam Jr.,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,16,2021,te
69,N'Keal Harry,2,6,15,7.5,10,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
70,Tyree Jackson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,16,2021,te
71,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
72,Jordan Akins,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,FA,16,2021,te
73,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,FA,16,2021,te
74,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
75,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
76,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2021,te
77,Nick Vannett,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,16,2021,te
78,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,KC,16,2021,te
1,Noah Fant,6,7,92,15.3,35,1,1,0,0,0,0,1,21.2,21.2,6.4%,CIN,17,2021,te
2,Rob Gronkowski,7,10,115,16.4,24,3,0,0,0,0,0,1,18.5,18.5,1.3%,FA,17,2021,te
3,Mark Andrews,6,6,89,14.8,33,1,0,0,0,0,0,1,14.9,14.9,94.0%,BAL,17,2021,te
4,Travis Kelce,5,7,25,5.0,8,0,1,1,-1,0,0,1,13.4,13.4,96.2%,KC,17,2021,te
5,Dallas Goedert,6,7,71,11.8,18,0,0,0,0,0,0,1,13.1,13.1,76.9%,PHI,17,2021,te
6,Tyler Higbee,6,9,69,11.5,19,0,0,0,0,0,0,1,12.9,12.9,8.1%,LAR,17,2021,te
7,David Njoku,4,4,28,7.0,9,0,1,0,0,0,0,1,12.8,12.8,90.6%,CLE,17,2021,te
8,Dalton Schultz,6,10,54,9.0,14,0,0,0,0,0,0,1,11.4,11.4,12.1%,HOU,17,2021,te
9,Anthony Firkser,3,3,24,8.0,15,0,1,0,0,0,0,1,11.4,11.4,0.0%,FA,17,2021,te
10,Zach Ertz,7,9,41,5.9,11,0,0,0,0,0,0,1,11.1,11.1,42.6%,WAS,17,2021,te
11,Geoff Swaim,3,3,9,3.0,5,0,1,0,0,0,0,1,9.9,9.9,0.0%,FA,17,2021,te
12,Tyler Conklin,5,9,47,9.4,15,0,0,0,0,0,0,1,9.7,9.7,5.7%,LAC,17,2021,te
13,Mike Gesicki,4,7,51,12.8,15,0,0,0,0,0,0,1,9.1,9.1,19.3%,CIN,17,2021,te
14,Kyle Pitts Sr.,2,4,69,34.5,61,1,0,0,0,0,0,1,8.9,8.9,63.1%,ATL,17,2021,te
15,Cameron Brate,2,3,5,2.5,4,0,1,0,0,0,0,1,8.5,8.5,2.0%,FA,17,2021,te
16,Pat Freiermuth,5,6,22,4.4,12,0,0,0,0,0,0,1,7.2,7.2,23.9%,PIT,17,2021,te
17,C.J. Uzomah,4,6,32,8.0,11,0,0,0,0,0,0,1,7.2,7.2,0.0%,FA,17,2021,te
18,Harrison Bryant,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,PHI,17,2021,te
19,Blake Bell,3,3,35,11.7,24,1,0,1,2,0,0,1,6.7,6.7,0.0%,FA,17,2021,te
20,Hunter Henry,3,5,37,12.3,17,0,0,0,0,0,0,1,6.7,6.7,46.6%,NE,17,2021,te
21,Durham Smythe,3,3,37,12.3,21,1,0,0,0,0,0,1,6.7,6.7,0.6%,CHI,17,2021,te
22,Gerald Everett,3,5,36,12.0,15,0,0,0,0,0,0,1,6.6,6.6,1.4%,FA,17,2021,te
23,John Bates,3,4,35,11.7,24,1,0,0,0,0,0,1,6.5,6.5,0.6%,WAS,17,2021,te
24,Ian Thomas,3,3,33,11.0,21,1,0,0,0,0,0,1,6.3,6.3,0.1%,LV,17,2021,te
25,Parker Hesse,3,3,31,10.3,17,0,0,0,0,0,0,1,6.1,6.1,0.0%,FA,17,2021,te
26,Mo Alie-Cox,3,5,28,9.3,17,0,0,0,0,0,0,1,5.8,5.8,0.6%,IND,17,2021,te
27,Kenny Yeboah,2,2,36,18.0,24,1,0,0,0,0,0,1,5.6,5.6,0.0%,DET,17,2021,te
28,Cole Kmet,3,5,25,8.3,11,0,0,0,0,0,0,1,5.5,5.5,10.3%,CHI,17,2021,te
29,Tre' McKitty,3,3,22,7.3,8,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,17,2021,te
30,Daniel Brown,2,2,29,14.5,24,1,0,0,0,0,0,1,4.9,4.9,0.0%,FA,17,2021,te
31,Austin Hooper,2,5,28,14.0,21,1,0,0,0,0,0,1,4.8,4.8,2.4%,NE,17,2021,te
32,George Kittle,1,2,29,29.0,29,1,0,1,6,0,0,1,4.5,4.5,99.2%,SF,17,2021,te
33,Jonnu Smith,1,1,20,20.0,20,1,0,1,5,0,0,1,3.5,3.5,62.9%,PIT,17,2021,te
34,Josiah Deguara,2,3,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,0.0%,ARI,17,2021,te
35,Tyler Davis,2,2,9,4.5,9,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,17,2021,te
36,Albert Okwuegbunam Jr.,2,2,5,2.5,6,0,0,0,0,0,0,1,2.5,2.5,0.0%,LV,17,2021,te
37,Evan Engram,1,2,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,88.0%,DEN,17,2021,te
38,Colby Parkinson,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,1.1%,LAR,17,2021,te
39,Foster Moreau,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.9%,NO,17,2021,te
40,Pharaoh Brown,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.1%,MIA,17,2021,te
41,Brevin Jordan,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.6%,HOU,17,2021,te
42,Ricky Seals-Jones,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,17,2021,te
43,Stephen Anderson,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,17,2021,te
44,Will Dissly,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,3.4%,LAC,17,2021,te
45,Luke Farrell,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.6%,SF,17,2021,te
46,Noah Gray,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,6.9%,KC,17,2021,te
47,Juwan Johnson,1,2,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,8.9%,NO,17,2021,te
48,Jesse James,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,17,2021,te
49,Nick Boyle,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,17,2021,te
50,Zach Gentry,1,2,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%,FA,17,2021,te
51,Dominique Dafney,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,17,2021,te
52,Charlie Woerner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,ATL,17,2021,te
53,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,17,2021,te
54,Sammis Reyes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2021,te
55,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CIN,17,2021,te
56,Kyle Rudolph,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,FA,17,2021,te
57,Jimmy Graham,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2021,te
58,Taysom Hill,0,0,0,0.0,0,0,0,12,45,0,0,1,0.0,0.0,6.7%,NO,17,2021,te
59,Eric Saubert,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.8%,SEA,17,2021,te
60,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2021,te
61,Dawson Knox,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.9%,BUF,17,2021,te
62,Kevin Rader,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2021,te
63,Chris Manhertz,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,17,2021,te
64,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2021,te
1,Tyler Higbee,6,8,55,9.2,15,0,2,0,0,0,0,1,23.5,23.5,8.1%,LAR,18,2021,te
2,Rob Gronkowski,7,10,137,19.6,42,3,0,0,0,0,0,1,20.7,20.7,1.3%,FA,18,2021,te
3,Dalton Schultz,3,3,21,7.0,10,0,2,0,0,0,0,1,17.1,17.1,12.1%,HOU,18,2021,te
4,Mark Andrews,8,15,85,10.6,28,1,0,1,0,0,0,1,16.5,16.5,94.0%,BAL,18,2021,te
5,Anthony Firkser,4,4,56,14.0,24,1,1,0,0,0,0,1,15.6,15.6,0.0%,FA,18,2021,te
6,Josiah Deguara,3,4,66,22.0,62,1,1,0,0,0,0,1,15.6,15.6,0.0%,ARI,18,2021,te
7,Zach Ertz,7,10,84,12.0,19,0,0,0,0,0,0,1,15.4,15.4,42.6%,WAS,18,2021,te
8,Hunter Henry,5,6,86,17.2,35,2,0,0,0,0,0,1,13.6,13.6,46.6%,NE,18,2021,te
9,Travis Kelce,4,5,34,8.5,12,0,1,0,0,0,0,1,13.4,13.4,96.2%,KC,18,2021,te
10,Brock Wright,2,2,51,25.5,36,1,1,0,0,0,0,1,13.1,13.1,0.6%,DET,18,2021,te
11,Jared Cook,4,7,80,20.0,42,1,0,0,0,0,0,1,12.0,12.0,0.0%,FA,18,2021,te
12,Pat Freiermuth,6,9,53,8.8,14,0,0,0,0,0,0,1,11.3,11.3,23.9%,PIT,18,2021,te
13,Tyree Jackson,3,5,22,7.3,13,0,1,0,0,0,0,1,11.2,11.2,0.0%,WAS,18,2021,te
14,Cole Kmet,4,5,48,12.0,20,1,0,0,0,0,0,1,8.8,8.8,10.3%,CHI,18,2021,te
15,Adam Trautman,1,1,18,18.0,18,0,1,0,0,0,0,1,8.8,8.8,0.7%,DEN,18,2021,te
16,Dawson Knox,3,5,49,16.3,28,1,0,0,4,0,0,1,8.3,8.3,2.9%,BUF,18,2021,te
17,Zach Gentry,4,5,39,9.8,25,1,0,0,0,0,0,1,7.9,7.9,0.0%,FA,18,2021,te
18,Juwan Johnson,1,2,5,5.0,5,0,1,0,0,0,0,1,7.5,7.5,8.9%,NO,18,2021,te
19,Foster Moreau,2,2,50,25.0,44,1,0,0,0,0,0,1,7.0,7.0,0.9%,NO,18,2021,te
20,George Kittle,5,7,10,2.0,6,0,0,0,0,0,0,1,6.0,6.0,99.2%,SF,18,2021,te
21,Kyle Rudolph,4,6,17,4.3,9,0,0,0,0,0,0,1,5.7,5.7,1.0%,FA,18,2021,te
22,Durham Smythe,2,2,32,16.0,17,0,0,0,0,0,0,1,5.2,5.2,0.6%,CHI,18,2021,te
23,Mo Alie-Cox,2,3,27,13.5,18,0,0,0,0,0,0,1,4.7,4.7,0.6%,IND,18,2021,te
24,Mitchell Wilcox,3,5,16,5.3,8,0,0,0,0,0,0,1,4.6,4.6,0.0%,MIA,18,2021,te
25,Jacob Hollister,3,3,14,4.7,7,0,0,0,0,0,0,1,4.4,4.4,1.0%,FA,18,2021,te
26,Hayden Hurst,1,1,33,33.0,33,1,0,0,0,0,0,1,4.3,4.3,1.3%,FA,18,2021,te
27,Darren Waller,2,9,22,11.0,18,0,0,0,0,0,0,1,4.2,4.2,20.1%,MIA,18,2021,te
28,Mike Gesicki,2,3,22,11.0,13,0,0,0,0,0,0,1,4.2,4.2,19.3%,CIN,18,2021,te
29,Jimmy Graham,2,2,16,8.0,10,0,0,0,0,0,0,1,3.6,3.6,0.0%,FA,18,2021,te
30,Dominique Dafney,1,1,26,26.0,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,CAR,18,2021,te
31,Colby Parkinson,2,3,14,7.0,12,0,0,0,0,0,0,1,3.4,3.4,1.1%,LAR,18,2021,te
32,Cameron Brate,2,3,12,6.0,7,0,0,0,0,0,0,1,3.2,3.2,2.0%,FA,18,2021,te
33,Tommy Tremble,2,5,7,3.5,6,0,0,1,4,0,0,1,3.1,3.1,0.6%,CAR,18,2021,te
34,Richard Rodgers,2,2,11,5.5,9,0,0,0,0,0,0,1,3.1,3.1,0.0%,FA,18,2021,te
35,David Njoku,2,2,11,5.5,6,0,0,0,0,0,0,1,3.1,3.1,90.6%,CLE,18,2021,te
36,Gerald Everett,1,3,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,1.4%,FA,18,2021,te
37,Kyle Pitts Sr.,2,5,8,4.0,7,0,0,0,0,0,0,1,2.8,2.8,63.1%,ATL,18,2021,te
38,Noah Fant,1,2,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,6.4%,CIN,18,2021,te
39,Tyler Conklin,2,4,6,3.0,9,0,0,0,0,0,0,1,2.6,2.6,5.7%,LAC,18,2021,te
40,Jack Doyle,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,2.0%,FA,18,2021,te
41,Nick Vannett,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,MIN,18,2021,te
42,Jeremy Sprinkle,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,18,2021,te
43,Harrison Bryant,1,3,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,PHI,18,2021,te
44,Drew Sample,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.6%,CIN,18,2021,te
45,Antony Auclair,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,18,2021,te
46,Blake Jarwin,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,4.0%,FA,18,2021,te
47,John Bates,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.6%,WAS,18,2021,te
48,Tyler Kroft,1,3,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,18,2021,te
49,Evan Engram,1,5,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,88.0%,DEN,18,2021,te
50,Geoff Swaim,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,18,2021,te
51,Josh Oliver,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,1.1%,MIN,18,2021,te
52,Jonnu Smith,0,0,0,0.0,0,0,0,1,5,0,0,1,0.5,0.5,62.9%,PIT,18,2021,te
53,Tre' McKitty,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
54,Luke Farrell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,SF,18,2021,te
55,Noah Togiai,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
56,Ben Ellefson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
57,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,18,2021,te
58,Tyler Davis,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
59,Rashod Berry,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
60,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
61,Luke Stocker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.2%,FA,18,2021,te
62,Marcedes Lewis,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
63,Taysom Hill,0,0,0,0.0,0,0,0,5,18,0,0,1,0.0,0.0,6.7%,NO,18,2021,te
64,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
65,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
66,Albert Okwuegbunam Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,18,2021,te
67,N'Keal Harry,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
68,Blake Bell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
69,Eric Tomlinson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2021,te
1,Travis Kelce,8,9,121,15.1,35,2,1,0,0,0,0,1,26.1,26.1,96.2%,KC,1,2022,te
2,O.J. Howard,2,2,38,19.0,22,1,2,0,0,0,0,1,17.8,17.8,0.0%,FA,1,2022,te
3,Taysom Hill,1,1,2,2.0,2,0,0,4,81,1,0,1,15.3,15.3,6.7%,NO,1,2022,te
4,Gerald Everett,3,4,54,18.0,25,1,1,0,0,0,0,1,14.4,14.4,1.4%,FA,1,2022,te
5,Will Dissly,3,3,43,14.3,38,1,1,0,0,0,0,1,13.3,13.3,3.4%,LAC,1,2022,te
6,Dalton Schultz,7,9,62,8.9,14,0,0,0,0,0,0,1,13.2,13.2,12.1%,HOU,1,2022,te
7,Pat Freiermuth,5,10,75,15.0,31,2,0,0,0,0,0,1,12.5,12.5,23.9%,PIT,1,2022,te
8,Colby Parkinson,2,2,43,21.5,25,1,1,0,0,0,0,1,12.3,12.3,1.1%,LAR,1,2022,te
9,Darren Waller,4,6,79,19.8,31,2,0,0,0,0,0,1,11.9,11.9,20.1%,MIA,1,2022,te
10,Tyler Conklin,4,7,16,4.0,6,0,1,0,0,0,0,1,11.6,11.6,5.7%,LAC,1,2022,te
11,Zach Ertz,2,4,14,7.0,8,0,1,0,0,0,0,1,11.4,11.4,42.6%,WAS,1,2022,te
12,Mark Andrews,5,7,52,10.4,17,0,0,0,0,0,0,1,10.2,10.2,94.0%,BAL,1,2022,te
13,Hayden Hurst,5,8,46,9.2,20,1,0,0,0,0,0,1,9.6,9.6,1.3%,FA,1,2022,te
14,Dallas Goedert,3,4,60,20.0,27,2,0,0,0,0,0,1,9.0,9.0,76.9%,PHI,1,2022,te
15,Tyler Higbee,5,11,39,7.8,11,0,0,0,0,0,0,1,8.9,8.9,8.1%,LAR,1,2022,te
16,Albert Okwuegbunam Jr.,5,6,33,6.6,12,0,0,0,0,0,0,1,8.3,8.3,0.0%,LV,1,2022,te
17,T.J. Hockenson,4,7,38,9.5,16,0,0,0,0,0,0,1,7.8,7.8,95.6%,MIN,1,2022,te
18,Logan Thomas,3,6,45,15.0,27,1,0,0,0,0,0,1,7.5,7.5,0.0%,FA,1,2022,te
19,Ian Thomas,2,3,53,26.5,50,1,0,0,0,0,0,1,7.3,7.3,0.1%,LV,1,2022,te
20,Andrew Beck,2,3,52,26.0,27,2,0,0,0,0,0,1,7.2,7.2,0.0%,NYJ,1,2022,te
21,Jody Fortson Jr.,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,1,2022,te
22,Chris Myarick,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,MIA,1,2022,te
23,Evan Engram,4,4,28,7.0,11,0,0,0,0,0,0,1,6.8,6.8,88.0%,DEN,1,2022,te
24,Robert Tonyan,3,5,36,12.0,23,1,0,0,0,0,0,1,6.6,6.6,0.0%,KC,1,2022,te
