Player,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Tyrion Davis-Price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,12,2024,RB,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,GB,RB
Brittain Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,12,2024,RB,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,CHI,RB
Zonovan Knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,12,2024,RB,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,ARI,RB
Isiah Pacheco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,12,2024,RB,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2%,KC,RB
Keaontay Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,12,2024,RB,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,KC,RB
Deon Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,12,2024,RB,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,DET,RB
Malik Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,12,2024,RB,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,DAL,RB
Evan Hull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,12,2024,RB,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,PIT,RB
Israel Abanikanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,12,2024,RB,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,GB,RB
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,12,2024,RB,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7%,PIT,RB
Terrell Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,12,2024,RB,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,NE,RB
Aaron Shampklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,12,2024,RB,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,MIA,RB
MarShawn Lloyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,12,2024,RB,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1%,GB,RB
Jacob Saylors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,12,2024,RB,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,DET,RB
Dante Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,12,2024,RB,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,NYG,RB
George Holani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,12,2024,RB,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,SEA,RB
Kimani Vidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,12,2024,RB,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8%,LAC,RB
Jawhar Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,12,2024,RB,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,HOU,RB
Michael Wiley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,12,2024,RB,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,KC,RB
Jase McClellan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,12,2024,RB,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,TB,RB
Chris Collier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2024,RB,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LV,RB
Joe Mixon,21.1,88.4,0.8,3.5,26.4,0.1,0.1,20.5,HOU,13,2024,RB,4.0,20.0,101.0,5.1,30.0,1.0,1.0,4.0,6.0,18.0,4.5,0.0,0.0,1.0,21.9,21.9,92.1%,HOU,RB
Alvin Kamara,16.1,69.7,0.5,5.3,42.4,0.2,0.1,20.1,NO,13,2024,RB,14.0,23.0,112.0,4.9,13.0,0.0,0.0,4.0,6.0,7.0,1.8,0.0,0.0,1.0,15.9,15.9,96.2%,NO,RB
Christian McCaffrey,15.2,72.9,0.5,4.6,37.1,0.2,0.1,19.6,SF,13,2024,RB,34.0,7.0,53.0,7.6,19.0,0.0,0.0,2.0,3.0,14.0,7.0,0.0,0.0,1.0,8.7,8.7,99.2%,SF,RB
Saquon Barkley,18.5,88.1,0.6,3.4,26.0,0.2,0.1,19.3,PHI,13,2024,RB,8.0,23.0,107.0,4.7,25.0,1.0,1.0,2.0,4.0,10.0,5.0,0.0,0.0,1.0,19.7,19.7,99.5%,PHI,RB
Bijan Robinson,16.9,77.2,0.5,4.0,31.4,0.2,0.1,18.8,ATL,13,2024,RB,2.0,26.0,102.0,3.9,15.0,0.0,1.0,6.0,6.0,33.0,5.5,0.0,0.0,1.0,25.5,25.5,99.4%,ATL,RB
Breece Hall,15.9,73.7,0.4,4.2,31.5,0.2,0.1,18.0,NYJ,13,2024,RB,47.0,12.0,60.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,96.3%,NYJ,RB
Chase Brown,16.4,72.5,0.5,4.0,28.8,0.1,0.1,17.7,CIN,13,2024,RB,10.0,12.0,70.0,5.8,40.0,1.0,1.0,3.0,3.0,30.0,10.0,0.0,0.0,1.0,19.0,19.0,97.5%,CIN,RB
Jahmyr Gibbs,14.4,72.5,0.6,3.1,26.0,0.1,0.1,17.5,DET,13,2024,RB,27.0,9.0,87.0,9.7,28.0,1.0,0.0,2.0,4.0,17.0,8.5,0.0,1.0,1.0,10.4,10.4,99.6%,DET,RB
De'Von Achane,14.1,62.0,0.4,4.4,33.5,0.2,0.1,17.4,MIA,13,2024,RB,7.0,7.0,14.0,2.0,13.0,0.0,0.0,8.0,9.0,56.0,7.0,1.0,0.0,1.0,21.0,21.0,99.1%,MIA,RB
Derrick Henry,19.5,93.9,0.9,1.0,8.4,0.0,0.1,16.8,BAL,13,2024,RB,18.0,19.0,82.0,4.3,19.0,0.0,0.0,3.0,3.0,29.0,9.7,0.0,0.0,1.0,14.1,14.1,99.4%,BAL,RB
Kyren Williams,19.8,85.7,0.7,2.1,15.1,0.1,0.1,16.7,LAR,13,2024,RB,11.0,15.0,104.0,6.9,17.0,0.0,1.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,18.3,18.3,98.4%,LAR,RB
Josh Jacobs,18.5,79.2,0.6,2.5,19.3,0.1,0.1,16.5,GB,13,2024,RB,5.0,19.0,43.0,2.3,11.0,0.0,1.0,4.0,4.0,74.0,18.5,0.0,0.0,1.0,21.7,21.7,99.3%,GB,RB
Kenneth Walker III,16.2,65.4,0.5,3.2,24.9,0.1,0.1,15.9,SEA,13,2024,RB,43.0,16.0,49.0,3.1,11.0,0.0,0.0,2.0,3.0,-3.0,-1.5,0.0,0.0,1.0,6.6,6.6,95.4%,SEA,RB
Jonathan Taylor,19.8,85.0,0.6,1.6,13.7,0.1,0.1,15.4,IND,13,2024,RB,13.0,25.0,96.0,3.8,9.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,0.0,1.0,17.3,17.3,99.0%,IND,RB
Aaron Jones Sr.,15.4,68.7,0.4,3.0,22.0,0.2,0.1,15.2,MIN,13,2024,RB,28.0,5.0,22.0,4.4,8.0,0.0,0.0,3.0,4.0,6.0,2.0,1.0,1.0,1.0,9.8,9.8,88.4%,MIN,RB
James Conner,15.6,62.1,0.5,3.1,22.5,0.1,0.1,15.1,ARI,13,2024,RB,25.0,17.0,68.0,4.0,16.0,0.0,0.0,3.0,4.0,13.0,4.3,0.0,0.0,1.0,11.1,11.1,93.6%,ARI,RB
Chuba Hubbard,17.5,73.6,0.5,2.7,17.9,0.1,0.1,15.0,CAR,13,2024,RB,62.0,12.0,43.0,3.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.3,2.3,95.4%,CAR,RB
James Cook,14.3,65.1,0.6,2.6,19.0,0.1,0.1,14.9,BUF,13,2024,RB,9.0,14.0,107.0,7.6,65.0,1.0,1.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,19.0,19.0,98.0%,BUF,RB
David Montgomery,14.6,64.1,0.7,1.9,15.0,0.1,0.1,14.2,DET,13,2024,RB,16.0,21.0,88.0,4.2,13.0,0.0,0.0,3.0,3.0,36.0,12.0,0.0,0.0,1.0,15.4,15.4,93.1%,DET,RB
Tony Pollard,16.2,68.1,0.4,2.8,19.2,0.1,0.1,14.2,TEN,13,2024,RB,31.0,8.0,35.0,4.4,7.0,0.0,0.0,4.0,6.0,33.0,8.3,0.0,1.0,1.0,8.8,8.8,86.7%,TEN,RB
Tyrone Tracy Jr.,16.0,72.3,0.5,2.1,16.4,0.1,0.1,14.1,NYG,13,2024,RB,17.0,9.0,32.0,3.6,7.0,0.0,1.0,2.0,3.0,33.0,16.5,0.0,0.0,1.0,14.5,14.5,83.3%,NYG,RB
Bucky Irving,12.2,56.9,0.5,2.9,20.6,0.1,0.1,13.9,TB,13,2024,RB,1.0,25.0,152.0,6.1,43.0,1.0,1.0,3.0,3.0,33.0,11.0,0.0,0.0,1.0,27.5,27.5,99.2%,TB,RB
Rico Dowdle,16.3,70.7,0.3,2.3,17.4,0.1,0.1,13.5,CAR,13,2024,RB,6.0,22.0,112.0,5.1,22.0,1.0,1.0,3.0,3.0,11.0,3.7,0.0,0.0,1.0,21.3,21.3,23.4%,CAR,RB
D'Andre Swift,15.5,62.7,0.4,2.4,17.7,0.1,0.1,13.3,CHI,13,2024,RB,30.0,11.0,39.0,3.5,12.0,0.0,0.0,2.0,3.0,35.0,17.5,0.0,0.0,1.0,9.4,9.4,88.9%,CHI,RB
Brian Robinson Jr.,15.4,62.3,0.5,1.8,14.4,0.1,0.1,13.0,WAS,13,2024,RB,12.0,16.0,103.0,6.4,40.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,17.9,17.9,84.1%,WAS,RB
Rhamondre Stevenson,14.7,59.7,0.4,2.4,16.3,0.1,0.1,12.5,NE,13,2024,RB,21.0,18.0,73.0,4.1,32.0,1.0,0.0,3.0,3.0,21.0,7.0,0.0,0.0,1.0,12.4,12.4,74.2%,NE,RB
Najee Harris,15.0,60.3,0.4,2.2,14.4,0.1,0.1,12.4,LAC,13,2024,RB,3.0,16.0,75.0,4.7,20.0,1.0,1.0,6.0,6.0,54.0,9.0,0.0,0.0,1.0,24.9,24.9,59.0%,LAC,RB
Rachaad White,9.8,38.4,0.3,3.2,24.8,0.2,0.1,11.9,TB,13,2024,RB,33.0,11.0,76.0,6.9,38.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,8.8,8.8,57.1%,TB,RB
Javonte Williams,10.9,41.2,0.2,2.8,20.3,0.1,0.1,10.9,DAL,13,2024,RB,39.0,4.0,1.0,0.3,2.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,7.4,7.4,70.2%,DAL,RB
Jaylen Warren,9.4,41.3,0.2,2.8,19.9,0.1,0.1,10.8,PIT,13,2024,RB,26.0,3.0,9.0,3.0,6.0,0.0,0.0,4.0,4.0,55.0,13.8,0.0,0.0,1.0,10.4,10.4,81.7%,PIT,RB
Nick Chubb,15.3,65.0,0.4,0.8,6.0,0.0,0.1,10.3,HOU,13,2024,RB,20.0,9.0,21.0,2.3,10.0,0.0,0.0,2.0,2.0,24.0,12.0,1.0,0.0,1.0,12.5,12.5,38.9%,HOU,RB
Ameer Abdullah,10.7,34.3,0.2,2.8,20.1,0.1,0.0,10.1,SF,13,2024,RB,40.0,10.0,39.0,3.9,11.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,7.3,7.3,0.6%,SF,RB
Travis Etienne Jr.,10.3,40.2,0.2,2.4,18.6,0.1,0.1,10.1,JAC,13,2024,RB,32.0,13.0,46.0,3.5,9.0,0.0,0.0,3.0,3.0,12.0,4.0,0.0,0.0,1.0,8.8,8.8,80.3%,JAC,RB
Kareem Hunt,10.7,43.0,0.4,1.6,11.4,0.1,0.1,9.8,KC,13,2024,RB,57.0,7.0,15.0,2.1,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,19.6%,KC,RB
Isiah Pacheco,9.5,41.4,0.3,1.9,13.0,0.1,0.1,9.6,KC,13,2024,RB,48.0,7.0,44.0,6.3,34.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,5.9,5.9,90.2%,KC,RB
Tank Bigsby,8.7,39.4,0.3,0.8,6.4,0.0,0.1,7.1,JAC,13,2024,RB,53.0,7.0,28.0,4.0,19.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,4.5,4.5,63.1%,JAC,RB
Sincere McCormick,9.1,34.5,0.2,1.2,8.1,0.0,0.0,6.9,LV,13,2024,RB,36.0,12.0,64.0,5.3,17.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,8.5,8.5,0.9%,LV,RB
Devin Singletary,7.3,30.6,0.2,1.3,9.6,0.0,0.0,6.5,NYG,13,2024,RB,63.0,7.0,23.0,3.3,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,3.2%,NYG,RB
Tyjae Spears,6.0,26.3,0.1,1.6,12.1,0.1,0.0,6.5,TEN,13,2024,RB,75.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,57.7%,TEN,RB
Jeremy McNichols,4.6,21.3,0.1,1.7,12.3,0.1,0.0,6.2,WAS,13,2024,RB,58.0,6.0,32.0,5.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.7%,WAS,RB
Zach Charbonnet,5.4,19.7,0.1,1.8,12.7,0.1,0.0,6.2,SEA,13,2024,RB,24.0,4.0,28.0,7.0,11.0,0.0,1.0,2.0,3.0,13.0,6.5,0.0,0.0,1.0,12.1,12.1,69.7%,SEA,RB
Tyler Allgeier,7.4,34.7,0.2,0.7,5.0,0.0,0.0,6.1,ATL,13,2024,RB,59.0,8.0,16.0,2.0,4.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,3.2,3.2,34.2%,ATL,RB
Jerome Ford,4.4,18.0,0.1,1.9,14.1,0.1,0.0,6.0,CLE,13,2024,RB,41.0,9.0,41.0,4.6,21.0,1.0,0.0,1.0,1.0,21.0,21.0,0.0,0.0,1.0,7.2,7.2,45.6%,CLE,RB
Justice Hill,3.1,11.9,0.1,2.2,17.3,0.1,0.0,6.0,BAL,13,2024,RB,44.0,3.0,6.0,2.0,3.0,0.0,0.0,4.0,6.0,15.0,3.8,0.0,0.0,1.0,6.1,6.1,14.4%,BAL,RB
Kimani Vidal,4.5,16.7,0.1,1.6,12.4,0.1,0.0,5.6,LAC,13,2024,RB,65.0,4.0,20.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.8%,LAC,RB
Jaleel McLaughlin,6.4,25.4,0.1,1.1,8.0,0.0,0.0,5.4,DEN,13,2024,RB,29.0,14.0,84.0,6.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.4,9.4,5.6%,DEN,RB
Roschon Johnson,4.3,19.8,0.2,1.0,7.4,0.0,0.1,5.0,CHI,13,2024,RB,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.8%,CHI,RB
Cam Akers,5.7,22.6,0.2,1.0,7.4,0.0,0.0,5.0,NO,13,2024,RB,64.0,4.0,22.0,5.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,1.4%,NO,RB
Braelon Allen,6.1,24.5,0.1,0.7,5.4,0.0,0.1,4.7,NYJ,13,2024,RB,52.0,5.0,11.0,2.2,4.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,4.7,4.7,23.3%,NYJ,RB
Trey Benson,6.0,23.5,0.2,0.8,4.7,0.0,0.0,4.6,ARI,13,2024,RB,66.0,3.0,20.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,38.4%,ARI,RB
Antonio Gibson,5.5,19.7,0.1,1.1,7.8,0.0,0.0,4.6,NE,13,2024,RB,22.0,7.0,62.0,8.9,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,12.2,3.5%,NE,RB
Jonathon Brooks,5.5,21.6,0.2,0.7,5.1,0.0,0.0,4.4,CAR,13,2024,RB,42.0,6.0,18.0,3.0,9.0,0.0,0.0,3.0,3.0,23.0,7.7,0.0,0.0,1.0,7.1,7.1,2.3%,CAR,RB
Kenneth Gainwell,3.9,17.8,0.1,0.9,6.4,0.0,0.0,4.3,PIT,13,2024,RB,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6%,PIT,RB
Audric Estime,5.3,22.3,0.1,0.6,4.9,0.0,0.0,4.2,DEN,13,2024,RB,70.0,3.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,3.8%,DEN,RB
Hassan Haskins,3.5,18.1,0.2,0.8,4.6,0.0,0.0,4.2,LAC,13,2024,RB,246.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.6%,LAC,RB
Ray Davis,4.3,19.3,0.1,0.6,4.8,0.0,0.0,4.0,BUF,13,2024,RB,19.0,11.0,63.0,5.7,13.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,13.7,13.7,32.0%,BUF,RB
Emanuel Wilson,5.5,20.6,0.2,0.5,3.7,0.0,0.0,4.0,GB,13,2024,RB,67.0,2.0,20.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.8%,GB,RB
Raheem Mostert,3.1,11.7,0.1,1.1,8.1,0.1,0.0,3.8,LV,13,2024,RB,49.0,5.0,19.0,3.8,12.0,0.0,0.0,2.0,3.0,15.0,7.5,0.0,0.0,1.0,5.4,5.4,8.2%,LV,RB
Jaylen Wright,5.5,20.9,0.1,0.3,2.0,0.0,0.0,3.4,MIA,13,2024,RB,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2%,MIA,RB
Blake Corum,4.1,17.0,0.1,0.4,3.3,0.0,0.0,3.3,LAR,13,2024,RB,55.0,8.0,42.0,5.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,14.8%,LAR,RB
Samaje Perine,0.2,2.6,0.0,1.4,10.9,0.1,0.0,3.2,CIN,13,2024,RB,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,2.5,2.5,2.5%,CIN,RB
Chris Brooks,2.8,11.8,0.1,0.7,4.9,0.0,0.0,3.1,GB,13,2024,RB,50.0,3.0,28.0,9.3,18.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,4.9,4.9,0.8%,GB,RB
Ty Johnson,2.2,7.7,0.1,0.8,6.2,0.1,0.0,2.8,BUF,13,2024,RB,51.0,5.0,28.0,5.6,8.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,4.7,4.7,2.8%,BUF,RB
Sean Tucker,2.9,12.4,0.1,0.4,3.1,0.0,0.0,2.6,TB,13,2024,RB,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5%,TB,RB
Emari Demercado,1.7,7.8,0.1,0.7,5.4,0.0,0.0,2.5,ARI,13,2024,RB,61.0,3.0,12.0,4.0,8.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.5,2.5,0.7%,ARI,RB
Khalil Herbert,2.3,9.9,0.1,0.5,3.6,0.0,0.0,2.5,IND,13,2024,RB,69.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,2.4%,IND,RB
Jordan Mason,3.1,12.2,0.1,0.4,3.1,0.0,0.0,2.5,MIN,13,2024,RB,38.0,13.0,78.0,6.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,72.2%,MIN,RB
Chris Rodriguez Jr.,2.1,12.0,0.1,0.2,1.2,0.0,0.0,2.0,WAS,13,2024,RB,15.0,13.0,94.0,7.2,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.4,15.4,0.7%,WAS,RB
JaMycal Hasty,1.9,7.4,0.0,0.6,4.0,0.0,0.0,2.0,NE,13,2024,RB,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,NE,RB
Dare Ogunbowale,0.3,1.7,0.0,0.9,7.3,0.0,0.0,2.0,HOU,13,2024,RB,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,HOU,RB
Hunter Luepke,0.8,3.6,0.0,0.7,5.7,0.0,0.0,1.9,DAL,13,2024,RB,73.0,3.0,4.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.7%,DAL,RB
Kyle Juszczyk,0.2,1.1,0.0,0.8,6.5,0.0,0.0,1.8,SF,13,2024,RB,247.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.1,-2.1,0.8%,SF,RB
Eric Gray,1.2,4.3,0.0,0.5,4.1,0.0,0.0,1.7,NYG,13,2024,RB,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,NYG,RB
Dameon Pierce,1.9,7.0,0.1,0.3,2.0,0.0,0.0,1.5,HOU,13,2024,RB,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.1,1.1,4.3%,HOU,RB
Keilan Robinson,1.5,4.2,0.0,0.4,3.2,0.0,0.0,1.3,PHI,13,2024,RB,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,PHI,RB
Michael Burton,0.6,2.4,0.0,0.5,3.5,0.0,0.0,1.3,DEN,13,2024,RB,45.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.1%,DEN,RB
Trey Sermon,0.8,4.6,0.0,0.2,1.7,0.0,0.0,1.1,PIT,13,2024,RB,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,PIT,RB
Pierre Strong Jr.,1.4,4.9,0.0,0.2,1.4,0.0,0.0,1.0,CLE,13,2024,RB,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,CLE,RB
Isaac Guerendo,0.7,3.5,0.0,0.2,1.8,0.0,0.0,1.0,SF,13,2024,RB,35.0,4.0,19.0,4.8,15.0,0.0,1.0,1.0,1.0,-3.0,-3.0,0.0,0.0,1.0,8.6,8.6,35.3%,SF,RB
Tyler Goodson,0.8,3.1,0.0,0.3,1.9,0.0,0.0,0.9,IND,13,2024,RB,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,IND,RB
Alec Ingold,0.3,1.3,0.0,0.4,2.5,0.0,0.0,0.8,MIA,13,2024,RB,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,3.5,3.5,0.6%,MIA,RB
C.J. Ham,0.2,0.9,0.0,0.3,2.3,0.0,0.0,0.8,MIN,13,2024,RB,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,MIN,RB
Patrick Ricard,0.1,0.3,0.0,0.3,2.2,0.0,0.0,0.7,BAL,13,2024,RB,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,BAL,RB
Julius Chestnut,0.8,3.6,0.0,0.1,0.9,0.0,0.0,0.7,TEN,13,2024,RB,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1%,TEN,RB
Jordan Mims,1.1,4.8,0.0,0.0,0.0,0.0,0.0,0.7,TEN,13,2024,RB,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,TEN,RB
